# Track glossary for Gemini/th-general — the locked Thai word list, verse-scoped (keyword-standardize).
འཇོམས	ทำลาย	1-7,1-15,1-21,1-13
འབར	ลุกโชน	1-7,1-2,1-13
ཡང་དག	สมบูรณ์	1-21,1-15,a-1
ཡང་དག་པར	สมบูรณ์	1-21,1-15,a-1
འཇིག་རྟེན	โลก	1-5,1-1,1-17
བསྟོད་པ་དངོས	ตัวบทสรรเสริญ	1-0
ཆེ་བ	ยิ่งใหญ่	1-15,1-8,2-3
ཆེན་པོ	ยิ่งใหญ่	1-15,1-8,2-3
ཆེན་མོ	ยิ่งใหญ่	1-15,1-8,2-3
རབ	สูงสุด	1-10
ཡང་དག་ལྡན	กอปรด้วย	1-21,1-15
ཟླ་བ	จันทร์	1-2,1-12,1-20,1-18
རི་དགས་རྟགས་ཅན	จันทร์	1-2,1-12,1-20,1-18
མ་ལུས	โดยไม่เหลือ	1-8,1-4
ཞལ	พระพักตร์	1-2,1-1,1-8
ཕཊ	เพ็ด	1-7,1-18
ཕཊ་ཀྱི་ཡི་གེ	เพ็ด	1-7,1-18
ཆུ་སྐྱེས	ดอกบัว	1-3,1-1,1-8
པདྨ	ดอกบัว	1-3,1-1,1-8
མནན	เหยียบย่ำ	1-7,1-5
དབང	อำนาจ	1-10
དབང	อภิเษก	2-3
ནུས	สามารถ	1-11
མཐུ	พลานุภาพ	1-21
ཞབས	พระบาท	1-5,1-17,1-14
འབྱུང་པོ	ภูต	1-6
གདོན	ผีร้าย	1-21,2-5
ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས	สัมมาสัมพุทธเจ้า	a-1
ལྡན	กอปรด้วย	1-21,1-15,2-1
དགའ	ปีติยินดี	1-10,1-16,1-13,1-19
དགའ་བ	ปีติยินดี	1-10,1-16,1-13,1-19
བསྐོར་དགས	ปีติยินดี	1-10,1-16,1-13,1-19
ཞི	สงบ	1-3,1-15,1-21
ཞི་བ	สงบ	1-3,1-15,1-21
ཡི་གེ་བཅུ་པའི་ངག	มนตร์	1-22,1-16
སྔགས	มนตร์	1-22,1-16
ཕན་ཡོན	อานิสงส์	I-2,2-0
ཏུ་ཏྟྭ་ར	ตุตตาเร	1-5,1-10,1-20
ཏུཏྟྭ་ར	ตุตตาเร	1-5,1-10,1-20
བཅོམ་ལྡན་འདས་མ	ภควตี	a-1
ལྷ་མོ	เทวี	2-1
ཏྲད	ตรัด	1-7
རྗེ་བཙུན་མ་འཕགས་མ	พระอารยาผู้ประเสริฐ	I-3
ཆུ་སྐྱེས་ཞལ	พระพักตร์ดุจดอกบัว	1-8
རོ་ལངས	เวตาล	1-21,1-6
ཨོཾ	โอม	I-3,1-15
སྭཱ་ཧཱ	โซฮา	1-15
ཧ་ར	ฮารา	1-20
ཏཱ་ར	ตาเร	1-18
