index	syllables	pieces	method	preview
251	68	1	STAGE2_MANUAL	སྐྱབས་ཡུལ་རྣམས་ཀྱི་བཟང་པོའི་སྤྱོད་པ་ལ་དད་པའི་སྟོབས་བསྐྱེད་ཅི
267	66	1	STAGE2_MANUAL	ཞེས་པ་ལྟར་རྗེ་བཙུན་སྒྲོལ་མའི་སྐུ་རང་གིས་མཐོང་བ་དང་། གསུང་ཐོས
270	53	1	STAGE2_MANUAL	མར་མེ་འབུལ་བའི་མདོ་ལས་ཀྱང་། སངས་རྒྱས་ལ་དད་པས་ཐལ་མོ་སྦྱར་བ་ཙམ
275	56	1	STAGE2_MANUAL	མདོར་ན་ལུས་ཀྱིས་ཇི་ཙམ་གནོན་པའི་སའི་རྡུལ་གྱི་གྲངས་དང་མཉམ་པའི་
276	102	1	STAGE2_MANUAL	ཕྱག་འཚལ་ལུགས་ཀྱང་ཤེས་དགོས་པས། ཐལ་མོ་བཅར་ལེབ་ཏུ་སྦྱར་བ་མུ་སྟེ
285	71	1	STAGE2_MANUAL	ཕྱག་ཅེས་པ་ལུས་ངག་ཡིད་གསུམ་གྱིས་བསགས་པའི་སྡིག་པ་རྣམས་ཕྱིས་པའམ
289	112	1	STAGE2_MANUAL	མྱུར་མ་ནི་སེམས་ཅན་གྱི་དོན་སྤྱི་དང་།ལྷག་པར་དབང་དུ་སྡུད་པའི་འཕ
290	68	1	STAGE2_MANUAL	བདུད་བཞི་ཕྲ་རགས་ཐམས་ཅད་ལྷག་མེད་དུ་བཅོམ་པས་ཕུང་བྱུང་གི་དཔའ་མོ
294	49	1	STAGE2_MANUAL	ཡེ་ཤེས་ཀྱི་སྤྱན་ལ་ཇི་ལྟ་ཇི་རྙེད་པ་མཁྱེན་པའི་ཡེ་ཤེས་གཉིས་དང་།
300	78	1	STAGE2_MANUAL	ཕྱག་བྱ་བའི་སྐྱབས་ཡུལ་རྣམས་ལ་བདག་གི་སྒོ་གསུམ་གྱི་དབང་ཆ་ཡོངས་ར
301	41	1	STAGE2_MANUAL	ལྷ་མོ་ཁྱོད་ཀྱི་ཞལ་རས་ནམ་མཁའི་སྐར་མ་སྟོང་ཕྲག་གཅིག་མཁའ་དབྱིངས་
304	94	1	STAGE2_MANUAL	དེ་ཡང་འོད་དཀར་པོའི་རྣམ་པ་ཡིན་པ་ལ་ངོ་བོ་ཤེས་རབ་རླབས་ཆེ་བ་དང་།
305	94	1	STAGE2_MANUAL	རང་གི་ཉེས་ལྟུང་སྡིག་སྒྲིབ་བག་ཆགས་དང་བཅས་པ་འཆི་བདག་ལས་ཀྱི་གཤི
306	74	1	STAGE2_MANUAL	རང་ལ་གནོད་འཚེའི་བསམ་སྦྱོར་ངན་པ་མེད་པར་ཞི་ཞིང་དུལ་བའི་སྒོ་ནས་
318	78	1	STAGE2_MANUAL	ཕྱག་ཅེས་པ་ཆོས་སྒྲུབ་པའི་དགེ་དབང་བར་ཆད་རྣམས་སེལ་བ་དང་། འཚལ་ནི
320	62	1	STAGE2_MANUAL	ལྷ་མོ་འདི་རྒྱུ་གང་ལས་བྱུང་ཞེས་ན། སྦྱིན་པ་དང་།བརྩོན་འགྲུས། བས
321	68	1	STAGE2_MANUAL	དེ་ཡང་སྦྱིན་པ་ལ་ཟང་ཟིང་གི་སྦྱིན་པ་དང་། མི་འཇིགས་པ་སྐྱབས་ཀྱི་
322	78	1	STAGE2_MANUAL	ཤེས་རབ་ལ་དོན་དམ་རྟོགས་པའི་ཤེས་རབ། ཀུན་རྫོབ་རྟོགས་པའི་ཤེས་རབ།
328	73	1	STAGE2_MANUAL	ཕྱག་བྱ་བས་སྐྱབས་ཡུལ་རྣམས་ལ་མ་དད་པ་དང་མ་གུས་པ་བྱེད་པ་སོགས་ཀྱི
332	87	1	STAGE2_MANUAL	གཤེགས་པ་ནི་བདེ་བ་ནས་བདེ་བར་འགྲོ་བའི་དོན་དང་། སངས་རྒྱས་ཀྱི་དབ
337	76	1	STAGE2_MANUAL	དེ་ཡང་དགེ་བཅུ་ལས་རྒྱལ་བས་བདེ་འགྲོའི་གོ་འཕང་ལ་སྤྱོད་པ་དང་། འཁ
338	72	1	STAGE2_MANUAL	ས་དང་པོ་རབ་ཏུ་དགའ་བ་དང་། དྲི་མ་མེད་པ། འོད་བྱེད་པ། འོད་འཕྲོ་བ
339	57	1	STAGE2_MANUAL	འདིའི་འཕྲིན་ལས་ཀྱི་གཙོ་བོ་ནི་ཚེ་སྤེལ་བར་མཛད་ཅིང་།།ཡང་རང་གི་ཐ
340	73	1	STAGE2_MANUAL	གདོན་བགེགས་ཐམས་ཅད་སྡིག་པ་རྭ་ཙ་སོགས་མི་གཙང་ཞིང་མི་སྡུག་པའི་རྣ
346	55	1	STAGE2_MANUAL	ཕྱག་འཚལ་ནི་མཆོད་པ་ལའང་འགྲོ་བ་ཡིན། མཆོད་པའི་སྐད་དོད་པུ་ཛ་ཞེས་
347	69	1	STAGE2_MANUAL	དཔེར་ན་ཆོས་གོས་སོགས་འབུལ་བ་ནི་རྙེད་པའི་མཆོད་པ་དང་། ཕྱག་འཚལ་བ
348	55	1	STAGE2_MANUAL	དམྱལ་བ་དང་། ཡིད་དྭགས། དུད་འགྲོ་སྟེ་ངན་སོང་གསུམ་དང་། མི་དང་འད
349	78	1	STAGE2_MANUAL	དེ་ལྟ་བུའི་འཇིག་རྟེན་གྱི་ཁམས་བདུན་པོ་དེ་རྣམས་འོད་དང་སྒྲས་གང་
354	85	1	STAGE2_MANUAL	འདིའི་འཕྲིན་ལས་གཙོ་བོ་ནི་དབང་དུ་སྡུད་པར་མཛད་པ་ཡིན། སྙིང་གའི་
355	89	1	STAGE2_MANUAL	ཡང་འོད་ཟེར་དམར་པོའི་ཚོགས་འཕྲོས། ལུས་ཀྱི་ནང་ཐམས་ཅད་གང་།ཁམས་གས
365	90	1	STAGE2_MANUAL	ཕྱག་བྱ་བ་ནི་ཚེ་འདིའི་སྣང་ཤས་བསལ་བའི་དོན་དང་། འཚལ་ནི་ཕྱི་མ་དོ
368	63	1	STAGE2_MANUAL	འཇིག་རྟེན་པའི་ལྷ་ཆེན་པོ་རྣམས་ཀྱིས་ཕྱག་འཚལ་བ་དང་། བསྐོར་བ་སྐོ
371	46	1	STAGE2_MANUAL	ཤར་ཕྱོགས་སྐྱོང་བ་བརྒྱ་བྱིན། དེ་བཞིན་དུ་ལྷོ་ཕྱོགས་ན་གཤིན་རྗེ་
372	71	1	STAGE2_MANUAL	དེ་ལྟར་ཕྱོགས་སྐྱོང་བརྒྱད། སྟེང་ཕྱོགས་སྐྱོང་བ་ཚངས་པ།འོག་ཕྱོགས
373	47	1	STAGE2_MANUAL	ཕྱོགས་སྐྱོང་ལ་འཇིག་རྟེན་ལས་འདས་མ་འདས་གཉིས་དང་། འཇིག་རྟེན་པ་ལ
379	92	1	STAGE2_MANUAL	ཕྱག་བྱ་བ་ནི་ཕྱི་མའི་སྣང་ཤས་བསལ་བའི་དོན་དང་། འཚལ་ནི་ཉིན་མཚན་ཀ
382	44	1	STAGE2_MANUAL	ཞབས་གཡས་བསྐུམས་ཤིང་། གཡོན་བརྐྱངས་པའི་ཞབས་ཀྱི་བཞུགས་སྟངས་ཀྱིས
383	83	1	STAGE2_MANUAL	ཡང་ན་ཞབས་གཉིས་བཞུགས་སྟངས་ཀྱིས་ཐབས་དང་ཤེས་རབ་ཀྱི་སྟོང་ཉིད་སྙི
384	81	1	STAGE2_MANUAL	གཡས་བསྐུམས་པའི་དོན་ནི་ཐབས་བདེ་བ་ཆེན་པོས་ཁམས་ཕྱི་རོལ་དུ་བབས་པ
385	89	1	STAGE2_MANUAL	ལག་བཅངས་ཏེ་རེག་པ་ལས་བྱུང་བའི་འདོད་ཆགས་ཀྱང་ལམ་དུ་བྱེད་ནུས་པ་ར
386	85	1	STAGE2_MANUAL	དེ་ཡི་སྒོ་ནས་སྔགས་ཀྱི་ས་ལམ་བགྲོད་དགོས་པ་ཡིན་ལ། དཔེར་ན་དགའ་བཞ
401	64	1	STAGE2_MANUAL	ཕྱག་བྱ་བ་ནི་ཞི་བ་ཕྱོགས་གཅིག་པའི་སྣང་ཤས་བསལ་བ་དང་། འཚལ་ནི་བྱམ
404	44	1	STAGE2_MANUAL	ཆུ་སྐྱེས་ཞེས་པ་མེ་ཏོག་པདྨ་རྒྱས་པ་ལྟར་མཛེས་པའི་ཞལ་རས་ནི། ཁྲོ་
405	63	1	STAGE2_MANUAL	དེ་ཡང་ཕྱི་རོལ་གྱི་དགྲ་བོ་ནི་མྱོས་འགྱུར་གྱི་རིགས་དང་། དུག་རྫས
418	60	1	STAGE2_MANUAL	བླ་མ་རྗེ་བཙུན་མ་དེ་ཉིད་ཀྱི་མཚན་ཐོས་པ་ཙམ་གྱིས་ངན་འགྲོའི་འཇིགས
419	76	1	STAGE2_MANUAL	དེ་ཡང་སྐུ་དགེ་འདུན། གསུང་དམ་ཆོས། ཐུགས་སངས་རྒྱས་ཏེ་དཀོན་མཆོག་
420	61	1	STAGE2_MANUAL	ཕྱག་རྒྱ་མཛད་པའི་སོར་མོ་གསུམ་གྱིས་རང་གི་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་
425	76	1	STAGE2_MANUAL	སྐྱེས་བུ་དམ་པ་མཚོན་པར་བྱེད་པའི་སྐུའི་ཡོན་ཏན་གྱི་ཆ་ཤས་གཙོ་བོ་
435	84	1	STAGE2_MANUAL	ཕྱག་བྱ་བ་ནི་དངོས་པོ་བདེན་འཛིན་དང་། ཐ་མལ་བའི་སྣང་ཞེན་གྱི་དྲི་
436	57	1	STAGE2_MANUAL	རྗེ་བཙུན་མའི་དད་ལྡན་རྣམས་ཀྱི་རེ་བ་བསྐོང་བས། གཞན་གྱི་མཐོང་ན་ཡ
447	58	1	STAGE2_MANUAL	དགེ་ལྡན་པའི་ཐོས་གྲོལ་སོགས་ཀྱི་དོན་ཡང་བསྟན་པར་སེམས།མ་དད་པ་རྣམ
448	65	1	STAGE2_MANUAL	ཡེ་ཤེས་ཀྱི་རྒྱན་ལ་ཚུལ་ཁྲིམས་ཀྱི་རྒྱན་དང་། ཏིང་ངེ་འཛིན་གྱི་རྒ
459	82	1	STAGE2_MANUAL	ཕྱག་འཚལ་ཞེས་པ་སྔགས་བླ་མེད་ལ་སྦྱར་ན་བདེ་བ་ཆེན་པོའི་ཡེ་ཤེས་དང་
460	55	1	STAGE2_MANUAL	ཞལ་རས་ཁྲོ་གཉེར་གཡོ་བའི་ཁྲོ་མོའི་རྣམ་པར་བཞུགས་པའི་ཐུགས་ཀར་ཡི་
461	75	1	STAGE2_MANUAL	དེ་ཡང་འོད་ཟེར་གྱིས་ཚེ་དང་བསོད་ནམས། སྟོབས་དང་དཔལ་འབྱོར། ལོངས་
462	68	1	STAGE2_MANUAL	བདག་ཅག་དཔོན་སློབ་ཡོན་མཆོད་འཁོར་དང་བཅས་པས་མཚོན་པའི་སེམས་ཅན་ཐམ
473	109	1	STAGE2_MANUAL	ཕྱག་འཚལ་ཞེས་པ་སྣང་མཆེད་ཐོབ་གསུམ་གྱི་གཉིས་སྣང་ཕྲ་མོའི་བར་གྱི་
474	97	1	STAGE2_MANUAL	སྤྱིར་རྒྱན་ལ་བག་ཡོད་ཀྱི་རྒྱན་དང་། ངོ་ཚ་ཁྲེལ་ཡོད་ཀྱི་རྒྱན། སྙ
475	84	1	STAGE2_MANUAL	སྐྱེ་བའི་སྡུག་འཆི་བའི་བསྔལ། ན་བའི་སྡུག་བསྔལ། རྒས་པའི་སྡུག་བས
488	84	1	STAGE2_MANUAL	མདོར་ན་བདེ་མཆོག་གི་སྒོ་མཚམས་མ་བརྒྱད་དང་། གསང་འདུས་ཀྱི་སེམས་ད
489	103	1	STAGE2_MANUAL	དཔེར་ན་སེམས་མ་བརྒྱད་པོ་དེ་དག་བཀྲ་ཤིས་ཀྱི་ལྷ་མོ་བརྒྱད་དུ་ཡང་ས
490	82	1	STAGE2_MANUAL	གདུགས་ཀྱི་ལྷ་མོས་གཡུལ་གྱི་རྒུད་པ་ཞི་ཞིང་བཀྲ་ཤིས་པར་བྱེད། དཔལ
493	41	1	STAGE2_MANUAL	རང་རང་གི་སྐྱེས་སྐར་སོགས་བཀྲ་ཤིས་པའི་བྱ་བ་སྒོ་གསར་འཛུགས་སྐབས་
499	46	1	STAGE2_MANUAL	ཕྱག་འཚལ་ནི་རང་གིས་ཉམས་ལེན་དང་མཐུན་པ་སྦྱར་ན་ཆོག་པ་ཡིན། བསྐལ་པ
500	47	1	STAGE2_MANUAL	རྗེ་བཙུན་མས་ཞབས་གཡས་བསྐྱངས་ཤིང་། གཡོན་བསྐུམས་པའི་སྟབས་ཀྱིས་བ
501	69	1	STAGE2_MANUAL	ཕྱིའི་དགྲ་མྱོས་འགྱུར་གྱི་རིགས་དང་། དུག་དང་མཚོན་གྱི་རིགས། རྣམ
502	66	1	STAGE2_MANUAL	ལུས་ཀྱི་ནད། སེམས་ཀྱི་སྡུག་བསྔལ་ཐམས་ཅད་བཤང་གཅི་དང་། རྣག་ཁྲག་ག
516	60	1	STAGE2_MANUAL	དེ་བཞིན་དུ་སྟོན་པས་གསང་སྔགས་ཀྱི་ཆོས་འཁོར་ནི་རིགས་སད་པའི་གདུལ
517	89	1	STAGE2_MANUAL	དེ་བཞིན་དུ་རི་རབ་ཀྱི་རྩེ་མོ། སུམ་ཅུ་རྩ་གསུམ། དགའ་ལྡན། གནས་གཙ
522	50	1	STAGE2_MANUAL	ཕྱག་འཚལ་ནི་རྣལ་འབྱོར་པས་ཉམས་ལེན་དང་མཐུན་པར་བྱོན་ཞིག རྗེ་བཙུན
525	45	1	STAGE2_MANUAL	རྡོ་རྗེའི་མེ་ཆར་སྤྲོས་པས་ས་འོག་རིམ་པ་བདུན་པའི་ནང་ན་གནས་པའི་ཀ
532	67	1	STAGE2_MANUAL	ཕྱག་འཚལ་སྔར་ལྟར། ངན་སོང་ལས་ཐར་ནས་བདེ་འགྲོ་ཐོབ་པས་བདེ་མ། ཡང་ན
539	56	1	STAGE2_MANUAL	སྔགས་ཀྱི་མཇུག་ཏུ་ཡི་གེ་སྭ་ཧཱ་དང་། འགོར་ཨཱོྃ་དང་ཡང་དག་ལྡན་པའི
540	79	1	STAGE2_MANUAL	སྡིག་པ་ཆེན་པོ་ནི། ཟློས་པ་པོའི་རྒྱུད་ཀྱི་མི་དགེ་བཅུ་དང་། མཚམས
541	74	1	STAGE2_MANUAL	དེ་ཡང་ལུས་ཀྱི་ནད། སེམས་ཀྱི་སྡུག་བསྔལ། བསམ་པའི་བར་ཆད་སེལ་བ་མ་
547	82	1	STAGE2_MANUAL	ཕྱག་འཚལ་སྔར་ལྟར། མདུན་བསྐྱེད་ཀྱི་རིག་པ་ཧཱུཾ་ལས་སྒྲོལ་མ་དང་། 
548	59	1	STAGE2_MANUAL	དེ་ཡང་སྒྲོལ་མ་ཞི་བ་ལ་ཐུགས་ཀར་ཏཾ་ཡིག་གི་མཐར་ཡི་གེ་བཅུ་པའི་ངག་
549	80	1	STAGE2_MANUAL	སྒྲོལ་མ་ཁྲོ་མོའི་ཐུགས་ཀར་ཧཱུཾ་ཡིག་གི་མཐར་ཡི་གེ་བཅུ་བཞི་པའི་ང
550	44	1	STAGE2_MANUAL	སྡིག་པ་བསོགས་པའི་ལུས་ནི་དགྲའི་ལུས་དང་། དགེ་བ་བསོགས་པའི་ལུས་ཀ
562	58	1	STAGE2_MANUAL	རིའི་རྒྱལ་པོ་རི་རབ་དང་། རི་མནྡཱ་ར་དང་། རི་བོ་འབིགས་བྱེད་ལ་སོ
563	83	1	STAGE2_MANUAL	སངས་རྒྱས་ཐམས་ཅད་ཀྱི་འཕྲིན་ལས་རང་གཟུགས་གཅིག་ཏུ་བསྡུས་པའི་ངོ་བ
564	82	1	STAGE2_MANUAL	ཡང་ན་དེ་ལས་ལྷག་པའི་དགའ་བཞི་ལུགས་འབྱུང་ལུགས་ལྡོག་ཏུ་འདྲེན་པའི
565	89	1	STAGE2_MANUAL	དོན་དམ་བདེན་པ་འོད་གསལ་གྱི་ཡེ་ཤེས་གཉིས་རེས་འཇོག་ཙམ་ལས་མི་འབྱུ
566	87	1	STAGE2_MANUAL	མཐར་ཐུག་གི་ཟུང་འཇུག་ཚེ་དེ་གཉིས་སྟོབས་མཚུངས་སུ་འབྱུང་ཞིང་ཡ་བྲ
568	88	1	STAGE2_MANUAL	ཡོངས་འཛིན་ཡེ་ཤེས་རྒྱལ་མཚན་གྱིས་ཀྱང་། ལམ་གྱི་བགྲོད་པ་མཐར་ཐུག་
573	47	1	STAGE2_MANUAL	ཕུང་པོ་ཁམས་དང་དབང་པོ་རྣམས་རེ་རེས་ཀྱང་ཕྱག་གི་བྱ་བ་ལེན་ཅིང་འཛི
579	105	1	STAGE2_MANUAL	དཔེར་ན་ཉི་འོད་ཀྱིས་ས་སྟེང་ཐམས་ཅད་ལ་གཡོགས་ཏེ་ཀུན་ལ་དྲོད་དང་སྐ
588	51	1	STAGE2_MANUAL	ཕྱག་འཚལ་སྔར་ལྟར། ལྷ་ཡི་ཡིད་ཀྱི་བདུད་རྩིའི་མཚོ་ལྟར། ལྷ་མོའི་ཞ
589	57	1	STAGE2_MANUAL	ཨོཾ་ཏཱ་རེ་ཏུ་ཏྟཱ་རེ་ཏུ་རེ་སྭ་ཧཱ། ཏཱ་ར་ཏཱ་ར་ཕཊ། ཞེས་སོགས་ཀྱི་
590	78	1	STAGE2_MANUAL	སྤྱིར་སྔགས་ཀྱི་དོན་ནི།འགྲོ་བ་ཀུན་གྱི་ཡིད་སྡུག་བསྔལ་རྒྱུ་དང་བ
591	81	1	STAGE2_MANUAL	ཤེས་རབ་དང་དྲན་པ་མཚུངས་ལྡན་དང་བཅས་པ་ནི། གཟུངས་སྔགས་དངོས་ཡིན། 
592	71	1	STAGE2_MANUAL	གཞན་ཡང་ལྷ་རྣམས་ཀྱི་ཐུགས་བདེ་པ་ཆེན་པོའི་ཡེ་ཤེས་བསྐུལ་བར་བྱེད་
593	47	1	STAGE2_MANUAL	དེའི་ཡང་སྙིང་གཟུགས་སྐུ་རྣམ་པ་གཉིས་དང་། ཟབ་མོའི་ལམ་གྱི་རིམ་པ་
600	63	1	STAGE2_MANUAL	ཕྱག་འཚལ་སྔར་ལྟར།འདོད་ལྷ་རིགས་དྲུག་དང་གཟུགས་ཁམས་གནས་རིགས་བཅུ་
601	96	1	STAGE2_MANUAL	ལྷ་མོ་འདི་ཡི་དམ་གྱི་ལྷར་བཟུང་ནས་ལུས་ངག་ཡིད་གསུམ་གྱི་སྒོ་ཀུན་
611	112	1	STAGE2_MANUAL	ཕྱག་འཚལ་སྔར་ལྟར། རྗེ་བཙུན་མ་ཁྲོ་མོའི་སྤྱན་གཡས་པ་དང་། གཡོན་པ་
615	73	1	STAGE2_MANUAL	རྣལ་འབྱོར་པ་རང་གི་ངག་ཏུ་ཁྲོ་མོའི་སྔགས། ཨོཾ་ན་མ་ཏཱ་རེ། ན་མོ་ཧ
616	72	1	STAGE2_MANUAL	རྗེ་བཙུན་མ་ཞི་བའི་སྤྱན་གཡས་པ་དང་། གཡོན་པ་གཉིས་ནི་ཟླ་བ་རྒྱས་པ
617	73	1	STAGE2_MANUAL	རྣལ་འབྱོར་པ་རང་གི་ངག་ཏུ་རྗེ་བཙུན་མ་ཞི་བའི་སྔགས།ཨོཾ་ཏཱ་རེ་ཏུ་
623	66	1	STAGE2_MANUAL	ཕྱག་འཚལ་སྔར་ལྟར། རྣལ་འབྱོར་པ་རང་གི་སྤྱི་བོར་སྐུའི་དེ་ཉིད་ཨོཾ
630	80	1	STAGE2_MANUAL	གདུགས་དཀར་ལས་གདོན་གཉེར་བརྒྱད་གསུང་པ་སྟེ། ལྷའི་གདོན། ཀླུའི། ལ
631	72	1	STAGE2_MANUAL	དུར་ཁྲོད་ཀྱི་རོ་ལངས་ཀྱིས་ལས་སྦོད་གཏོང་བ་ལ་སོགས་པའི་ངན་སྔགས་ད
