index	trigger	syllables	flag	preview
51	line-end	10		བཅས་མཚམས་སྲོག་གི་ཕྱིར་ཡང་མི་གཏོང་ཞིང་། །
52	line-end	9		དགེ་ཆོས་སྡུད་དང་སེམས་ཅན་དོན་སྒྲུབ་པའི། །
53	line-end	9		ཚུལ་ཁྲིམས་ཕར་ཕྱིན་རྫོགས་པར་བྱིན་གྱིས་རློབས། །
54	line-end	3		ཞེས་དང་།
55	line-end	15		འདུལ་བ་བསྟོད་པ་ལས་ཀྱང་། ཇི་ལྟར་འདི་ན་ཤིང་རྩ་གཙོ་བོ་སྟེ། །
56	line-end	9		རྣམ་པར་འཕེལ་དང་ཀུན་འཛིན་གཉིས་ཀྱི་གཞི། །
57	line-end	10		དེ་བཞིན་དམ་ཆོས་ཚོགས་རྣམས་ཀུན་གྱི་ཡང་། །
58	line-end	9		གཞི་དང་རྩ་བ་འདུལ་བ་ཡིན་པར་གསུངས། །
59	line-end	2		ཞེས་གསུངས།
60	line-end	73		ང་ན་རྗེ་བཙུན་མ་ཞེས་པས་ལྷག་པའི་བསླབ་པ་གསུམ་དང་ལྡན་པ་མཚོན།དེ་ཡང་འདོད་ཆགས་ཞེ་སྡང་གཏ
61	quote-open	5		ལམ་རིམ་ཉམས་མགུར་ལས།
62	line-end	9		བསམ་གཏན་སེམས་ལ་དབང་བསྒྱུར་རྒྱལ་པོ་སྟེ། །
63	line-end	10		བཞག་ན་གཡོ་མེད་རི་ཡི་དབང་པོ་བཞིན་། །
64	line-end	17		བཏང་ན་དགེ་བའི་དམིགས་པ་ཀུན་ལ་འཇུག ། ལུས་སེམས་ལས་སུ་རུང་བའི་བདེ་ཆེན་འདྲེན། །
65	line-end	9		དེ་ལྟར་ཤེས་ནས་རྣལ་འབྱོར་དབང་པོ་རྣམས། །
66	line-end	9		རྣམ་གཡེང་དགྲ་བཅོམ་ཏིང་འཛིན་རྒྱན་དུ་བསྟེན། །
67	line-end	9		རྩེ་གཅིག་བསམ་གཏན་ཙམ་ལ་འཁོར་བ་ཡི། །
68	line-end	10		རྩ་བ་གཅོད་པའི་ནུས་པ་མ་མཐོང་ཞིང་། །
69	line-end	9		ཞི་གནས་ལམ་དང་བྲལ་བའི་ཤེས་རབ་ཀྱིས། །
70	line-end	9		ཇི་ཙམ་དཔྱད་ཀྱང་ཉོན་མོངས་མི་ལྡོག་པས། །
71	line-end	9		ཡིན་ལུགས་ཕུ་ཐག་ཆོད་པའི་ཤེས་རབ་དེ། །
72	line-end	9		གཡོ་མེད་ཞི་གནས་རྟ་ལ་བསྐྱོན་ནས་ནི། །
73	line-end	9		མཐའ་བྲལ་དབུ་མའི་རིགས་པའི་མཚོན་རྣོན་གྱིས། །
74	line-end	9		མཐར་འཛིན་དམིགས་གཏད་ཐམས་ཅད་འཇིག་བྱེད་པའི། །
75	line-end	9		ཚུལ་བཞིན་དཔྱོད་པའི་ཡངས་པའི་ཤེས་རབ་ཀྱིས། །
76	line-end	9		དེ་ཉིད་རྟོགས་པའི་བློ་གྲོས་རྒྱས་པར་མཛོད། །
77	line-end	2		ཅེས་གསུངས།
78	line-end	67		ཞི་གནས་བསྒྲུབ་པ་ལ་ཞི་གནས་སམ་ཏིང་ངེ་འཛིན་གྱི་བསླབ་པའི་རྟེན་ནམ་རྒྱུ་ཚུལ་ཁྲིམས་ཀྱི་
79	line-end	63		དང་པོ་དེ་བསྐྱེད་པའི་ཐབས་སུ་དལ་འབྱོར་རྙེད་དཀའ་དང་། འཆི་བ་མི་རྟག་པ་ཡང་ཡང་བསམ་པའི་ས
80	line-end	33		ཇོ་བོའི་ཞལ་ནས། མཁས་བཙུན་སྟོན་སྒོམ་དུ་ཡོད་ཀྱང་འཇིག་རྟེན་ཆོས་བརྒྱད་ལ་བློ་མ་ལོག་ན། 
81	line-end	15		ལམ་གཙོ་རྣམ་གསུམ་ལས་ཀྱང་། དལ་འབྱོར་རྙེད་དཀའ་ཚེ་ལ་ལོང་མེད་པ། །
82	line-end	12		ཡིད་ལ་གོམས་པས་ཚེ་འདིའི་སྣང་ཤས་ལྡོག། ཅེས་གསུངས་པའི་ཕྱིར།
83	line-end	102		ཕྱི་མའི་སྣང་ཤས་ལས་ལྡོག་པའི་ངེས་འབྱུང་བསྐྱེད་པའི་ཐབས་སུ་ལས་འབྲས་མི་བསླུ་བ་དང་།འཁོ
84	line-end	27		ཇོ་བོའི་ཞལ་ནས། སྡོམ་པ་གསུམ་ལ་གནས་ཤིང་དག་ཀྱང་ཁམས་གསུམ་འཁོར་བ་ལ་ཡིད་མ་བྱུང་ན་སླར་འ
85	line-end	15		ལམ་གཙོ་རྣམ་གསུམ་ལས་ཀྱང་། ལས་འབྲས་མི་བསླུ་འཁོར་བའི་སྡུག་བསྔལ་རྣམས། །
86	line-end	10		ཡང་ཡང་བསམས་པས་ཕྱི་མའི་སྣང་ཤས་ལྡོག ། ཅེས་གསུངས།
87	line-end	69		དེས་ན་འཁོར་བའི་ཕུན་ཚོགས་གང་འདྲ་ཞིག་ཐོབ་ཀྱང་ངོམས་པ་མེད་པ་དང་། ཉེས་དམིགས་མང་བ། ཡིད
88	line-end	60		དཔེར་ན་མེ་དོང་ཆེན་པོའི་ནང་དུ་ཚུད་པའམ་དུག་སྦྲུལ་གྱི་ཚང་དུ་ཚུད་པ་ལྟ་བུའི་འཁོར་བ་མཐ
89	quote-open	5		ལམ་གཙོ་རྣམ་གསུམ་ལས།
90	line-end	9		དེ་ལྟར་གོམས་པས་འཁོར་བའི་ཕུན་ཚོགས་ལ། །
91	line-end	10		ཡིད་སྨོན་སྐད་ཅིག་ཙམ་ཡང་མི་སྐྱེ་ཞིང་། །
92	line-end	9		ཉིན་མཚན་ཀུན་ཏུ་ཐར་པ་དོན་གཉེར་བློ། །
93	line-end	9		བྱུང་ན་དེ་ཚེ་ངེས་འབྱུང་སྐྱེས་པ་ལགས། །
94	line-end	2		ཞེས་གསུངས།
95	line-end	16		ཡོན་ཏན་གཞིར་གྱུར་མ་ལས་ཀྱང་། སྤྱད་པས་མི་ངོམས་སྡུག་བསྔལ་ཀུན་གྱི་སྒོ། །
96	line-end	9		ཡིད་བརྟན་མི་རུང་སྲིད་པའི་ཕུན་ཚོགས་ཀྱི། །
97	line-end	9		ཉེས་དམིགས་རིག་ནས་ཐར་པའི་བདེ་བ་ལ། །
98	line-end	9		དོན་གཉེར་ཆེན་པོ་སྐྱེ་བར་བྱིན་གྱིས་རློབས། །
99	line-end	3		ཞེས་དང་།
100	line-end	14		རྒྱལ་སྲས་ཐོགས་མེད་བཟང་པོས། འདོད་པའི་ཡོན་ཏན་ལན་ཚཱའི་ཆུ་དང་འདྲ། །
101	line-end	9		ཇི་ཙམ་སྤྱད་ཀྱང་སྲེད་པ་འཕེལ་བར་འགྱུར། །
102	line-end	9		གང་ལ་ཞན་ཆགས་སྐྱེས་བའི་དངོས་པོ་རྣམས། །
103	line-end	9		འཕྲལ་ལ་སྤོང་བ་རྒྱལ་སྲས་ལག་ལེན་ཡིན། །
104	line-end	2		ཞེས་གསུངས།
105	line-end	62		དེས་ན་རྗེ་ཞེས་པས་ལྷག་པ་ཚུལ་ཁྲིམས་ཀྱི་བསླབ་པ་དང་། བཙུན་གྱིས་ཏིང་ངེ་འཛིན་གྱི་བསླབ་
106	line-end	81		བསླབ་གསུམ་ཡན་ལག་དང་བཅས་པ་རྒྱུད་ལ་སྐྱེ་བ་ཐམས་ཅད་ཀྱང་མཁན་པོ་དང་། སློབ་དཔོན་ཚུལ་བཞི
107	quote-open	5		མཛོད་གནས་དྲུག་པ་ལས།
108	line-end	7		ཚུལ་གནས་ཐོས་དང་བསམ་གཏན་པས། །
109	line-end	6		བསྒོམ་པ་ནི་རབ་ཏུ་སྦྱོར། །
110	line-end	3		ཞེས་དང་།
111	line-end	16		ཡོན་ཏན་གཞིར་གྱུར་མ་ལས་ཀྱང་། ཡོན་ཏན་ཀུན་གྱི་གཞིར་གྱུར་དྲིན་ཅན་རྗེ། །
112	line-end	9		ཚུལ་བཞིན་བསྟེན་པ་ལམ་གྱི་རྩ་བ་རུ། །
113	line-end	9		ལེགས་པར་མཐོང་ནས་འབད་པ་དུ་མ་ཡིས། །
114	line-end	9		གུས་པ་ཆེན་པོས་བསྟེན་པར་བྱིན་གྱིས་རློབས། །
115	line-end	3		ཞེས་གསུངས་སོ། །
116	line-end	63		རྗེ་བཙུན་མ་ཞེས་པས་ངེས་འབྱུང་བྱང་སེམས་ཡང་དག་པའི་ལྟ་བ་གསུམ་མཚོན་པའི་དོན་རེད། རྗེ་ཞ
117	line-end	67		ངེས་འབྱུང་གི་བསམ་པ་ཁྱད་པར་ཅན་ནི། ཐར་པ་དོན་གཉེར་གྱི་བློ་ལ་བཅོས་མིན་གྱི་མྱོང་བ་ཐོན
118	quote-open	9		དྲི་ལན་བློ་བཟང་བཞད་པའི་སྒྲ་དབྱངས་ལས།
119	line-end	7		འཁོར་བའི་ཉེས་བརྒྱ་སེམས་པའི་ཚུལ། །
120	line-end	7		མང་ཡང་སྡུག་བསྔལ་སྡུག་བསྔལ་གྱིས། །
121	line-end	7		འཇིགས་ནས་ཐར་འདོད་ཕྱུགས་ལའང་མཆིས། །
122	line-end	7		ཟག་བཅས་ཚོར་བ་བདེ་བ་ལས། །
123	line-end	7		ཡིད་འབྱུང་ཕྱི་རོལ་པ་ལའང་མཆིས། །
124	line-end	7		དེས་ན་འདུ་བྱེད་རང་བཞིན་གྱི། །
125	line-end	7		ཟག་བཅས་ཉེར་ལེན་ཕུང་པོ་འདིས། །
126	line-end	7		སྡུག་བསྔལ་འགྲུབ་དང་གྲུབ་པའི་སྣོད། །
127	line-end	7		ནད་དང་འབྲས་དང་ཟུག་རྔུ་ལྟར། །
128	line-end	7		དམིགས་ནས་བསྒོམས་ན་བྱིང་གཡོ་ལགས། །
129	line-end	2		ཞེས་གསུངས།
130	line-end	74		བཙུན་ཞེས་པ་རྟེན་འབྱུང་གི་ལྟ་བའམ་ཡང་དག་པའི་ལྟ་བ་མཚོན། ཡང་དག་པའི་ལྟ་བ་ནི་སྲིད་པའི་
131	quote-open	5		ལམ་གཙོ་རྣམ་གསུམ་ལས།
132	line-end	9		གནས་ལུགས་རྟོགས་པའི་ཤེས་རབ་མི་ལྡན་ན། །
133	line-end	10		ངེས་འབྱུང་བྱང་ཆུབ་སེམས་ལ་གོམས་བྱས་ཀྱང་། །
134	line-end	9		སྲིད་པའི་རྩ་བ་གཅོད་པར་མི་ནུས་པས། །
135	line-end	9		དེ་ཕྱིར་རྟེན་འབྲེལ་རྟོགས་པའི་ཐབས་ལ་འབད། །
136	line-end	3		ཅེས་དང་།
137	quote-open	3		རྣམ་འགྲེལ་ལས།
138	line-end	7		འདི་ཡུལ་སུན་ཕྱུང་མེད་པར་ནི། །
139	line-end	7		དེ་སྤོང་བར་ནི་ནུས་མ་ཡིན། །
140	line-end	3		ཞེས་དང་།
141	line-end	11		འཕགས་པ་ལྷས་ཀྱང་། ཡུལ་ལ་བདག་མེད་མཐོང་ན་ནི། །
142	line-end	7		སྲིད་པའི་ས་བོན་འགགས་པར་འགྱུར། །
143	line-end	3		ཞེས་དང་།
144	quote-open	5		དབུ་མ་འཇུག་པ་ལས།
145	line-end	9		ཉོན་མོངས་སྐྱོན་རྣམས་མ་ལུས་འཇིག་ཚོགས་ལ། །
146	line-end	10		ལྟ་ལས་བྱུང་བར་བློ་ཡིས་མཐོང་གྱུར་ཅིང་། །
147	line-end	9		བདག་ནི་འདི་ཡི་ཡུལ་དུ་རྟོགས་བྱས་ནས། །
148	line-end	9		རྣལ་འབྱོར་པ་ཡིས་བདག་ནི་འགོག་པར་བྱེད། །
149	line-end	3		ཅེས་དང་།
150	quote-open	2		མདོ་ལས།
151	line-end	7		འདུས་བྱས་ཐམས་ཅད་མི་རྟག་པ། །
152	line-end	7		ཟག་བཅས་ཐམས་ཅད་སྡུག་བསྔལ་བ། །
153	line-end	8		ཆོས་ཐམས་ཅད་སྟོང་ཞིང་བདག་མེད་པ། །
154	line-end	3		ཞེས་གསུངས་
155	line-end	73		པ་རྣམས་དགག་བྱ་ཕྲ་རག་གི་ཁྱད་པར་ཙམ་མ་གཏོགས་རིགས་པའི་གྲོད་གཅིག་པ་ཡིན། སྣང་ངོར་དགག་བ
156	quote-open	6		མདོ་ཤེས་རབ་སྙིང་པོ་ལས།
157	line-end	22		ཕུང་པོ་ལྔ་པོ་དེ་དག་ཀྱང་རང་བཞིན་གྱིས་སྟོང་པ་རྣམ་པར་ཡང་དག་པར་རྗེས་སུ་བལྟའོ། ཞེས་དང
158	line-end	11		རྩ་ཤེས་ལས་ཀྱང་། ལས་དང་ཉོན་མོངས་ཟད་པའི་མཐར། །
159	line-end	7		ལས་དང་ཉོན་མོངས་རྣམ་རྟོག་ལས། །
160	line-end	7		དེ་དག་སྤྲོས་ལས་སྤྲོས་པ་ནི། །
161	line-end	7		སྟོང་པ་ཉིད་ཀྱིས་འགག་པར་འགྱུར། །
162	line-end	7		སྟོང་པ་ཉིད་དུ་འགག་པར་འགྱུར། །
163	line-end	2		ཞེས་
164	line-end	49		ཚིག་རྐང་ཐ་མ་ལ་འགྲེལ་ཚུལ་གཉིས་པོ་གང་བྱེད་ཀྱང་རུང་བས། དང་པོས་ཡུལ་ཅན་ཡེ་ཤེས་ཀྱིས་སྤ
165	quote-open	3		སྤྱོད་འཇུག་ལས།
166	line-end	7		སྟོང་པ་ཉིད་ནི་བསྒོམ་པར་བྱ། །
167	line-end	7		ཉོན་མོངས་ཤེས་བྱའི་སྒྲིབ་པ་ཡི། །
168	line-end	7		མུན་པའི་གཉེན་པོ་སྟོང་པ་ཉིད། །
169	line-end	7		མྱུར་དུ་ཐམས་ཅད་མཁྱེན་འདོད་པས། །
170	line-end	7		དེ་ནི་ཇི་ལྟར་སྒོམ་མི་བྱེད། །
171	line-end	3		ཅེས་གསུངས་སོ། །
172	line-end	64		མ་ཞེས་པ་སྤྱོད་པ་འཚེ་བ་མེད་པའམ་བྱང་ཆུབ་ཀྱི་སེམས་མཚོན། བྱམས་སྙིང་རྗེ་རྩ་བར་གྱུར་པའ
173	quote-open	5		ལམ་གཙོ་རྣམ་གསུམ་ལས།
174	line-end	9		ངེས་འབྱུང་དེ་ཡང་རྣམ་དག་སེམས་བསྐྱེད་ཀྱིས། །
175	line-end	9		ཟིན་པ་མེད་ན་བླ་མེད་བྱང་ཆུབ་ཀྱི། །
176	line-end	9		ཕུན་ཚོགས་བདེ་བའི་རྒྱུ་རུ་མི་འགྱུར་བས། །
177	line-end	9		བློ་ལྡན་རྣམས་ཀྱིས་བྱང་ཆུབ་སེམས་མཆོག་བསྐྱེད། །
178	line-end	3		ཅེས་དང་།
179	line-end	13		སྤྱོད་འཇུག་ལས་ཀྱང་། བྱང་ཆུབ་སེམས་བསྐྱེད་གྱུར་ན་སྐད་ཅིག་གིས། །
180	line-end	9		འཁོར་བའི་བཙོན་རར་བསྡམས་པའི་ཉམ་ཐག་རྣམས། །
181	line-end	10		བདེ་གཤེགས་རྣམས་ཀྱི་སྲས་ཞེས་བརྗོད་བྱ་ཞིང་། །
182	line-end	9		འཇིག་རྟེན་ལྷ་མིར་བཅས་པས་ཕྱག་བྱར་འགྱུར། །
183	line-end	2		ཞེས་གསུངས།
184	line-end	48		ཡང་ན་རྗེ་བཙུན་མ་ཞེས་པས་སྐྱེས་བུ་ཆུང་འབྲིང་ཆེ་གསུམ་གྱི་ལམ་མཚོན།རྗེ་ཞེས་པ་ལས་རྒྱུ་
185	line-end	5		མགོན་པོ་ཀླུ་སྒྲུབ་ཀྱིས།
186	ordinal-open	7		དང་པོ་མངོན་པར་མཐོ་བའི་ཆོས། །
187	line-end	7		ཕྱིས་ནི་ངེས་པར་ལེགས་འབྱུང་བ། །
188	line-end	7		གང་ཕྱིར་མངོན་པར་མཐོ་ཐོབ་ནས། །
189	line-end	7		རིམ་གྱིས་ངེས་པར་ལེགས་པ་ཐོབ། །
190	line-end	3		ཅེས་དང་།
191	line-end	15		དབུ་མ་འཇུག་པ་ལས་ཀྱང་། སོའི་སྐྱེ་བོ་རྣམས་དང་གསུང་སྐྱེས་དང་། །
192	line-end	10		རང་བྱང་ཆུབ་ལ་བདག་ཉིད་ངེས་རྣམས་དང་། །
193	line-end	10		རྒྱལ་སྲས་རྣམས་ཀྱི་ངེས་པར་ལེགས་པ་དང་། །
194	line-end	9		མངོན་མཐོའི་རྒྱུ་ནི་ཚུལ་ཁྲིམས་ལས་གཞན་མེད། །
195	line-end	3		ཅེས་དང་། །
196	line-end	10		སློབ་དཔོན་དཔའ་བོས། རིན་ཆེན་གླིང་ཕྱིན་ཚོང་པ་ནི། །
197	line-end	7		ལག་པ་སྟོང་པས་རང་ཁྱིམ་བཞིན། །
198	line-end	7		དགེ་བཅུའི་ལས་ཀྱི་ལམ་མེད་པར། །
199	line-end	7		ཕྱི་ནས་ཡང་ནི་ཐོབ་མ་ཡིན། །
200	line-end	4		ཞེས་གསུངས་པ་ལྟར།
201	line-end	25		ལས་རྒྱུ་འབྲས་ནི་འཇིག་རྟེན་པའི་ཡང་དག་པའི་ལྟ་བ་ཞེས་དཀར་པོའི་ཆོས་ཐམས་ཅད་ཀྱི་རྩ་བའམ་
202	line-end	10		འཕགས་པ་ལྷས་ཀྱང། སེམས་ཅན་དང་པོའི་ལས་ཅན་རྣམས། །
203	line-end	7		དམ་པའི་དོན་ལ་འཇུག་པ་ལ། །
204	line-end	7		ཐབས་འདི་རྫོགས་པའི་སངས་རྒྱས་ཀྱིས། །
205	line-end	7		སྐས་ཀྱི་རིམ་པ་ལྟ་བུར་གསུངས། །
206	line-end	2		ཞེས་གསུངས།
207	line-end	27		བཙུན་ཞེས་པ་ལྷག་པའི་བསླབ་པ་གསུམ་གྱི་ཉམས་ལེན་གཙོ་བོར་བྱེད་པའི་སྐྱེས་བུ་འབྲིང་དང་ཐུ
208	quote-open	6		ཏིང་ངེ་འཛིན་རྒྱལ་པོ་ལས།
209	line-end	17		གལ་ཏེ་བདག་མེད་ཆོས་ལ་སོ་སོར་བརྟག ། སོ་སོར་དེར་བརྟགས་གལ་ཏེ་སྒོམ་བྱེད་ན། །
210	line-end	9		དེ་ནི་མྱང་ངན་འདས་འཐོབ་འབྲས་བུའི་རྒྱུ། །
211	line-end	9		རྒྱུ་གཞན་གང་ཡིན་དེས་ནི་ཞི་མི་འགྱུར། །
212	line-end	3		ཞེས་དང་།
213	line-end	10		ཚོགས་ལས་ཀྱང་། བདེ་འགྲོར་འགྲོ་བ་ཉུང་ཟད་དེ། །
214	line-end	8		ངན་འགྲོར་འགྲོ་བ་བསམས་ཡས་ཤིང་། །
215	line-end	7		དེ་ལྟའི་ཉེས་དམིགས་རྟོགས་གྱུར་ན། །
216	line-end	7		མྱུར་དུ་མྱ་ངན་འདས་པ་འཐོབ། །
217	line-end	2		ཅེས་གསུངས།
218	line-end	30		མ་ཞེས་པ་བྱམས་སྙིང་རྗེ་རྩ་བར་གྱུར་པའི་བྱང་ཆུབ་སེམས་ཀྱི་ཉམས་ལེན་གཙོར་བྱེད་པའི་སྐྱེ
219	line-end	5		ལམ་རིམ་ཆུང་བ་ལས།
220	verse-stanza	17		སེམས་བསྐྱེད་ཐེག་མཆོག་ལམ་གྱི་གཞུང་ཤིང་སྟེ། །↵རླབས་ཆེན་སྤྱོད་པ་རྣམས་ཀྱི་གཞི་དང་བརྟ
221	line-end	9		ཚོགས་གཉིས་ཀུན་ལ་གསེར་སྒྱུར་རྩི་ལྟ་བུ། །
222	line-end	9		རབ་འབྱམས་དགེ་ཚོགས་འདུས་པའི་བསོད་ནམས་གཏེར། །
223	line-end	9		དེ་ལྟར་ཤེས་ནས་རྒྱལ་སྲས་དཔལ་བོ་རྣམས། །
224	line-end	9		རིན་ཆེན་སེམས་མཆོག་ཐུགས་དམ་མཐིལ་དུ་འཛིན། །
