index	trigger	syllables	flag	preview
42	line-end	29		ༀ་ན་མཿ ཏཱ་རེ་ན་མོ་ཧཱ་རེ་ཧཱུྃ་ཧཱ་རེ་སྭཱ་ཧཱ་ཞེས་བདུད་སྡེ་འཇོམས་པའི་ཁྲོ་བོའི་ཚུལ་གྱ
43	line-end	28		བཅུ་བདུན་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཏུ་རེ་ནི་མྱུར་མ་སྟེ་སྒྲོལ་མའི་ཞབས་ས་ལ་བརྡབ་པས། ཧ
44	line-end	40		དེས་སྟོང་གསུམ་གྱི་ཕྱི་རོལ་ན་གནས་རི་རབ་མནྡ་ར་ཞེས་པ་དང་རི་རབ་འབིག་བྱེད་ལ་སོགས་པ་སྟ
45	line-end	42		བཅོ་བརྒྱད་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། དྭངས་ཤིང་བསིལ་བ་སོགས་ཡོན་ཏན་ཁྱད་པར་ཅན་དང་ལྡན་པའ
46	line-end	27		ཏཱ་ར་གཉིས་བརྗོད་པའི་མཐར་ཕཊ་ཀྱི་ཡི་གེས་སེམས་ཅན་གང་ཞིག་བརྟན་གཡོའི་དུག་རྣམས་མ་ལུས་པ
47	line-end	34		བཅུ་དགུ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་ཚངས་པ་དང་། བརྒྱ་བྱིན་
48	line-end	31		ཀུན་ནས་ལྷ་ཡི་རྣམ་པ་དང་སྔགས་ཀྱི་གོ་ཆ་དགའ་བའི་སྟེ་གཟི་བརྗིད་ཀྱིས་རྩོད་པ་དང་རྨི་ལམ་
49	line-end	29		ཉི་ཤུ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཉི་མ་དང་ཟླ་བ་རབ་ཏུ་རྒྱས་པ་ལྟ་བུས་སྤྱན་གཉིས་པོ་ལས་འོ
50	line-end	28		ཧཱ་ར་གཉིས་བརྗོད་པའི་ཏུཏྟཱ་རེ་སྟེ་རིག་སྔགས་ཀྱི་ཡི་གེ་ཤིན་ཏུ་དྲག་པོས་རིམས་ནད་ཐམས་ཅ
51	line-end	34		ཉེར་གཅིག་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། གནས་གསུམ་དེ་ཉིད་གསུམ་སྟེ་འབྲུ་གསུམ་གྱི་ཡི་གེ་རྣམ
52	line-end	38		གདོན་དང་རོ་ལངས་དང་གནོད་སྦྱིན་གྱི་ཚོགས་དང་འཇིགས་པ་དང་གནོད་པ་རྣམས་འཇོམས་པ་ལ། ཏུ་རེ
53	line-end	36		རྩ་བའི་སྔགས་ཏེ་སྔར་བསྟན་པའི་ཞི་ཁྲོའི་སྔགས་ཀྱིས་བརྒྱན་པའི་བསྟོད་པ་འདི་དང་། ཕྱག་འཚ
54	terminal-particle	69		གཉིས་པ་ཕན་ཡོན་ནི། ལྷ་མོ་སྒྲོལ་མ་ལ་གུས་པ་ཡང་དག་པ་དང་ལྡན་པའི་བློ་དང་ལྡན་པས་གང་ཟག་ག
55	terminal-particle	26		དེར་མ་ཟད་ངན་འགྲོའི་རྒྱུ་སྡིག་པ་ཐམས་ཅད་རབ་ཏུ་ཞི་ཞིང་། འབྲས་བུ་ངན་འགྲོའི་སྡུག་བསྔལ
56	terminal-particle	46		རྒྱལ་བ་བྱེ་བ་ཕྲག་བདུན་རྣམས་ཀྱིས་ཀྱང་མྱུར་དུ་དབང་ནི་བསྐུར་བར་འགྱུར་ལ། ཚེ་འདི་ཉིད་
57	terminal-particle	166		དེ་འཐོབ་པ་ལ་བར་དུ་གཅོད་པའི་དུག་ནི་དྲག་པོ་ཆེན་པོ་སྟེ་བདག་ཏུ་ལྟ་བ་དང་། རྐུན་པོ་དང་
58	line-end	25		ཞེས་པའང་རང་གི་བརྗེད་ཐོ་ལྟ་བུར། ༧ཀརྨ་མཻ་ཏྲིའི་མིང་གིས་མཁས་གྲུབ་ཀྱིས་གསུངས་པ་དག་ལས
SUMMARY	quote-balance	2	MISMATCH	open=2 close=0
