index	trigger	syllables	flag	preview
64	line-end	12		འདི་ལ་དབང་མཆོག་སྟེར་བའི་སྒྲོལ་མ་ཞེས་འབྱུང་ངོ་། །
65	ordinal-open	60		གཉིས་པ་གཡས་གཡོན་གྱི་ཕྱག་མཚན་གྱི་སྒོ་ནས་བསྟོད་པ་ནི། . གཡོན་པའི་ཕྱག་མཚན་ཕྱག་འཚལ་དཀ
66	line-end	4		གཡས་པའི་ཕྱག་མཚན།
67	verse-stanza	15		མ་ལུས་ཕྱོགས་ཀྱི་འཁོར་ལོས་བརྒྱན་པའི། །↵རང་གི་འོད་ཀྱི་ཚོགས་རྣམས་འཁྲུག་མ། །
68	terminal-particle	38		ཕྱག་གཡས་ཀྱི་ཕྱོགས་མ་ལུས་པ་མཆོག་སྦྱིན་མཛད་པའི་ཕྱག་གི་མཐིལ་འཁོར་ལོས་བརྒྱན་པའི་རང་ག
69	line-end	12		འདི་ལ་སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མ་ཞེས་འབྱུང་ངོ་། །
70	ordinal-open	12		གསུམ་པ་དབུ་རྒྱན་དང་བཞད་སྒྲའི་སྒོ་ནས་བསྟོད་པ་ནི།
71	verse-stanza	15		. ཕྱག་འཚལ་རབ་ཏུ་དགའ་བ་བརྗིད་པའི། །↵དབུ་རྒྱན་འོད་ཀྱི་ཕྲེང་བ་སྤེལ་མ། །
72	terminal-particle	39		ཞེས་འཕགས་མའི་རྒྱན་གྱིས། རབ་ཏུ་དགའ་བ་དད་ཅིང་མོས་པའི་འདུལ་བྱ་རྣམས་ཀྱི་འདོད་པ་བསྐངས
73	terminal-particle	23		སྔགས་ཀྱི་བཞད་སྒྲ་རབ་ཏུ་བཞད་པ་ཏཱ་ར་ཡིས་བདུད་དང་། འཇིག་རྟེན་གྱི་ལྷ་ཆེན་བརྒྱད་དབང་ད
74	line-end	12		འདི་ལ་མྱ་ངན་སེལ་བའི་སྒྲོན་མ་ཞེས་འབྱུང་ངོ་། །
75	ordinal-open	46		བཞི་པ་ཕྱོགས་སྐྱོང་བཅུས་འཕྲིན་ལས་སྒྲུབ་པའི་སྒོ་ནས་བསྟོད་པ་ནི། . ཕྱག་འཚལ་ས་གཞི་སྐྱ
76	line-end	36		ཁྲོ་གཉེར་གཡོ་བ་ནི། ཁྲོ་མོར་བཞུགས་པའི་ཐུགས་ཀའི་ཧཱུཾ་ཡིག་གི་འོད་ཟེར་གྱི་བདེ་བས། འཕ
77	verse-stanza	33		འདི་ལ་དགུག་པའི་སྒྲོལ་མ་ཞེས་འབྱུང་ངོ་། །↵ལྔ་པ་དབུ་རྒྱན་གྱི་སྒོ་ནས་བསྟོད་པ་ནི།↵. ཕ
78	line-end	24		ཞེས་པ་དབུ་རྒྱན་དངོས་ཏེ། ཟླ་བའི་རྩེ་མོ་སྟེ། ཚེས་གཅིག་གི་ཟླ་བས་དབུ་བརྒྱན་ཅིང་། དབུ
79	verse-stanza	24		སྡུག་བསྔལ་སེལ་བའི་འོད་ཟེར་ཤིན་ཏུ་འབར་མའོ། །↵རལ་པའི་ཁུར་ན་འོད་དཔག་མེད་ལས། །↵རྟག་པ
80	terminal-particle	36		ཞེས་པ་ནི། དབུ་རྒྱན་གཉིས་པ་སྟེ། སྤྱི་གཙུག་གི་སྐྲའི་གསེབ་ན་སྣང་བ་མཐའ་ཡས་བཞུགས་པ་ལ།
81	line-end	12		འདི་ལ་བཀྲ་ཤིས་སྣང་བའི་སྒྲོལ་(,མ་)ཞེས་འབྱུང་ངོ་། །
82	line-end	12		དྲུག་པ་དྲག་པོའི་བཞུགས་ཚུལ་གྱི་སྒོ་ནས་བསྟོད་པ་ནི།
83	verse-stanza	29		. ཕྱག་འཚལ་བསྐལ་པ་མཐའ་མའི་མེ་ལྟར། །↵འབར་བའི་ཕྲེང་བའི་དབུས་ན་གནས་མ། །↵གཡས་བརྐྱངས་ག
84	terminal-particle	66		ཞེས་པ་སྟེ། བསྐལ་པ་མཐའ་མའི་མེ་ནི། ཉི་མ་བདུན་ལས་ཚ་བའི་འོད་ཟེར་གྱིས་ས་རྡོ་རྣམས་སྲེག
85	line-end	12		འདི་ལ་སྨིན་པར་བྱེད་པའི་སྒྲོལ་(,མ་)ཞེས་འབྱུང་ངོ་། །
86	line-end	14		བདུན་པའི་ཧཱུཾ་ཡིག་ལས་འོད་ཟེར་འཕྲོ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
87	verse-stanza	30		. ཕྱག་(གི་,)འཚལ་ས་གཞིའི་ངོས་ལ་ཕྱག་གི། །↵མཐིལ་གྱིས་བསྣུན་ཅིང་ཞབས་ཀྱིས་བརྡུང་མ། །↵
88	terminal-particle	45		ཞེས་པ་ལ། ཁྲོ་གཉེར་ཅན་མཛད་ཅེས་པ། ཁྲོ་མོའི་ཆ་བྱད་ཀྱི་ཞབས་གཡས་ཀྱི་མཐིལ་གྱིས་ས་ལ་བསྣ
89	line-end	12		འདི་ལ་ཁྲོ་གཉེར་གཡོ་བའི་སྒྲོལ་མ་ཞེས་འབྱུང་ངོ་། །
90	ordinal-open	9		གཉིས་པ་ཆོས་སྐུའི་སྒོ་ནས་བསྟོད་པ་ནི།
91	verse-stanza	15		. ཕྱག་འཚལ་བདེ་མ་དགེ་མ་ཞི་མ། །↵མྱ་ངན་འདས་ཞི་སྤྱོད་ཡུལ་ཉིད་མ། །
92	quote-close	49		ཞེས་པ་རྗེ་བཙུན་གྲགས་པས། བདེ་མ་ནི། ཟག་མེད་ཀྱི་བདེ་བ་དང་ལྡན་མ། དགེ་མ་ཡང་སྤང་བྱ་ཉོན
93	line-end	89		ཡང་མཁས་པ་ཁ་ཅིག་ནི། རང་བཞིན་སྐྱེ་མེད་ལ་ཚོགས་ལམ་དུ་ཐོས་བསམ་གྱིས་སྒྲོ་འདོགས་ཆོད་ནས།
94	verse-stanza	14		སྭཱཧཱ་ཨོཾ་དང་ཡང་དག་ལྡན་པས། །↵སྡིག་པ་ཆེན་པོ་འཇོམས་པ་ཉིད་མ། །
95	terminal-particle	43		ཞེས་པ་གསུང་ཡི་གེ་བཅུ་པ། མཇུག་ཏུ་སྭཱཧཱ། དང་པོར་ཨོཾ་དང་། བར་དུ་སྔགས་བརྒྱད་དང་ཡང་དག
96	line-end	12		འདི་ལ་དགེ་ལེགས་ཞི་བའི་སྒྲོལ་མ་ཞེས་འབྱུང་ངོ་། །
97	ordinal-open	14		གསུམ་པ་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ལ། ཕྱག་འཚལ་དྲུག་ཡོད་པའི།
98	ordinal-open	9		དང་པོ་ཞི་ཁྲོའི་སྔགས་ཀྱི་འཕྲིན་ལས་ནི།
99	verse-stanza	29		. ཕྱག་འཚལ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི། །↵དགྲ་ཡི་ལུས་ནི་རབ་ཏུ་འགེམས་མ། །↵ཡི་གེ་བཅུ་པའ
100	terminal-particle	23		ཞེས་པའི་ཡི་གེ་བཅུ་པའི་ངག་གི་བཀོད་པ་ནི། ཨོཾ་ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་སྭཱཧཱ།ཞེས་པ་ཡི་ག
101	terminal-particle	20		རིག་པ་ཧཱུཾ་ནི། ཨོཾ་ན་མ་ཏ་རེ་ན་མོ། ཧ་རེ་ཧཱུཾ་ཧ་ར་སྭཱཧཱ། ཞེས་པ་ཁྲོ་མོའི་སྔགས་སོ། །
102	line-end	53		དེ་གཉིས་ཀྱིས་ཀུན་ནས་དད་པས་ཆོས་འཁོར་བསྐོར་བ་ལ་རབ་ཏུ་དགའ་བའི་གདུལ་བྱ་རྣམས་ཀྱི་ཐར་པ
103	ordinal-open	60		གཉིས་པ་ཁྲོ་མོས་ཁམས་གསུམ་གཡོ་བའི་འཕྲིན་ལས་ནི . ཕྱག་འཚལ་ཏུ་རེའི་ཞབས་ནི་བརྡབས་པས། །
104	line-end	12		འདི་ལ་བདེ་བ་སྒྲུབ་པའི་སྒྲོལ་མ་ཞེས་འབྱུང་ངོ་། །
105	ordinal-open	11		གསུམ་པ་བརྟན་གཡོའི་དུག་རྣམས་སེལ་བའི་འཕྲིན་ལས་ནི།
106	verse-stanza	15		. ཕྱག་འཚལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པའི། །↵རི་དྭགས་རྟགས་ཅན་ཕྱག་ན་བསྣམས་མ། །
107	terminal-particle	31		ཞེས་སོགས་ཏེ། ལྷའི་མཚོ་ལྟ་བུའི་ཟླ་བའི་དཀྱིལ་འཁོར་རི་བོང་གི་རྟགས་ཅན་ཕྱག་ན་བསྣམས་མ་
108	terminal-particle	20		ངག་ཏུ་ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་ཀྱི་ཡི་གེས་གཡོ་བའི་དུག་རྣམས་མ་ལུས་པར་ནི་སེལ་མའོ། །
109	line-end	12		འདི་ལ་རྣམ་པར་རྒྱལ་བའི་སྒྲོལ་མ་ཞེས་འབྱུང་ངོ་། །
110	terminal-particle	64		བཞི་པ་རྩོད་པ་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་འཕྲིན་ལས་ནི། . ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་རྒྱལ་པོ་དང
111	terminal-particle	45		ཀུན་ནས་གུས་པས་སྐུ་ཞི་ཁྲོའི་ཆེ་དང་། ཞི་ཁྲོའི་སྔགས་ཀྱི་གོ་ཆ་དགའ་བའི་ཡིད་རྩེ་གཅིག་པ
112	line-end	12		འདི་ལ་སྡུག་བསྔལ་སྲེག་བྱེད་སྒྲོལ་མ་ཞེས་འབྱུང་ངོ་། །
113	ordinal-open	103		ལྔ་པ་རིམས་ནད་སེལ་བའི་སྒྲོལ་མའི་འཕྲིན་ལས་ནི། . ཕྱག་འཚལ་ཉི་མ་ཟླ་བ་རྒྱས་པ་ལྟ་བུའི་ས
114	terminal-particle	79		དྲུག་པ་གདོན་དང་རོ་ལངས་འཇོམས་པའི་འཕྲིན་ལས་ནི། . ཕྱག་འཚལ་དེ་ཉིད་གསུམ་རྣམས་བཀོད་པའི
115	line-end	12		འདི་ལ་ཡོངས་སུ་རྫོགས་བྱེད་སྒྲོལ་མ་ཞེས་འབྱུང་ངོ་། །
116	ordinal-open	27		གསུམ་པ་ལ་ཕན་ཡོན་བསམ་པའི་ཁྱད་པར། དུས་ཀྱི་ཁྱད་པར། ཕན་ཡོན་དངོས་བཤད་པ། གྲངས་ཀྱི་སྒོ་
117	ordinal-open	86		དང་པོ་ནི། ཞི་བ་དང་ཁྲོ་མོའི་རྩ་བའི་སྔགས་ཀྱི་བསྟོད་པ་ཉེར་གཅིག་པོ་འདི་དང་། སྒོ་གསུམ
118	terminal-particle	70		བསྟོད་པ་དང་། ཁྱད་པར་སྲོད་ཀྱི་དུས་སུ་ཁྲོ་མོའི་ངང་། ཐོ་རངས་དུས་སུ་ཞི་བའི་སྐུ་སོགས་
119	terminal-particle	80		ཕན་ཡོན་ནི། རྒྱལ་བ་བྱེ་བ་ཕྲག་བདུན་རྣམས་ཀྱིས་མྱུར་དུ་སྟེ། ཚེ་དེ་ཉིད་ལ་དབང་ནི། རིམ་
120	terminal-particle	50		དེ་མཐར་ཕྱིན་པར་བྱེད་ཅིང་གཏན་ནས་གནས་པར་བྱེད་པ་ནི། གཏི་མུག་གི་ཆོས་ཀྱིས་ཆོས་ཀྱི་གནས
121	terminal-particle	49		གཞན་ཡང་གཡོ་བའི་དུག་འགྲོ་བ་ཁྱི་དྲུག་དང་། སྦྲུལ་དྲུག་གིས་ཟིན་པ་དང་། ཟོས་པ་དང་ནི་འཐ
122	line-end	31		འབྲས་བུ་སྡུག་བསྔལ་དྲག་པོ་སེལ་བ་ནི། གདོན་དང་རིམས་དང་དུག་གིས་གཟིར་བ་སྟེ་སྐྱེ་བའི་ས
123	terminal-particle	1		ཏོ། །
124	quote-close	45		གཞན་དོན་ནི། སེམས་ཅན་གཞན་པ་རྣམས་ལ་ཡང་ངོ་། །ཞེས་གཞན་གྱི་དོན་དུ་ཡང་གུས་པ་དང་ལྡན་པས་
125	ordinal-open	133		བཞི་པ་གྲངས་གྱི་སྒོ་ནས་ཕན་ཡོན་བསྡུས་པ་ནི། གཉིས་གསུམ་བདུན་དུ་མངོན་པར་བརྗོད་ན། ཞེས་
126	line-end	67		བདུན་དུ་མངོན་པར་བརྗོད་ན། ཞེས་པ་གྲངས་ཀྱི་ཁྱད་པར་ཏེ། དུས་གསུམ་པོ་དེ་ལ་བདུན་བདུན་ཏེ
127	terminal-particle	6		འཇོམས་པར་འགྱུར་ཅེས་གསུངས་སོ། །
128	terminal-particle	93		རིན་པོ་ཆེ་བུ་སྟོན་གྱིས་ནི། གཉིས་ཞེས་བྱ་བ་ཉིན་མཚན་གྱི་ཆ་གཉིས། གསུམ་ཞེས་པ་དེ་རེ་རེ
129	line-end	1		༈ ༎
SUMMARY	quote-balance	0	MISMATCH	open=0 close=3
