index	trigger	syllables	flag	preview
136	line-end	37		འགྲེལ་པ་རྣམས་ལས་ཚིག་གི་འབྲུ་སྣོན་ཙམ་དང་། ཉིན་ཞི་མཚན་ཁྲོའི་སྔགས་བཀོད་པ་ཙམ་ལས་མི་འ
137	line-end	12		ཁྱད་པར་དུ་གྲུབ་ཆེན་གྱིས། ཡིད་གཞུངས་དྲན་སོགས་ཀུན་ནས་བསྐོར། །
138	line-end	7		མི་ཤེས་དགྲ་དཔུང་རབ་འཇོམས་མ། །
139	line-end	7		བློ་གྲོས་ཡི་གེ་བཅུ་བཀོད་པས། །
140	line-end	7		ཧཱུཾ་ལས་སྲིད་ཞིའི་མུན་སྒྲོལ་བསྒོམ། །
141	line-end	5		ཞེས་པ་ལྟར་ན་
142	line-end	49		ཕྱག་འཚལ་བའི་ཡུལ་ཡིད་གཞུངས་མ་དང་། དྲན་པ་མ་དང་། ཤེས་རབ་མ་དང་། བློ་འཕེལ་མ་སྟེ་འཁོར་
143	line-end	37		ཡི་གེ་བཅུ་བའི་ངག་གི་ཕྲེང་བ་ནི་ཐུགས་ཀར་བཀོད་པས་དང་། རིག་པའི་ངོ་བོ་ཧཱུཾ་ཡིག་ལས་སྤྲ
144	line-end	13		བཅུ་བདུན་པ་དགྲའི་འཇིགས་པ་བསྲུང་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
145	terminal-particle	61		, ཕྱག་འཚལ་བའི་ཡུལ་ཏུ་རེ་སྒྲོལ་མ་མྱུར་མའི་ཞབས་ཀྱིས་བརྡབ་པ་དང་། ཧཱུཾ་གི་རྣམ་པའམ་གཟ
146	line-end	22		པཎ་གྲུབ་གཉིས་ཀས་ལམ་གྱི་ཆོམ་རྐུན་བསྲུང་བའི་ལས་སྦྱོར་ལག་ཏུ་ལེན་བདེ་བ་ཞིག་མཛད་སྣང་ང
147	line-end	12		བཅོ་བརྒྱད་པ་ཀླུའི་དུག་སེལ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
148	line-end	25		ཕྱག་འཚལ་བའི་ཡུལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པ་སྟེ། ཉ་གང་བའི་རི་དྭགས་རྟགས་ཅན་ཟླ་བའི་དཀྱིལ་འཁ
149	line-end	32		ཡི་གེ་བཅུ་བའི་མཐར་ཏཱ་ར་ཏཱ་ར་ཕཊ་སྦྱར་བའི་ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་ཀྱི་ཡི་གེའི་འོད་ཀྱི་བ
150	line-end	39		གྲུབ་ཆེན་གྱིས། འཕགས་མ་ལྷ་ཡི་ངོ་འཛིན་ཞེས་གསུངས་པ་ནི། སྔོན་རི་རབ་ཀྱིས་བསྲུབས་ཤིང་བ
151	line-end	16		བཅུ་དགུ་པ་རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
152	line-end	29		ཕྱག་འཚལ་བའི་ཡུལ་ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ། ཚངས་པ་དང་བརྒྱ་བྱིན་སོགས་དང་། ལྷ་ཕལ་
153	line-end	29		ཀུན་ནས་བསྲུང་བའི་སྔགས་ཀྱི་གོ་ཆས་བཙོན་རར་གནས་པ་ཐར་བར་བྱེད་པའི་དགའ་བའི་གཟི་བརྗིད་ཀ
154	line-end	17		ཚིག་རྐང་ཕྱི་མ་གཉིས་པོ་འདི་འགྲེལ་བ་གཞན་ལས་འདི་ལྟར་མ་བཀྲལ་ཀྱང་།
