index	kind	syllables	preview
51	prose	9	ཡིན་ལུགས་ཕུ་ཐག་ཆོད་པའི་ཤེས་རབ་དེ། །
52	prose	9	གཡོ་མེད་ཞི་གནས་རྟ་ལ་བསྐྱོན་ནས་ནི། །
53	prose	9	མཐའ་བྲལ་དབུ་མའི་རིགས་པའི་མཚོན་རྣོན་གྱིས། །
54	prose	9	མཐར་འཛིན་དམིགས་གཏད་ཐམས་ཅད་འཇིག་བྱེད་པའི། །
55	prose	9	ཚུལ་བཞིན་དཔྱོད་པའི་ཡངས་པའི་ཤེས་རབ་ཀྱིས། །
56	prose	9	དེ་ཉིད་རྟོགས་པའི་བློ་གྲོས་རྒྱས་པར་མཛོད། །
57	prose	2	ཅེས་གསུངས།
58	prose	67	ཞི་གནས་བསྒྲུབ་པ་ལ་ཞི་གནས་སམ་ཏིང་ངེ་འཛིན་གྱི་བསླབ་པའི་རྟེན་ནམ་རྒྱུ་ཚུལ་ཁྲིམས་ཀྱི་
59	prose	63	དང་པོ་དེ་བསྐྱེད་པའི་ཐབས་སུ་དལ་འབྱོར་རྙེད་དཀའ་དང་། འཆི་བ་མི་རྟག་པ་ཡང་ཡང་བསམ་པའི་ས
60	prose	33	ཇོ་བོའི་ཞལ་ནས། མཁས་བཙུན་སྟོན་སྒོམ་དུ་ཡོད་ཀྱང་འཇིག་རྟེན་ཆོས་བརྒྱད་ལ་བློ་མ་ལོག་ན། 
61	prose	15	ལམ་གཙོ་རྣམ་གསུམ་ལས་ཀྱང་། དལ་འབྱོར་རྙེད་དཀའ་ཚེ་ལ་ལོང་མེད་པ། །
62	prose	12	ཡིད་ལ་གོམས་པས་ཚེ་འདིའི་སྣང་ཤས་ལྡོག། ཅེས་གསུངས་པའི་ཕྱིར།
63	prose	102	ཕྱི་མའི་སྣང་ཤས་ལས་ལྡོག་པའི་ངེས་འབྱུང་བསྐྱེད་པའི་ཐབས་སུ་ལས་འབྲས་མི་བསླུ་བ་དང་།འཁོ
64	prose	27	ཇོ་བོའི་ཞལ་ནས། སྡོམ་པ་གསུམ་ལ་གནས་ཤིང་དག་ཀྱང་ཁམས་གསུམ་འཁོར་བ་ལ་ཡིད་མ་བྱུང་ན་སླར་འ
65	prose	15	ལམ་གཙོ་རྣམ་གསུམ་ལས་ཀྱང་། ལས་འབྲས་མི་བསླུ་འཁོར་བའི་སྡུག་བསྔལ་རྣམས། །
66	prose	10	ཡང་ཡང་བསམས་པས་ཕྱི་མའི་སྣང་ཤས་ལྡོག ། ཅེས་གསུངས།
67	prose	69	དེས་ན་འཁོར་བའི་ཕུན་ཚོགས་གང་འདྲ་ཞིག་ཐོབ་ཀྱང་ངོམས་པ་མེད་པ་དང་། ཉེས་དམིགས་མང་བ། ཡིད
68	prose	60	དཔེར་ན་མེ་དོང་ཆེན་པོའི་ནང་དུ་ཚུད་པའམ་དུག་སྦྲུལ་གྱི་ཚང་དུ་ཚུད་པ་ལྟ་བུའི་འཁོར་བ་མཐ
69	prose	13	ལམ་གཙོ་རྣམ་གསུམ་ལས། དེ་ལྟར་གོམས་པས་འཁོར་བའི་ཕུན་ཚོགས་ལ། །
70	prose	10	ཡིད་སྨོན་སྐད་ཅིག་ཙམ་ཡང་མི་སྐྱེ་ཞིང་། །
71	prose	9	ཉིན་མཚན་ཀུན་ཏུ་ཐར་པ་དོན་གཉེར་བློ། །
72	prose	9	བྱུང་ན་དེ་ཚེ་ངེས་འབྱུང་སྐྱེས་པ་ལགས། །
73	prose	2	ཞེས་གསུངས།
74	prose	16	ཡོན་ཏན་གཞིར་གྱུར་མ་ལས་ཀྱང་། སྤྱད་པས་མི་ངོམས་སྡུག་བསྔལ་ཀུན་གྱི་སྒོ། །
75	prose	9	ཡིད་བརྟན་མི་རུང་སྲིད་པའི་ཕུན་ཚོགས་ཀྱི། །
76	prose	9	ཉེས་དམིགས་རིག་ནས་ཐར་པའི་བདེ་བ་ལ། །
77	prose	9	དོན་གཉེར་ཆེན་པོ་སྐྱེ་བར་བྱིན་གྱིས་རློབས། །
78	prose	3	ཞེས་དང་།
79	prose	14	རྒྱལ་སྲས་ཐོགས་མེད་བཟང་པོས། འདོད་པའི་ཡོན་ཏན་ལན་ཚཱའི་ཆུ་དང་འདྲ། །
80	prose	9	ཇི་ཙམ་སྤྱད་ཀྱང་སྲེད་པ་འཕེལ་བར་འགྱུར། །
81	prose	9	གང་ལ་ཞན་ཆགས་སྐྱེས་བའི་དངོས་པོ་རྣམས། །
82	prose	9	འཕྲལ་ལ་སྤོང་བ་རྒྱལ་སྲས་ལག་ལེན་ཡིན། །
83	prose	2	ཞེས་གསུངས།
84	prose	62	དེས་ན་རྗེ་ཞེས་པས་ལྷག་པ་ཚུལ་ཁྲིམས་ཀྱི་བསླབ་པ་དང་། བཙུན་གྱིས་ཏིང་ངེ་འཛིན་གྱི་བསླབ་
85	prose	81	བསླབ་གསུམ་ཡན་ལག་དང་བཅས་པ་རྒྱུད་ལ་སྐྱེ་བ་ཐམས་ཅད་ཀྱང་མཁན་པོ་དང་། སློབ་དཔོན་ཚུལ་བཞི
86	prose	11	མཛོད་གནས་དྲུག་པ་ལས། ཚུལ་གནས་ཐོས་དང་བསམ་གཏན་པས། །
87	prose	6	བསྒོམ་པ་ནི་རབ་ཏུ་སྦྱོར། །
88	prose	3	ཞེས་དང་།
89	prose	16	ཡོན་ཏན་གཞིར་གྱུར་མ་ལས་ཀྱང་། ཡོན་ཏན་ཀུན་གྱི་གཞིར་གྱུར་དྲིན་ཅན་རྗེ། །
90	prose	9	ཚུལ་བཞིན་བསྟེན་པ་ལམ་གྱི་རྩ་བ་རུ། །
91	prose	9	ལེགས་པར་མཐོང་ནས་འབད་པ་དུ་མ་ཡིས། །
92	prose	9	གུས་པ་ཆེན་པོས་བསྟེན་པར་བྱིན་གྱིས་རློབས། །
93	prose	3	ཞེས་གསུངས་སོ། །
94	prose	63	རྗེ་བཙུན་མ་ཞེས་པས་ངེས་འབྱུང་བྱང་སེམས་ཡང་དག་པའི་ལྟ་བ་གསུམ་མཚོན་པའི་དོན་རེད། རྗེ་ཞ
95	prose	67	ངེས་འབྱུང་གི་བསམ་པ་ཁྱད་པར་ཅན་ནི། ཐར་པ་དོན་གཉེར་གྱི་བློ་ལ་བཅོས་མིན་གྱི་མྱོང་བ་ཐོན
96	prose	15	དྲི་ལན་བློ་བཟང་བཞད་པའི་སྒྲ་དབྱངས་ལས། འཁོར་བའི་ཉེས་བརྒྱ་སེམས་པའི་ཚུལ། །
97	prose	7	མང་ཡང་སྡུག་བསྔལ་སྡུག་བསྔལ་གྱིས། །
98	prose	7	འཇིགས་ནས་ཐར་འདོད་ཕྱུགས་ལའང་མཆིས། །
99	prose	7	ཟག་བཅས་ཚོར་བ་བདེ་བ་ལས། །
100	prose	7	ཡིད་འབྱུང་ཕྱི་རོལ་པ་ལའང་མཆིས། །
101	prose	7	དེས་ན་འདུ་བྱེད་རང་བཞིན་གྱི། །
102	prose	7	ཟག་བཅས་ཉེར་ལེན་ཕུང་པོ་འདིས། །
103	prose	7	སྡུག་བསྔལ་འགྲུབ་དང་གྲུབ་པའི་སྣོད། །
104	prose	7	ནད་དང་འབྲས་དང་ཟུག་རྔུ་ལྟར། །
105	prose	7	དམིགས་ནས་བསྒོམས་ན་བྱིང་གཡོ་ལགས། །
106	prose	2	ཞེས་གསུངས།
107	prose	74	བཙུན་ཞེས་པ་རྟེན་འབྱུང་གི་ལྟ་བའམ་ཡང་དག་པའི་ལྟ་བ་མཚོན། ཡང་དག་པའི་ལྟ་བ་ནི་སྲིད་པའི་
108	prose	13	ལམ་གཙོ་རྣམ་གསུམ་ལས། གནས་ལུགས་རྟོགས་པའི་ཤེས་རབ་མི་ལྡན་ན། །
109	prose	10	ངེས་འབྱུང་བྱང་ཆུབ་སེམས་ལ་གོམས་བྱས་ཀྱང་། །
110	prose	9	སྲིད་པའི་རྩ་བ་གཅོད་པར་མི་ནུས་པས། །
111	prose	9	དེ་ཕྱིར་རྟེན་འབྲེལ་རྟོགས་པའི་ཐབས་ལ་འབད། །
112	prose	3	ཅེས་དང་།
113	prose	9	རྣམ་འགྲེལ་ལས། འདི་ཡུལ་སུན་ཕྱུང་མེད་པར་ནི། །
114	prose	7	དེ་སྤོང་བར་ནི་ནུས་མ་ཡིན། །
115	prose	3	ཞེས་དང་།
116	prose	11	འཕགས་པ་ལྷས་ཀྱང་། ཡུལ་ལ་བདག་མེད་མཐོང་ན་ནི། །
117	prose	7	སྲིད་པའི་ས་བོན་འགགས་པར་འགྱུར། །
118	prose	3	ཞེས་དང་།
119	prose	13	དབུ་མ་འཇུག་པ་ལས། ཉོན་མོངས་སྐྱོན་རྣམས་མ་ལུས་འཇིག་ཚོགས་ལ། །
120	prose	10	ལྟ་ལས་བྱུང་བར་བློ་ཡིས་མཐོང་གྱུར་ཅིང་། །
121	prose	9	བདག་ནི་འདི་ཡི་ཡུལ་དུ་རྟོགས་བྱས་ནས། །
122	prose	9	རྣལ་འབྱོར་པ་ཡིས་བདག་ནི་འགོག་པར་བྱེད། །
123	prose	3	ཅེས་དང་།
124	prose	8	མདོ་ལས། འདུས་བྱས་ཐམས་ཅད་མི་རྟག་པ། །
125	prose	7	ཟག་བཅས་ཐམས་ཅད་སྡུག་བསྔལ་བ། །
126	prose	8	ཆོས་ཐམས་ཅད་སྟོང་ཞིང་བདག་མེད་པ། །
127	prose	3	ཞེས་གསུངས་
128	prose	73	པ་རྣམས་དགག་བྱ་ཕྲ་རག་གི་ཁྱད་པར་ཙམ་མ་གཏོགས་རིགས་པའི་གྲོད་གཅིག་པ་ཡིན། སྣང་ངོར་དགག་བ
129	prose	27	མདོ་ཤེས་རབ་སྙིང་པོ་ལས། ཕུང་པོ་ལྔ་པོ་དེ་དག་ཀྱང་རང་བཞིན་གྱིས་སྟོང་པ་རྣམ་པར་ཡང་དག་པ
130	prose	11	རྩ་ཤེས་ལས་ཀྱང་། ལས་དང་ཉོན་མོངས་ཟད་པའི་མཐར། །
131	prose	7	ལས་དང་ཉོན་མོངས་རྣམ་རྟོག་ལས། །
132	prose	7	དེ་དག་སྤྲོས་ལས་སྤྲོས་པ་ནི། །
133	prose	7	སྟོང་པ་ཉིད་ཀྱིས་འགག་པར་འགྱུར། །
134	prose	7	སྟོང་པ་ཉིད་དུ་འགག་པར་འགྱུར། །
135	prose	2	ཞེས་
136	prose	49	ཚིག་རྐང་ཐ་མ་ལ་འགྲེལ་ཚུལ་གཉིས་པོ་གང་བྱེད་ཀྱང་རུང་བས། དང་པོས་ཡུལ་ཅན་ཡེ་ཤེས་ཀྱིས་སྤ
137	prose	9	སྤྱོད་འཇུག་ལས། སྟོང་པ་ཉིད་ནི་བསྒོམ་པར་བྱ། །
138	prose	7	ཉོན་མོངས་ཤེས་བྱའི་སྒྲིབ་པ་ཡི། །
139	prose	7	མུན་པའི་གཉེན་པོ་སྟོང་པ་ཉིད། །
140	prose	7	མྱུར་དུ་ཐམས་ཅད་མཁྱེན་འདོད་པས། །
141	prose	7	དེ་ནི་ཇི་ལྟར་སྒོམ་མི་བྱེད། །
142	prose	3	ཅེས་གསུངས་སོ། །
143	prose	64	མ་ཞེས་པ་སྤྱོད་པ་འཚེ་བ་མེད་པའམ་བྱང་ཆུབ་ཀྱི་སེམས་མཚོན། བྱམས་སྙིང་རྗེ་རྩ་བར་གྱུར་པའ
144	prose	13	ལམ་གཙོ་རྣམ་གསུམ་ལས། ངེས་འབྱུང་དེ་ཡང་རྣམ་དག་སེམས་བསྐྱེད་ཀྱིས། །
145	prose	9	ཟིན་པ་མེད་ན་བླ་མེད་བྱང་ཆུབ་ཀྱི། །
146	prose	9	ཕུན་ཚོགས་བདེ་བའི་རྒྱུ་རུ་མི་འགྱུར་བས། །
147	prose	9	བློ་ལྡན་རྣམས་ཀྱིས་བྱང་ཆུབ་སེམས་མཆོག་བསྐྱེད། །
148	prose	3	ཅེས་དང་།
149	prose	13	སྤྱོད་འཇུག་ལས་ཀྱང་། བྱང་ཆུབ་སེམས་བསྐྱེད་གྱུར་ན་སྐད་ཅིག་གིས། །
150	prose	9	འཁོར་བའི་བཙོན་རར་བསྡམས་པའི་ཉམ་ཐག་རྣམས། །
151	prose	10	བདེ་གཤེགས་རྣམས་ཀྱི་སྲས་ཞེས་བརྗོད་བྱ་ཞིང་། །
152	prose	9	འཇིག་རྟེན་ལྷ་མིར་བཅས་པས་ཕྱག་བྱར་འགྱུར། །
153	prose	2	ཞེས་གསུངས།
154	prose	48	ཡང་ན་རྗེ་བཙུན་མ་ཞེས་པས་སྐྱེས་བུ་ཆུང་འབྲིང་ཆེ་གསུམ་གྱི་ལམ་མཚོན།རྗེ་ཞེས་པ་ལས་རྒྱུ་
155	prose	11	མགོན་པོ་ཀླུ་སྒྲུབ་ཀྱིས། དང་པོ་མངོན་པར་མཐོ་བའི་ཆོས། །
156	prose	7	ཕྱིས་ནི་ངེས་པར་ལེགས་འབྱུང་བ། །
157	prose	7	གང་ཕྱིར་མངོན་པར་མཐོ་ཐོབ་ནས། །
158	prose	7	རིམ་གྱིས་ངེས་པར་ལེགས་པ་ཐོབ། །
159	prose	3	ཅེས་དང་།
160	prose	15	དབུ་མ་འཇུག་པ་ལས་ཀྱང་། སོའི་སྐྱེ་བོ་རྣམས་དང་གསུང་སྐྱེས་དང་། །
161	prose	10	རང་བྱང་ཆུབ་ལ་བདག་ཉིད་ངེས་རྣམས་དང་། །
162	prose	10	རྒྱལ་སྲས་རྣམས་ཀྱི་ངེས་པར་ལེགས་པ་དང་། །
163	prose	9	མངོན་མཐོའི་རྒྱུ་ནི་ཚུལ་ཁྲིམས་ལས་གཞན་མེད། །
164	prose	3	ཅེས་དང་། །
165	prose	10	སློབ་དཔོན་དཔའ་བོས། རིན་ཆེན་གླིང་ཕྱིན་ཚོང་པ་ནི། །
166	prose	7	ལག་པ་སྟོང་པས་རང་ཁྱིམ་བཞིན། །
167	prose	7	དགེ་བཅུའི་ལས་ཀྱི་ལམ་མེད་པར། །
168	prose	7	ཕྱི་ནས་ཡང་ནི་ཐོབ་མ་ཡིན། །
169	prose	4	ཞེས་གསུངས་པ་ལྟར།
170	prose	25	ལས་རྒྱུ་འབྲས་ནི་འཇིག་རྟེན་པའི་ཡང་དག་པའི་ལྟ་བ་ཞེས་དཀར་པོའི་ཆོས་ཐམས་ཅད་ཀྱི་རྩ་བའམ་
171	prose	10	འཕགས་པ་ལྷས་ཀྱང། སེམས་ཅན་དང་པོའི་ལས་ཅན་རྣམས། །
172	prose	7	དམ་པའི་དོན་ལ་འཇུག་པ་ལ། །
173	prose	7	ཐབས་འདི་རྫོགས་པའི་སངས་རྒྱས་ཀྱིས། །
174	prose	7	སྐས་ཀྱི་རིམ་པ་ལྟ་བུར་གསུངས། །
175	prose	2	ཞེས་གསུངས།
176	prose	27	བཙུན་ཞེས་པ་ལྷག་པའི་བསླབ་པ་གསུམ་གྱི་ཉམས་ལེན་གཙོ་བོར་བྱེད་པའི་སྐྱེས་བུ་འབྲིང་དང་ཐུ
177	prose	22	ཏིང་ངེ་འཛིན་རྒྱལ་པོ་ལས། གལ་ཏེ་བདག་མེད་ཆོས་ལ་སོ་སོར་བརྟག ། སོ་སོར་དེར་བརྟགས་གལ་ཏེ
178	prose	9	དེ་ནི་མྱང་ངན་འདས་འཐོབ་འབྲས་བུའི་རྒྱུ། །
179	prose	9	རྒྱུ་གཞན་གང་ཡིན་དེས་ནི་ཞི་མི་འགྱུར། །
180	prose	3	ཞེས་དང་།
181	prose	10	ཚོགས་ལས་ཀྱང་། བདེ་འགྲོར་འགྲོ་བ་ཉུང་ཟད་དེ། །
182	prose	8	ངན་འགྲོར་འགྲོ་བ་བསམས་ཡས་ཤིང་། །
183	prose	7	དེ་ལྟའི་ཉེས་དམིགས་རྟོགས་གྱུར་ན། །
184	prose	7	མྱུར་དུ་མྱ་ངན་འདས་པ་འཐོབ། །
185	prose	2	ཅེས་གསུངས།
186	prose	30	མ་ཞེས་པ་བྱམས་སྙིང་རྗེ་རྩ་བར་གྱུར་པའི་བྱང་ཆུབ་སེམས་ཀྱི་ཉམས་ལེན་གཙོར་བྱེད་པའི་སྐྱེ
187	prose	21	ལམ་རིམ་ཆུང་བ་ལས། སེམས་བསྐྱེད་ཐེག་མཆོག་ལམ་གྱི་གཞུང་ཤིང་སྟེ། །རླབས་ཆེན་སྤྱོད་པ་རྣམ
188	prose	9	ཚོགས་གཉིས་ཀུན་ལ་གསེར་སྒྱུར་རྩི་ལྟ་བུ། །
189	prose	9	རབ་འབྱམས་དགེ་ཚོགས་འདུས་པའི་བསོད་ནམས་གཏེར། །
190	prose	9	དེ་ལྟར་ཤེས་ནས་རྒྱལ་སྲས་དཔལ་བོ་རྣམས། །
191	prose	9	རིན་ཆེན་སེམས་མཆོག་ཐུགས་དམ་མཐིལ་དུ་འཛིན། །
192	prose	13	སྤྱོད་འཇུག་ལས་ཀྱང་། གསེར་སྒྱུར་རྩི་ཡི་རྣམ་པ་མཆོག་ལྟ་བུ། །
193	prose	9	མི་གཙང་ལུས་འདི་བླངས་ནས་རྒྱལ་བའི་སྐུ། །
194	prose	9	རིན་ཆེན་རིན་ཐང་མེད་པར་བསྒྱུར་པས་ན། །
195	prose	9	བྱང་ཆུབ་སེམས་ཞེས་བྱ་བ་རབ་བརྟན་ཟུངས། །
196	prose	2	ཞེས་གསུངས།
197	prose	24	འཕགས་མ་སྒྲོལ་མ་ལ་ཞེས་པ་སོ་སྐྱེའི་ས་ལས་ཁྱད་པར་དུ་འཕགས་པ་མཐོང་ལམ་ཐོབ་མྱོང་བས་ཡིན། 
198	prose	24	ཤེས་རབ་སྙིང་པོ་ལས། ག་ཏེ་ག་ཏེ་པཱ་ར་ག་ཏེ་པཱ་ར་སཾ་ག་ཏེ་བྷོ་དྷི་སྭ་ཧཱ། ཞེས་གསུངས་པ་ལ
199	prose	113	ག་ཏེ་དང་པོས་ཚོགས་ལམ་དུ་སོངས་ཤིག ག་ཏེ་གཉིས་པས་སྦྱོར་ལམ་དུ་སོངས་ཤིག པཱ་ར་ག་ཏེ་མཐོང
200	prose	62	དེས་ན་ཚུལ་རོལ་ཕ་རོལ་ཞེས་པ་རང་དབང་དུ་གྲུབ་པ་ཞིག་མེད་ཀྱང་། བློས་ཕར་འདོགས་ཚུལ་བཟང་ང
201	prose	55	མ་ནི་བུད་མེད་ཀྱི་རྟེན་ལ་སངས་རྒྱས་ཀྱི་གོ་འཕང་མངོན་དུ་མཛད་པས་མ་དང་། སྒྲོལ་ཞེས་པ་བད
202	prose	64	ཉོན་སྒྲིབ་ལས་གྲོལ་ཀྱང་ཤེས་སྒྲིབ་ལས་མ་གྲོལ་རྣམས་གྲོལ་བར་བྱའོ་སྙམ་པ། སྡུག་བསྔལ་གྱི
203	prose	70	མ་ལ་ཞེས་པ་སྟོང་ཕྱོགས་སྐྱེ་མེད་མཚོན་པ་སྟེ། སྟོང་ཉིད་ལ་མཉམ་པར་བཞག་པས་བདེ་ཆེན་གྱིས་
204	prose	13	རང་བཞིན་རྣམ་དག དོན་དམ་བདེན་པ་རྣམས་དོན་གཅིག ཅེས་གསུངས་པ་ལྟར། །
205	prose	92	ཉོན་མོངས་རྣམས་ནི་གློ་བུར་བའམ་འཕྲལ་གྱི་རྣམ་རྟོག་ཙམ་ལས་སེམས་ཀྱི་རང་གཤིས་སུ་མ་ཞུགས་
206	prose	12	རྒྱུད་རྡོ་རྗེ་རྩེ་མོ་ལས། རྒྱུད་ནི་རྒྱུན་ཞེས་བྱ་བར་གྲགས། །
207	prose	7	འཁོར་བ་རྒྱུད་དུ་འདོད་པ་སྟེ། །
208	prose	7	མྱང་ངན་འདས་པ་རྒྱུད་ཕྱི་མ། །
209	prose	4	ཞེས་གསུངས་པའི་ཕྱིར།
210	prose	89	དེ་ཡང་གཞི་ལ་རང་བཞིན་གྱི་མྱང་འདས་ཡོད་པ་ལ་ཐུག་པ་སྟེ། གཞི་དུས་སུ་གང་འདའ་རྒྱུའི་མྱ་ང
211	prose	14	ཕའི་སོ་ཐར་གྱི་མདོ་རྒྱས་པ་ལས། སྦྱིན་པས་བསོད་ནམས་རབ་ཏུ་འཕེལ། །
212	prose	7	ལེགས་བསྡམས་དགྲ་སོགས་མི་འགྱུར་རོ། །
213	prose	8	དགེ་དང་ལྡན་པས་སྡིག་པ་སྤོང་། །
214	prose	7	ཉོན་མོངས་ཟད་པས་མྱ་ངན་འདའ། །
215	prose	3	ཞེས་དང་།
