index	trigger	syllables	flag	preview
17	line-end	38		རྒྱུ་སྦྱིན་པ་དང་བརྩོན་འགྲུས་དང་དཀའ་ཐུབ་སྟེ་ཚུལ་ཁྲིམས་དང་ཞི་བ་སྟེ་ཤེས་རབ་དང་། བཟོ
18	line-end	15		གསུམ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་དེ་བཞིན་གཤེགས་པའི་གཙུག་གཏོར་ན། །
19	line-end	14		མི་མཐུན་ཕྱོགས་མཐའ་ཡས་ལས་རྣམ་པར་རྒྱལ་བར་སྤྱོད་ཅིང་བཞུགས་མ། །
20	line-end	22		ས་བཅུ་མ་ལུས་པའི་ངོ་བོ་ཕ་རོལ་ཕྱིན་པ་བཅུ་ཐོབ་པའི། །རྒྱལ་བའི་སྲས་ཀྱིས་ཤིན་ཏུ་བསྟེན་
21	line-end	55		བཞི་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་གསུང་ཏུཏྟཱ་ར་ཞེས་སོགས་ཀྱིས་སྔགས་ཕྲེང་ལས་འཕྲོས་པའི་འོ
22	line-end	23		འཇིག་རྟེན་བདུན་པོ་སྐུའི་ཞབས་ཀྱིས་མནན་ཏེ། །འགྲོ་བ་དེ་ཀུན་ལུས་པ་མེད་པར་དབང་དུ་འགུག
23	line-end	38		ལྔ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཤར་གྱི་བརྒྱ་བྱིན་དང་ཤར་ལྷོའི་མེ་ལྷ་དང་སྟེང་གི་ཚངས་པ། 
24	line-end	35		དབང་ལྡན་གྱི་འཁོར་འབྱུང་པོ་དང་སྲིན་པོའི་འཁོར་རོ་ལངས་དང་བརྒྱ་བྱིན་གྱི་འཁོར་དྲི་ཟ་ར
25	line-end	39		དྲུག་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཞལ་ནས་ཕ་རོལ་འཇོམས་བྱེད་ཀྱི་སྒྲ་ཏྲཊ་ཅེས་བྱ་བ་དང་འགས་
26	line-end	33		གཡས་བསྐུམས་གཡོན་བརྐྱངས་ཞབས་ཀྱིས་བྱད་མ་དང་རྦད་འདྲེ་སོགས་མནན་ཏེ། །སྐུ་ལས་ཡེ་ཤེས་ཀྱ
27	terminal-particle	71		གཉིས་པ་ཁྲོ་མོའི་རྣམ་པའི་སྒོ་ནས་བསྟོད་པ་ལ་བདུན། བདུད་དང་སྒྲིབ་གཉིས་སྦྱོང་བའི་སྒོ་
28	ordinal-open	3		དང་པོ་ནི།
29	line-end	42		ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཏུ་རེ་སྟེ་མྱུར་མ་འཇིགས་པ་ཆེན་མོ་སྟེ་ཤིན་ཏུ་དྲག་མོའི་རྣམ་འགྱུར་
30	line-end	24		ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ་གཉེར་དང་ལྡན་པར་མཛད་པ་དེས། །དགྲ་བོ་སྟེ་ཤེས་སྒྲིབ་ཐམས་ཅད་མ་ལུས་
31	line-end	31		ཕྱག་འཚལ་ལོ་ཕྱག་གཡོན་པས་མཛུབ་མོ་དང་གུང་མོ་དང་མཐེའུ་ཆུང་གསུམ་སྒྲེང་བ་དཀོན་མཆོག་གསུ
32	line-end	43		མ་ལུས་ཕྱོགས་ཀྱི་ཆ་ཐམས་ཅད་ཕྱག་གཡས་པའི་མཆོག་སྦྱིན་གྱི་མཐིལ་འཁོར་ལོས་བརྒྱན་པ་ལས་འཕྲ
33	line-end	41		གསུམ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་དད་པ་ཅན་ལ་རབ་ཏུ་དགའ་བ་བསྐྱེད་ཅིང་མ་དད་པ་རྣམས་ཟིལ་གྱ
34	line-end	34		སྔགས་ཀྱི་བཞད་པ་རབ་བཞད་ཏུཏྟཱ་ར་ཡི་སྒྲས། །འདོད་ཁམས་ཀྱི་བདག་པོ་བདུད་དགའ་རབ་དབང་ཕྱུག
35	line-end	34		བཞི་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ས་གཞི་སྐྱོང་བའི་ཕྱོགས་སྐྱོང་བཅུ་དང་དེའི་འཁོར་གྱི་ཚོག
36	line-end	27		དེའི་ཞལ་ཁྲོ་གཉེར་གཡོ་བའི་རྣམ་ཅན་དང་ཐུགས་ཀའི་ཡི་གེ་ཧཱུྃ་གིས་འདོད་རྒུ་བཀུག་ནས། །ཕོ
37	line-end	40		ལྔ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཟླ་བའི་དུམ་བུས་ཏེ་ཚེས་པ་གཅིག་གི་ཟླ་བས་དབུ་བརྒྱན་ཅིང་།
38	quote-open	15		རལ་པའི་ཁྲོད་ན་སངས་རྒྱས་འོད་དཔག་མེད་རིགས་བདག་ཏུ་བཞུགས་པ་ལས། །
39	line-end	16		རྟག་པར་སེམས་ཅན་གྱི་དོན་དུ་ཤིན་ཏུ་འོད་རབ་སྤྲོ་བར་མཛད་མ་ལའོ། །
40	line-end	32		དྲུག་པ་ནི། ཕྱག་འཚལ་ལོ་བསྐལ་པ་མཐའ་མའི་མེ་སྟེ་འཇིག་པའི་བསྐལ་པའི་དུས་ཀྱི་མེ་ལྟར། །ཡ
41	line-end	34		ཞབས་གཡས་བརྐྱངས་གཡོན་བསྐུམས་པར་བཞུགས་ནས་ཆོས་ཀྱི་འཁོར་ལོ་ཀུན་ནས་བསྐོར་བ་ལ་དགའ་བའི།
42	line-end	27		བདུན་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་རི་རབ་གླིང་དང་བཅས་པའི་ས་གཞིའི་ངོས་ལ་ཕྱག་གི །མཐིལ་གྱ
43	line-end	64		ཁྲོ་གཉེར་ཅན་མཛད་དེའི་ཕྱག་ཞབས་སུ་གནས་པའི་ཡི་གེ་ཧཱུཾ་གིས་རྡོ་རྗེའི་མེ་ཆར་སྤྲོས་པས།
44	line-end	11		གཉིས་པ་ཆོས་སྐུའི་རྣམ་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
45	line-end	57		ཕྱག་འཚལ་ལོ་གང་ལ་ན་འབྲས་བུ་སྡུག་བསྔལ་མེད་པས་བདེ་མ་དང་རྒྱུ་མི་དགེ་བ་སྤངས་པས་དགེ་མ་
46	line-end	39		དེའི་མཐུས་སྒྲོལ་མ་ཉིད་ཀྱིས་གསུངས་པའི་རིག་སྔགས༑ ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་ཞེས་པའི་མཇུག
47	terminal-particle	84		གསུམ་པ་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ལ་དྲུག ཞི་ཁྲོའི་སྔགས་ཀྱི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་
48	ordinal-open	3		དང་པོ་ནི།
49	line-end	29		ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཆོས་ཀྱི་འཁོར་ལོ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི་གདུལ་བྱའི། །ཕྱི་ནང་གི་
50	line-end	81		དེ་ཡང་སྒྲོལ་མ་ཞི་བ་་ཐུགས་ཀར་ཏཱཾ་ཡིག་གི་མཐར་ཡི་གེ་བཅུ་པའི་ངག་ནི་སྟེ་ཨོཾ་ཏཱ་རེ་ཏུཏ
51	terminal-particle	21		གཉིས་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཏུ་རེའི་སྟེ་མྱུར་མའི་ཞབས་གཉིས་ནི་དྲག་ཏུ་བརྡབས་པས་སོ
52	line-end	24		མྱུར་མ་དེ་ཇི་འདྲ་བ་ཞེ་ན་ཡི་གེ་ཧཱུྃ་གི་རྣམ་པའི་ས་བོན་ལས་སྐྱེས་པའི་ཁྲོ་མོའི་བདག་ཉི
53	line-end	45		དེའི་ཞབས་བརྡབས་པས་ནི་རི་རབ་དང་རི་མནྡཱ་ར་དང་རི་ནག་པོ་འབིགས་བྱེད་སོགས། །འཇིག་རྟེན་
54	line-end	39		གསུམ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ལྷ་ཡི་མཚོ་ལྟར་དཀར་ཞིང་ཟླུམ་པ་ཡི་རྣམ་པའི། །ཟླ་བའི་དབ
55	line-end	34		ཏཱ་ར་གཉིས་བརྗོད་ཀྱི་ཡི་གེ་བཅུ་པའི་སྔགས་ཀྱི་སྭཧཱ་ཡི་གནས་སུ་ཕཊ་ཀྱི་ཡི་གེ་བཏགས་པའི་
56	line-end	39		བཞི་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་འདོད་གཟུགས་ཀྱི་ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་བརྒྱ་བྱིན
57	line-end	39		སྒོ་ཀུན་ནས་ལྷ་མོ་སྒྲོལ་མའི་སྐུ་སྒོམ་པ་དང་སྔགས་བཟླ་བའི་གོ་ཆ་བགོས་པ་ལ་ཤིན་ཏུ་དགའ་བ
58	line-end	41		ལྔ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཉི་མ་རྒྱས་པ་ལྟ་བུའི་ཁྲོ་མོའི་སྤྱན་གཡས་གཡོན་གཉིས་དང་ཟླ
59	line-end	35		ངག་ཏུ་གོང་དུ་བཤད་པ་ལྟར་ཁྲོ་མོའི་སྔགས་ཧ་ར་གཉིས་བརྗོད་དེ་དང་ཞི་བའི་ཏུཏྟཱ་ར་ཡིས། །ཤ
60	line-end	39		དྲུག་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་སྐུ་གསུང་ཐུགས་གསུམ་གྱི་དེ་ཉིད་གསུམ་ཏེ་ཨོཾ་ཨཱ་ཧཱུཾ་ར
61	line-end	33		ནམ་གྲུ་སོགས་གདོན་བཅོ་བརྒྱད་དང་རོ་ལངས་ཀྱི་རྦོད་གཏོང་སོགས་ངན་སྔགས་དང་གནོད་སྦྱིན་གྱ
62	line-end	6		གསུམ་པ་མཇུག་བསྡུ་བ་ནི།
63	line-end	30		ཞི་ཁྲོའི་རྩ་བའི་སྔགས་ཀྱི་སྒོ་ནས་སྒྲོལ་མ་ཉེར་གཅིག་ལ་བསྟོད་པ་འདི་དང་། ཕྱག་འཚལ་བ་ལ་
64	line-end	22		ཞེས་པ་འདི་ནི་དགེ་མིང་པ་དགེ་བཤེས་བློ་བཟང་ཟླ་བ་ནས་༢༠༠༨།༤།༥ཉིན་རྩོམ་སྒྲིག་བགྱིས་པ་ད
SUMMARY	quote-balance	1	MISMATCH	open=1 close=0
