index	kind	syllables	preview
51	prose	69	གསལ་འདེབས་ཚུལ་ནི། གདོན་ཚོགས་འཛོམས་པའི་སྒྲོལ་མ་འཇིགས་བྱེད་ཆེན་མོ་འདི་ཉིད་སྐུ་མདོག
52	prose	8	ཕྱག་འཚལ་ཏྲཌ་ཅེས་བྱ་དང་ཕཊ་ཀྱིས། །
53	prose	15	ཕ་རོལ་འཕྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ། གཡས་བསྐུམ་གཡོན་བརྐྱང་ཞབས་ཀྱིས་མནན་ཏེ། །
54	prose	8	མེ་འབར་འཁྲུགས་པ་ཤིན་ཏུ་འབར་མ། །
55	prose	3	ཞེས་པ་ལ།
56	prose	56	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཞི་བས་མི་ཐུབ་པའི་འགྲོ་རྣམས་དྲག་པོའི་སྦྲ་ཏྲཌ་ཅེས་བྱ་བ་དྲལ་བ་ད
57	prose	69	སྟོང་དང་སྙིང་རྗེས་སྲིད་ཞི་ལས་འདས་པའི་བརྡར་གཡས་བསྐུམ་གཡོན་བརྐྱང་ཞབས་ཀྱིས་གཉིས་སུ་
58	prose	84	གསལ་འདེབས་ཚུལ་ནི། དམག་དང་ཐོག་སེར་འཇོམ་མ་གཏུམ་མོ་གཞན་གྱིས་མི་ཐུབ་མ་འདི་ཉིད་སྐུ་མད
59	prose	8	ཕྱག་འཚལ་ཏུ་རེ་འཇིགས་པ་ཆེན་མོས། །
60	prose	8	བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ། །
61	prose	8	ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ་གཉེར་ལྡན་མཛད། །
62	prose	8	དགྲ་བོ་ཐམས་ཅད་མ་ལུས་གསོད་མ། །
63	prose	3	ཞེས་པ་ལ །
64	prose	36	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཏཱུ་རེ་ནི་གློག་ལྟར་མྱུར་བ་སྟེ་འགྲོ་རྣམས་འཁྲུལ་སྣང་འཇིགས་རུང་
65	prose	30	དུག་གསུམ་གྱི་རྣམ་རྟོག་ཉོན་མོངས་དང་ཕུང་པོ་འཆི་བདག་ལྷ་བུ་བཅས་བདུད་ཀྱི་དཔའ་བོ་ཤིན་ཏ
66	prose	71	རབ་ཏུ་མཛེས་པའི་ཆུ་སྐྱེས་དང་མཚུངས་པའི་ཞལ་ནི་ཕྱིན་ཅི་ལོག་པའི་མ་རུང་པ་རྣམས་འདུལ་བའི
67	prose	65	གསལ་འདེབས་ཚུལ་ནི། རྒོལ་བའི་མཚང་འབྲུ་གཞོམ་པའི་འཕགས་མ་གཞན་མི་རྒྱལ་བའི་དཔའ་མོ་འདི་ཉ
68	prose	22	ཕྱག་འཚལ་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱའི། སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ། མ་ལུས་ཕྱོ
69	prose	8	རང་གི་འོད་ཀྱི་ཚོགས་རྣམས་འཁྲུག་མ། །
70	prose	3	ཞེས་པ་ལ།
71	prose	44	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། དཀོན་མཆོག་གསུམ་མཚོན་པའི་ཕྱག་རྒྱ་སྟེ། མཛུབ་གུང་མཐེའུ་ཆུང་གསུམ
72	prose	57	བརྒྱད་དང་བཅུ་དྲུག་ལས་ཕྱོགས་ཀྱི་འཁོར་ལོས་བསྲུང་བའི་རྒྱན་གྱིས་བརྒྱན་པར་བྱེད་པའི་རྗ
73	prose	72	གསལ་འདེབས་ཚུལ་ནི། འཇིགས་པའི་ཚོགས་ཀུན་ལས་སྐྱོབ་པའི་སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མ་འདི་ཉ
74	prose	66	འཇིགས་པ་ཆེན་པོ་བཅུ་དྲུག་ནི། ཚུལ་ཁྲིམས་དང་ལྟ་བ་མཆོག་འཛིན་སེང་གེའི་འཇིགས་པ། གཏི་མུ
75	prose	60	འཆབ་འཚིག་དམུ་རྒོད་དགྲའི་འཇིགས་པ། གཡོ་སྒྱུ་བརྗེད་ངན་གདོན་གྱི་འཇིགས་པ། ངོ་ཚ་ཁྲེལ་མ
76	prose	8	ཕྱག་འཚལ་རབ་ཏུ་དགའ་བས་བརྗིད་པའི། །
77	prose	8	དབུ་རྒྱན་འོད་ཀྱི་ཕྲེང་བས་སྤེལ་མ། །
78	prose	7	བཞད་པ་རབ་བཞད་ཏུཏྟཱ་ར་ཡིས། །
79	prose	8	བདུད་དང་འཇིག་རྟེན་དབང་དུ་མཛད་མ། །
80	prose	3	ཞེས་པ་ལ།
81	prose	39	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། སེམས་ཅན་རྣམས་རབ་ཏུ་དགའ་བ་སྐྱེད་བྱེད་མཚན་དཔེའི་སྐུ་དང་། ཀུན་ན
82	prose	62	གསུང་བཞད་པ་བརྒྱད་དང་ལྡན་པའི་རིག་སྔགས། ཧ་ཧཱ།ཧི་ཧི། ཧེ་ཧེ། ཧོ་ཧོའི་སྒྲ་དབྱངས་རབ་ཏུ
83	prose	71	གསལ་འདེབས་ཚུལ་ནི། འཇིག་རྟེན་དབང་དུ་བྱེད་པའི་སྒྲོལ་མ་འཇིག་རྟེན་གསུམ་ལས་རྒྱལ་མ་འདི
84	prose	8	ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས། །
85	prose	8	ཐམས་ཅད་འགུགས་པར་ནུས་པ་ཉིད་མ། །
86	prose	8	ཁྲོ་གཉེར་གཡོ་བའི་ཡི་གེ་ཧཱུཾ་གིས། །
87	prose	7	ཕོངས་པ་ཐམས་རྣམ་པར་སྒྲོལ་མ། །
88	prose	3	ཞེས་པ་ལ།
89	prose	56	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ས་གཞི་ཆེན་པོ་འདི་སྐྱོང་བའི་ས་ཡི་ལྷ་མོ་དང་། ཀླུ་རྒྱལ་དགའ་བོ་ས
90	prose	54	ཁྲོ་གཉེར་གཡོ་བའི་ཐུགས་ཀའི་ཡི་གེ་ཧཱུཾ་གི་འོད་ཟེར་གྱིས་ལྷ་ཀླུ་མི་སོགས་ཀྱི་དཔལ་འབྱོ
91	prose	68	གསལ་འདེབས་ཚུལ་ནི། དབུལ་ཕོངས་སེལ་བའི་ནོར་སྟེར་སྒྲོལ་མ་འདི་ཉིད་སྐུ་མདོག་དམར་གསེར་བ
92	prose	8	ཕྱག་འཚལ་ཟླ་བའི་དུམ་བུས་དབུ་རྒྱན། །
93	prose	15	བརྒྱན་པ་ཐམས་ཅད་ཤིན་ཏུ་འབར་མ། རལ་པའི་ཁྲོད་ན་འོད་དཔག་མེད་ལས། །
94	prose	8	རྟག་པར་ཤིན་ཏུ་འོད་རབ་མཛད་མ། །
95	prose	3	ཞེས་པ་ལ།
96	prose	75	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཟླ་བའི་དུམ་བུ་ནི་ཟླ་བ་ཕྱེད་པ་སྟེ་དེས་དབུ་ཡི་རྒྱན་དུ་རབ་ཏུ་མཛ
97	prose	87	དབུ་སྐྲ་བུང་བ་ལྟར་གནག་པའི་རལ་པའི་ཁྲོད་ན་བདེ་ལྡན་ཞིང་མགོན་འོད་དཔག་ཏུ་མེད་པ་བཞུགས་
98	prose	73	གསལ་འདེབས་ཚུལ་ནི། སྣོད་བཅུད་དགེ་ལེགས་ཀྱིས་བདེ་བར་བྱེད་པའི་འཕགས་མ་བཀྲ་ཤིས་དོན་གྲུ
99	prose	8	ཕྱག་འཚལ་བསྐལ་པ་ཐ་མའི་མེ་ལྟར། །
100	prose	8	འབར་བའི་ཕྲེང་བའི་དབུས་ན་གནས་མ། །
101	prose	15	གཡས་བརྐྱངས་གཡོན་བརྐུམ་ཀུན་ནས་བསྐོར་དགའི། དགྲ་ཡི་དཔུང་ནི་རྣམ་པར་འཇོམས་མ། །
102	prose	3	ཞེས་པ་ལ།
103	prose	36	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། བསྐལ་པ༵་འཇིག་པའི་དུས་ཀྱི་མེ་ཆེན་པོ་ལྟར། ངོ་བོ་ཡེ་ཤེས་ལ་རྣམ་པ
104	prose	81	ཞབས་གཡས་བརྐྱངས་གཡོན་བསྐུམ་པའི་རོལ་སྟབས་ཅིར་ཡང་མ་ངེས་པ་དང་། བདུད་སྡེའི་ཚོགས་བཅོམ་
105	prose	100	གསལ་འདེབས་ཚུལ་ནི། གཟུགས་ཅན་གཟུགས་མེད་ཀྱི་གཡུལ་དང་བར་ཆད་ལས་རྒྱལ་བར་བྱེད་མའི་སྒྲོལ
106	prose	15	ཕྱག་འཚལ་ས་གཞིའི་ངོས་ལ་ཕྱག་གི། མཐིལ་གྱིས་བསྣུན་ཅིང་ཞབས་ཀྱིས་བརྡུངས་མ། །
107	prose	8	ཁྲོ་གནེར་ཅན་མཛད་ཡི་གེ་ཧཱུྃ་གིས། །
108	prose	8	རིམ་པ་བདུན་པོ་རྣམས་ནི་འགེམས་མ། །
109	prose	3	ཞེས་པ་ལ།
110	prose	44	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། རི་རབ་གླིང་བཞི་དང་བཅས་པའི་ས་གཞིའི་ངོས་ལ། ཟིལ་གྱིས་གནོན་པའི་ར
111	prose	85	ཞལ་ཁྲོ་གཉེར་གྱི་ཉམས་ཅན་དང་ལྡན་པར་མཛད་ནས། ཡི༷་གེ་ཧཱུཾ་གི་སྒྲ་རབ་ཏུ་སྒྲོགས་པས་འོད་
112	prose	77	གསལ་འདེབས་ཚུལ་ནི། གདུག་ཅན་དམ་སྲི་བགེགས་རིགས་ཀྱི་གནོད་པ་འཇོམས་པའི་འཕགས་མ་ཁྲོ་གཉེར
113	prose	8	ཕྱག་འཚལ་བདེ་མ་དགེ་མ་ཞི་མ། །
114	prose	8	མྱ་ངན་འདས་ཞི་སྤྱོད་ཡུལ་ཉི་མ། །
115	prose	9	སྭཱ་ཧཱ་ཨོཾ་དང་དང་ཡང་དག་ལྡན་པས། །
116	prose	10	སྡིག་པ་ཆེན་པོ་འཇོམས་པ་ཉི་མ། ཞེས་པ་ལ།
117	prose	83	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། འབྲས་བུ་སྡུག་བསྔལ་ཟད་པས་བདེ་མ།དེའི་རྒྱུ་ལས་ཉོན་གྱི་ཀུན་འབྱུང
118	prose	69	བཟླས་པའི་མཇུག་ཏུ་སྭཱ་ཧྭ་དང་ༀ་གྱིས་འགོ་བརྩམས་པའི་རྩ་བའི་རིག་སྔགས་བཅུ་དང་ཡང་དག་ལྡན
119	prose	59	གསལ་འདེབས་ཚུལ་ནི། སྡིག་སྒྲིབ་ཞི་བར་མཛད་པའི་སྒྲོལ་མ་འདི་ཉིད་སྐུ་མདོག་དཀར་མོ།པད་ཟླ
120	prose	22	ཕྱག་འཚལ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི། དགྲ་ཡི་ལུས་ནི་རབ་ཏུ་འགེམས་མ། ཡི་གེ་བཅུ་པའི་ངག་ན
121	prose	8	རིག་པ་ཧཱུཾ་ལས་སྒྲོལ་མ་ཉིད་མ། །
122	prose	3	ཞེས་པ་ལ།
123	prose	57	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། དྲང་སྲོང་དང་རིག་འཛིན།བྱང་ཆུབ་སེམས་དཔའི་ཚོགས་ཀྱིས་ཀུན་ནས་བསྐོ
124	prose	76	གཞན་ཡང་ཨཾ་ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་སྭཱ་ཧྭ་ཞེས་ཡི་གེ་བཅུ་པའི་གསུང་ངག་དེ་ནི། འབྲལ་མེད་
125	prose	62	གསལ་འདེབས་ཚུལ་ནི། དགྲ་དང་བྱད་མའི་རིག་སྔགས་སྟོབས་གཞོམ་སྒྲོལ་མ་འདི་ཉིད་སྐུ་མདོག་དམ
126	prose	8	ཕྱག་འཚལ་ཏུ་རེའི་ཞབས་ནི་བརྡབས་པས། །
127	prose	14	ཧཱུྃ་གི་རྣམ་པའི་ས་བོན་ཉིད་མ། རི་རབ་མནྡཱ་ར་དང་འབིགས་བྱེད། །
128	prose	10	འཇིག་རྟེན་གསུམ་རྣམས་གཡོ་བ་ཉིད་མ། ཞེས་པ་ལ།
129	prose	44	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཏྱཱ་རེ་ཞེས་པ་མྱུར་མ་ཁྱེད་ཀྱི་ཞབས་མཐིལ་གཉིས་ནི་ས་ལ་བརྡབས་ཅིང་
130	prose	51	རིའི་རྒྱལ་པོ་རི་རབ་དང་མནྡ་ར་དང་།རི་བོ་འབིགས་བྱེད་ཅེས་རི་བོ་གངས་ཅན་དང་། འཇིག་རྟེན
131	prose	80	གསལ་འདེབས་ཚུལ་ནི། དགྲ་ཇག་ཆོམ་རྐུན་འཆིང་བའི་སྒྲོལ་མ་དཔག་མེད་གནོན་མ་འདི་ཉིད་སྐུ་མད
132	prose	8	ཕྱག་འཚལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པའི། །
133	prose	8	རི་དྭགས་རྟགས་ཅན་ཕྱག་ན་བསྣམས་མ། །
134	prose	8	ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་ཀྱི་ཡི་གེས། །
135	prose	10	དུག་རྣམས་མ་ལུས་པ་ནི་སེལ་མ། ཞེས་པ་ལ།
136	prose	49	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ལྷ་ཡི་ཡུལ་གྱི་བདུད་རྩིའི་མཚོ་ཡི་རྣམ་པའི་དཀར་ཞིང་། དཀར་ཟླུམ་ག
137	prose	48	ཏཱ་ར་གཉིས་བརྗོད་པ་ཅན་གྱི་རིག་སྔགས་ཡི་གེ་བཅུ་པ་ལ་ཕཊ་ཀྱིས་བརྒྱན་པའི་ཡི་གེ་ཅན་གྱིས་
138	prose	65	གསལ་འདེབས་ཚུལ་ནི། དུག་རིགས་ཞི་ཞིང་སྲུང་བའི་འཕགས་མ་རྨ་བྱ་ཆེན་མོ་འདི་ཉིད་སྐུ་མདོག་
139	prose	8	ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་རྣམས་རྒྱལ་པོ། །
140	prose	7	ལྷ་དང་མིའམ་ཅི་ཡིས་བསྟེན་མ། །
141	prose	8	ཀུན་ནས་གོ་ཆ་དགའ་བས་བརྗིད་ཀྱིས། །
142	prose	8	རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་མ། །
143	prose	3	ཞེས་པ་ལ།
144	prose	50	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། འདོད་གཟུགས་ཀྱི་ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་ཚངས་དང་བརྒྱ་བྱིན་
145	prose	56	འཕགས་མ་གདུགས་དཀར་མོས་ཀུན་ནས་བྱིན་གྱིས་བརླབས་པའི་སྔགས་དང་ཕྱག་རྒྱའི་གོ་ཆ་དགའ་བས་འཕ
146	prose	71	གསལ་འདེབས་ཚུལ་ནི།རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་འཕགས་མ་མི་ཕམ་གདུགས་དཀར་མོ་འདི་ཉིད་ས
147	prose	8	ཕྱག་འཚལ་ཉི་མ་ཟླ་བ་རྒྱས་པའི། །
148	prose	8	སྤྱན་གཉིས་པོ་ལས་འོད་རབ་གསལ་མ། །
149	prose	7	ཧ་ར་གཉིས་བརྗོད་ཏུཏྟཱ་ར་ཡིས། །
150	prose	8	ཤིན་ཏུ་དྲག་པོའི་རིམས་ནད་སེལ་མ། །
151	prose	3	ཞེས་པ་ལ།
152	prose	43	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཉི་མ་དང་ཟླ་བ་རྒྱས་པ་ལྟ་བུའི་སྤྱན་གཉིས་པོ་ལས་འོད་ཟེར་རབ་ཏུ་འབ
153	prose	39	རྩ་བའི་རིག་སྔགས་བཅུ་པ་ལ་ཧཱ་ར་གཉིས་ལྡན་གྱི་བརྗོད་པ་ཏུཏྟཱ་ར་ཡིས་ཤིན་ཏུ་དྲག་པོའི་རི
154	prose	62	གསལ་འདེབས་ཚུལ་ནི། རིམས་ནད་སེལ་བའི་འཕགས་མ་རི་ཁྲོད་ལོ་གྱོན་མ་འདི་ཉིད་སྐུ་མདོག་དཀར་
155	prose	15	ཕྱག་འཚལ་དེ་ཉིད་གསུམ་རྣམས་བཀོད་པའི། ཞི་བའི་མཐུ་དང་ཡང་དག་ལྡན་མ། །
156	prose	15	གདོན་དང་རོ་ལངས་གནོད་སྦྱིན་ཚོགས་རྣམས། འཇོམས་པ་ཏུ་རེ་རབ་མཆོག་ཉིད་མ། །
157	prose	3	ཞེས་པ་ལ།
158	prose	86	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། སྒྲུབ་པ་པོ་རང་གི་སྤྱི་བོར་ཨོཾ་དཀར་པོ། མགྲིན་པར་གསུང་གི་ཨཱཿདམ
159	prose	50	གདོན་རིགས་བཅོ་བརྒྱད་སོགས་དང་རོ་ལང༵ས་འབྱུང་པོ།མདངས་འཕྲོག་པའི་གནོད་སྦྱིན་སོགས་ཀྱི་
160	prose	63	གསལ་འདེབས་ཚུལ་ནི། ནད་པའི་བླ་ཚེ་བླུ་བྱེད་ཀྱི་འཕགས་མ་ལྷ་མོ་འོད་ཟེར་ཅན་མ་འདི་ཉིད་སྐ
161	prose	5	གཞུང་གི་དོན་བསྡུ་བ།
162	prose	9	རྩ་བའི་སྔགས་ཀྱི་བསྟོད་པ་འདི་དང་། །
163	prose	10	ཕྱག་འཚལ་བ་ནི་ཉི་ཤུ་རྩ་གཅིག ། ཞེས་པ་སྟེ།
164	prose	49	དོན་བསྡུ་ན་སྒྲོལ་མའི་རྩྭ་བའི་རིག་སྔགས་ཀྱི་དོནདང་ཡོན་ཏན་སྤེལ་བའི་སྒོ་ནས་བསྟོད་པ་འ
165	prose	83	ཕྱག་འཚལ་ཉེར་གཅིག་གི་རྒྱས་འགྲེལ་ནི་ཀློག་པ་པོ་ཉུང་ཞིང་དོན་རྟོགས་དཀའ་བ་ལ་རྟེན། རྒྱུ
