index	trigger	syllables	flag	preview
71	line-end	20		ལྔ་པ་འཇིག་རྟེན་སྐྱོང་བ་ཆེན་པོ་རྣམས་ཀྱིས་གུས་པའི་སྒོ་ནས་ཕྱག་འཚལ་བར་བསྟན་པ་ནི།
72	line-end	15		ཕྱག་འཚལ་བརྒྱ་བྱིན་མེ་ལྷ་ཚངས་པ། རླུང་ལྷ་སྣ་ཚོགས་དབང་ཕྱུག་མཆོད་མ། །
73	line-end	9		འབྱུང་པོ་རོ་ལངས་དྲི་ཟ་རྣམས་དང་། །
74	line-end	8		གནོད་སྦྱིན་ཚོགས་ཀྱིས་མདུན་ནས་བསྟོད་མ། །
75	line-end	3		ཞེས་པ་སྟེ།
76	line-end	66		ལྷ་ཡི་དབང་པོ་བརྒྱ་བྱིན། སྟོང་གསུམ་གྱི་བདག་པོ་ཚངས་པ།ཡང་ན་ཤར་ཕྱོགས་སྐྱོང་བའི་བརྒྱ་
77	line-end	56		འཇིགས་སྐྲག་སྡུག་བསྔལ་གྱིས་དུས་རྟག་ཏུ་མནར་བའི་མཁའ་ལ་རྒྱུ་བའི་ཡི་དྭགས་ཀྱི་རིགས་སུ་
78	line-end	41		རྫུ་འཕྲུལ་དང་རྟོབས་རྩལ་ལྡན་པའི་གནོད་སྦྱིན་ཀྱི་ཚོགས་རྣམས་ཀྱིས་ཀྱང་། རྗེ་བཙུན་མ་ལ་
79	line-end	13		དྲུག་པ་ཕ་རོལ་གནོན་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
80	line-end	15		ཕྱག་འཚལ་ཏྲཌ་ཅེས་བྱ་དང་ཕཊ་ཀྱིས། ཕ་རོལ་འཁྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ། །
81	line-end	8		གཡས་བསྐུམ་གཡོན་བརྐྱང་ཞབས་ཀྱིས་མནན་ཏེ། །
82	line-end	8		མེ་འབར་འཁྲུགས་པ་ཤིན་ཏུ་འབར་མ། །
83	line-end	3		ཞེས་པ་སྟེ།
84	line-end	33		ཕ་རོལ་གྱི་ནད་དང་གནོད་པ་སོགས་འཇིགས་པའི་ཕྱོགས་སུ་གྱུར་པའི་ནག་ཕྱོགས་བདུད་ཀྱི་འཁྲུལ་
85	line-end	62		གཡས་བསྐུམས་གཡོན་བརྐྱངས་བ་ལ་ནག་ཕྱོགས་བདུད་ཀྱི་ཕྱོགས་སུ་གྱུར་པ་ཐམས་ཅད་ཞབས་ཀྱིས་མནན
86	quote-open	17		དེའི་རྗེས་སུ་ཁྲོ་མོའི་ཚུལ་ལ་ཕྱག་འཚལ་བ་བདུན་གྱི་སྒོ་ནས་བསྟོད་པ་ལས།
87	ordinal-open	21		དང་པོ་ཁྲོས་པའི་ཞལ་གྱིས་བདུད་དང་བར་ཆད་ཐམས་ཆད་འཇོམས་པར་མཛད་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
88	line-end	8		ཕྱག་འཚལ་ཏུ་རེ་འཇིགས་པ་ཆེན་མོས། །
89	line-end	8		བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ། །
90	line-end	8		ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ་གཉེར་ལྡན་མཛད། །
91	line-end	8		དགྲ་བོ་ཐམས་ཅད་མ་ལུས་གསོད་མ། །
92	line-end	3		ཞེས་པ་སྟེ།
93	line-end	15		ཕྱག་འཚལ་ཏུ་རེ་ཞེས་པ་ནི་རྗེ་བཙུན་གྱི་མཚན་བསྟན་པ་ཡིན་ལ།
94	line-end	75		མཚན་ཐོས་པ་ཙམ་གྱིས་བདུད་ཀྱི་དཔུང་སྟེ། སྤྱིར་སྐྱེ་འགྲོ་ཡོངས་ལ་འཚེ་བར་བྱེད་པའི་བདུད
95	line-end	62		དེ་ལྟ་བུའི་བདུད་ཀྱི་དཔུང་དེ་དག་འཇོམས་པར་མཛད་མ་ཡང་། རྗེ་བཙུན་མ་ཆུ་སྐྱེས་ཀྱི་ཞལ་དེ
96	line-end	14		གཉིས་པ་གཡས་གཡོན་ཕྱག་མཚན་གྱི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
97	line-end	8		ཕྱག་འཚལ་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱའི། །
98	line-end	8		སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ། །
99	line-end	8		མ་ལུས་ཕྱོགས་ཀྱི་འཁོར་ལོས་བརྒྱན་པའི། །
100	line-end	8		རང་གི་འོད་ཀྱི་ཚོགས་རྣམས་འཁྲུགས་མ། །
101	line-end	3		ཞེས་པ་སྟེ།
102	line-end	48		ཕྱག་གཡོན་པ་ཐུགས་ཀར་མཐེབ་སྲིན་སྦྱར་ཅིང་། མཛུབ་མོ་དང་དགུང་མོ། མཐེའུ་ཆུང་གསུམ་སྒྲེང
103	line-end	88		ཕྱག་གཡས་པས་མ་ལུས་པའི་སེམས་ཅན་ལ་མཆོག་ཐུན་གྱི་དངོས་གྲུབ་སྟེར་བར་མཚོན་པའི་མཆོག་སྦྱི
104	line-end	14		གསུམ་པ་དབུ་རྒྱན་དང་བཞད་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
105	line-end	8		ཕྱག་འཚལ་རབ་ཏུ་དགའ་བ་བརྗིད་པའི། །
106	line-end	8		དབུ་རྒྱན་འོད་ཀྱི་ཕྲེང་བ་སྤེལ་མ། །
107	line-end	7		བཞད་པ་རབ་བཞད་ཏུཏྟཱ་ར་ཡིས། །
108	line-end	8		བདུད་དང་འཇིག་རྟེན་དབང་དུ་མཛད་མ། །
109	line-end	3		ཞེས་པ་སྟེ།
110	line-end	80		རྗེ་བཙུན་མ་དེ་ཉིད་ཀྱིས་སེམས་ཅན་ལ་ཕན་བདེ་མ་ལུས་པ་སྟེར་བར་མཛད་པ་ལ་རབ་ཏུ་དགའ་བ་དང་ལ
111	line-end	50		བཞད་པའི་སྒོ་ནས་བསྟོད་པ་ནི།བཞད་པ་དང་རྣམ་པར་བཞད་པ་ལ་སོགས་པའི་སྒོ་ནས། བདུད་དང་དགྲ་བ
112	line-end	16		བཞི་པ་ཕྱོགས་སྐྱོང་བཅུས་ཕྲིན་ལས་བསྒྲུབ་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
113	line-end	8		ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས། །
114	line-end	8		ཐམས་ཅད་འགུགས་པར་ནུས་པ་ཉིད་མ། །
115	line-end	8		ཁྲོ་གཉེར་གཡོ་བའི་ཡི་གེ་ཧཱུཾ་གིས། །
116	line-end	8		ཕོངས་པ་ཐམས་ཅད་རྣམ་པར་སྒྲོལ་མ། །
117	line-end	3		ཞེས་པ་སྟེ།
118	line-end	76		ས་གཞི་སྐྱོང་བ་ནི་ཕྱོགས་སྐྱོང་བཅུ་པོ་སྟེ་སྟེང་དུ་ཚངས་པ། ཤར་དུ་བརྒྱ་བྱིན། ཤར་ལྷོར་
119	line-end	94		དེ་ལྟར་བཀའ་བསྒོས་པའི་དམ་ལ་མི་གནས་པའི་འབྱུང་པོ་སྟོབས་ཆེ་བའི་ཚོགས་ལ།རྗེ་བཙུན་མ་དྲག
120	line-end	15		ལྔ་པ་རིགས་བདག་གིས་དབུ་བརྒྱན་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
121	line-end	8		ཕྱག་འཚལ་ཟླ་བའི་དུམ་བུས་དབུ་བརྒྱན། །
122	line-end	8		བརྒྱན་པ་ཐམས་ཅད་ཤིན་ཏུ་འབར་མ། །
123	line-end	8		རལ་པའི་ཁྲོད་ན་འོད་དཔག་མེད་ལས། །
124	line-end	8		རྟག་པར་ཤིན་ཏུ་འོད་རབ་མཛད་མ། །
125	line-end	3		ཞེས་པ་སྟེ།
126	line-end	60		ཟླ་བའི་དུམ་བུ་ནི་ཟླ་བ་ཆུ་ཤེལ་གྱི་གོང་བུའམ་དུམ་བུས་གཙུག་ཏོར་གྱི་རྩེ་ལ་བརྒྱན་ཅིང་།
127	line-end	43		དབུ་སྐྲ་རལ་པའི་ཁྲོད་ན་མགོན་པོ་འོད་དཔག་མེད་ཀྱིས་བརྒྱན་ཅིང་།དེ་ལས་རྟག་པར་འོད་ཟེར་ཤ
128	line-end	19		དྲུག་པ་རྗེ་བཙུན་མ་དེ་ཉིད་ཁྲོ་མོར་བཞུགས་ཚུལ་གྱི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
129	line-end	8		ཕྱག་འཚལ་བསྐལ་པ་མཐའ་མའི་མེ་ལྟར། །
130	line-end	22		འབར་བའི་ཕྲེང་བའི་དབུས་ན་གནས་མ། གཡས་བརྐྱང་གཡོན་བསྐུམ་ཀུན་ནས་བསྐོར་དགའ། དགྲ་ཡི་དཔུ
131	line-end	3		ཞེས་པ་སྟེ།
132	line-end	31		དེ་ཡང་རྗེ་བཙུན་མ་དེ་ཉིད་བསྐལ་པ་མཐའ་མའི་མེ་དཔུང་རབ་ཏུ་འབར་ཞིང་། མེའི་ཚ་ཚའི་ཕྲེང་བ
133	line-end	59		ཞབས་གཡས་བརྐྱང་གཡོན་བསྐུམ་གྱིས་བཞུགས་པའི་རྗེ་བཙུན་མ་ལ་དུས་ཀུན་ཏུ་བསྐོར་ཞིང་རབ་ཏུ་
134	line-end	18		བདུན་པ་ཐུགས་ཀའི་ཧཱུཾ་ཡིག་ལས་འོད་ཟེར་འཕྲོ་བའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
135	line-end	15		ཕྱག་འཚལ་ས་གཞིའི་ངོས་ལ་ཕྱག་གི ། མཐིལ་གྱིས་བསྣུན་ཅིང་ཞབས་ཀྱིས་བརྡུང་མ། །
136	line-end	8		ཁྲོ་གཉེར་སྤྱན་མཛད་ཡི་གེ་ཧཱུཾ་གིས། །
137	line-end	8		རིམ་པ་བདུན་པོ་རྣམས་ནི་འགེམས་མ། །
138	line-end	3		ཞེས་པ་སྟེ།
139	line-end	32		འཇིག་རྟེན་གྱི་ཁམས་ས་ཆེན་པོའི་གཞི་འདི་ཉིད་ཀྱི་ངོས་ལ་ཕྱག་གཉིས་ཀྱི་མཐིལ་གྱིས་མནན་ཅི
140	line-end	39		ཞལ་དྲག་པོའི་ཁྲོ་གཉེར་དང་ལྡན་ཅིང་།སྤྱན་གཉིས་རབ་ཏུ་འཁྲུགས་པའི་འོད་ཟེར་གྱིས་ཕྱོགས་ཐ
141	line-end	64		ངན་སོང་གསུམ་དང་། མཐོ་རིས་གསུམ་དང་།འདོད་གཟུགས་གཅིག་ཏུ་བསྡོམས་པའི་རིམ་པ་བདུན་པོའི་
142	line-end	14		དེའི་རྗེས་སུ་ཆོས་སྐུའི་རྣམ་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
143	line-end	8		ཕྱག་འཚལ་བདེ་མ་དགེ་མ་ཞི་མ། །
144	line-end	8		མྱ་ངན་འདས་ཞི་སྤྱོད་ཡུལ་ཉིད་མ། །
145	line-end	8		སྭཱ་ཧཱ་ཨོཾ་དང་ཡང་དག་ལྡན་པས། །
146	line-end	8		སྡིག་པ་ཆེན་པོ་འཇོམས་པ་ཉིད་མ། །
147	line-end	3		ཞེས་པ་སྟེ།
148	line-end	72		མཐོང་སྤང་གི་སྤང་བྱ་ཐམས་ཅད་སྤངས་ཟིན་པའི་ཕྱིར་ན་སྡུག་བསྔལ་དང་བྲལ་ནས་བདེ་བ་ཕུན་ཚོགས
149	line-end	55		སྒྲིབ་པ་གསུམ་གྱི་དྲི་མ་ཐམས་ཅད་དང་བྲལ་བ་ནི་མྱ་ངན་ལས་འདས་པའི་སྤྱོད་པའི་ཡུལ་དང་ལྡན་
150	line-end	60		མཇུག་ཏུ་སྭཱ་ཧཱ་དང་ཐོག་མར་ཨོཾ་གྱིས་བརྒྱན་པའི་རྗེ་བཙུན་མའི་རིག་སྔགས་ཀྱི་ཡི་གེ་བཅུ་
151	line-end	79		དེའི་རྗེས་སུ་བདག་དང་སེམས་ཅན་ཐམས་ཅད་ཀྱི་སྡིག་པ་ཆེན་པོ་མི་དགེ་བ་བཅུ་དང་། མཚམས་མེད་
152	quote-open	20		དེའི་རྗེས་སུ་ཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ལའང་ཕྱག་འཚལ་བ་རྣམ་པ་དྲུག་ཡོད་པ་ལས།
153	ordinal-open	17		དང་པོ་རྩ་བའི་སྔགས་ཀྱི་ཕྲིན་ལས་བསྟན་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
154	line-end	8		ཕྱག་འཚལ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི། །
155	line-end	15		དགྲ་ཡི་ལུས་ནི་རབ་ཏུ་འགེམས་མ། ཡི་གེ་བཅུ་པའི་ངག་ནི་བཀོད་པའི། །
156	line-end	8		རིག་པ་ཧཱུཾ་ལས་སྒྲོལ་མ་ཉིད་མ། །
157	line-end	3		ཞེས་པ་སྟེ།
158	line-end	74		དེ་ལ་ཞི་དྲག་གཉིས་ལས་ཞི་བའི་སྔགས་ནི་ཡི་གེ་བཅུ་པ་དང་། དྲག་པོའི་ཚུལ་དུ་སྒྲུབ་པའི་སྔ
159	line-end	49		གང་ཟག་དེ་དག་ལ་གནོད་ཅིང་འཚེ་བར་བྱེད་པའི་དགྲ་ཡི་དཔུང་ཚོགས་རྣམས་ཞི་བ་དང་ཁྲོ་བོའི་སྔ
160	line-end	18		གཉིས་པ་ཁྲོ་མོའི་བཞུགས་ཚུལ་གྱིས་ཁམས་གསུམ་གནོན་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
161	line-end	15		ཕྱག་འཚལ་ཏུ་རེའི་ཞབས་ནི་བརྡབས་པས། ཧཱུཾ་གི་རྣམ་པའི་ས་བོན་ཉིད་མ། །
162	line-end	7		རི་རབ་མནྡ་ར་དང་འབིགས་བྱེད། །
163	line-end	8		འཇིག་རྟེན་གསུམ་རྣམས་གཡོ་བ་ཉིད་མ། །
164	line-end	3		ཞེས་པ་སྟེ།
165	line-end	42		དེ་ཡང་རྗེ་བཙུན་མ་དེ་ཉིད་ཤིན་ཏུ་ཁྲོས་པའི་དབང་གིས་ཞབས་ས་ལ་བརྡབས་པ་ལ་བརྟེན་ནས། ཐུགས
166	line-end	48		རི་རབ་མནྡ་ར་ཡང་རབ་ཏུ་གཡོ་ཞིང་འབིགས་པར་བྱེད་པ་དང་། ས་བླ་ལྷའི་འཇིག་རྟེན། ས་སྟེང་མི
167	line-end	18		གསུམ་པ་བརྟན་གཡོའི་དུག་ཐམས་ཅད་སེལ་བར་མཛད་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
168	line-end	8		ཕྱག་འཚལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པའི། །
169	line-end	15		རི་དྭགས་རྟགས་ཅན་ཕྱག་ན་བསྣམས་མ། ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་ཀྱི་ཡི་གེས། །
170	line-end	8		དུག་རྣམས་མ་ལུས་པར་ནི་སེལ་མ། །
171	line-end	3		ཞེས་པ་སྟེ།
172	line-end	50		དེ་ལ་ཡང་ཟླ་བའི་དཀྱིལ་འཁོར་ཉ་གང་བ་ནི། ལྷ་རྣམས་ཀྱི་ཡིད་དུ་འོང་བ་བདུད་རྩིའི་མཚོའི་ར
173	line-end	89		ཞལ་ནས་ཏཱ་ར་གཉིས་སུ་བརྗོད་པའི་སྔགས་ཀྱི་སྒྲ་ལས་འོད་ཟེར་བདུད་རྩིའི་ཟེགས་མ་ལྟ་བུ་དང་
174	line-end	18		བཞི་པ་རྩོད་པ་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
175	line-end	8		ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་རྣམས་རྒྱལ་པོ། །
176	line-end	8		ལྷ་དང་མི་འམ་ཅི་ཡིས་བསྟེན་མ། །
