index	trigger	syllables	flag	preview
16	line-end	29		དེ་ལ་ཡང་སྐར་མ་སྟོང་གུས་པ་རྣམས་ཀྱིས་རབ་ཏུ་ཕྱེ་བ་སྟེ་བརྒྱན་པ་ལྟ་བུའི་འོད་དཀར་པོ་རབ
17	line-end	35		གསུམ་པ་ནི། ཕྱག་ཚལ། གང་ལ་ནི། འཛམ་བུ་ཆུ་བོའི་གསེར་ལྟར་མཛེས་ཤིང་། ཅུང་ཟད་སྡེ་བའི་ཁ་
18	terminal-particle	32		དེ་འདྲ་བའི་སྒྲོལ་མ་དེ་ཡང་སྦྱིན་པའི་ཕར་ཕྱིན་དང་། དེ་བཞིན་དུ་བཅོན་འགྲུས་དང་། དཀའ་ཐ
19	line-end	52		ཡང་ན་ཉོད་མེང་པ་དག་ཆགས་དང་བཅས་པ་བཞི་བ་སྟེ་སྤངས་པ་དང་། བཟོད་པ་དང་། བསམ་གཏན་དང་དེ་ཁ
20	line-end	47		བཞི་པ་ནི། ཕྱགས་ཚལ། གང་ལ་ན། དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱིས་ཀྱང། གཙུག་ཏོར་ལྟར་མཆོད་པའ
21	line-end	39		ས་བཅུ་མ་ལུས་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཐོབ་པས་རྒྱལ་བའི་སྲས་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ཀྱི་
22	line-end	72		ལྔ་པ་ནི། ཕྱག་འཚལ་ཏྟུདྡཱ་རེ་སོགས་ཏེ། ཕྱག་འཚལ། གང་ལ་ན། ཏུ་ཏྟཱརེཧཱུཾ་ཞེས་པའི་རིག་གས
23	line-end	48		འཇིག་རྟེན་བདུན་པོ་ནི་འདོད་ཁམས་ཀྱི་འགྲོ་བ་རྒྱུད་ལྔ་། དེའི་སྟེང་དུ་ཁམས་གོང་མ་གཉིས་
24	line-end	45		དྲུག་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ལྷའི་དབང་པོ་བརྒྱ་བྱིན་དང་། མེ་ལྷ་དང་། ཚངས་འདང་། རླུང
25	line-end	53		ཚོགས་ཀྱི་བདག་པོ་ལ་སོགས་པའི་འབྱུང་པོ་རྣམས་དང་། དུང་ཁྲོད་ན་གནས་པའི་རོ་ལངས་རྣམས་དང་
26	line-end	53		བདུན་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཞལ་ནས་རྗོད་ཏྲད་ཅེས་བྱ་བ་དང་བཅེས་བྱ་བ་ལ་སོགས་པའི་དྲག་
27	line-end	35		གཡས་བསྐུམ་བས་ཤིང་གཡོན་བརྐྱང་བའི་ཞབས་ཀྱི་བཞུགས་སྟངས་ཀྱིས་འཇིག་བརྟེན་བདུན་པོ་མནན་ཏ
28	line-end	27		བརྒྱད་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཏུ་རེ་ཞེས་སོགས་འཇིགས་བསེལ་བའི་གསུང་བསྒྲགས་བཙམ་གྱིས་
29	line-end	20		བདུད་ཆེ་དཔའ་བོ་སྟེ་ལྷའི་བུའི་འདུད་ལ་སོགས་བདུད་བཞི་པོ་རྣམ་པར་འཛོམས་པའི་སྒྲོལ་མ་ལའ
30	line-end	40		ཆུ་སྐྱེས་རྒྱས་པ་ལྟར་མཛེས་པའི་ཞལ་ནི་ཁྲོ་གཉེར་དང་ལྡན་པའི་ཁྲོ་མོའི་རྣམ་པར་མཛད་ནས་ཉོ
31	line-end	47		དགུ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཕྱག་གཡོན་པའི་མཐེབས་ཧྲིན་གྱིས་ཐུགས་ཀར་ཨུ་ནྲལ་འཇིན་ཅིང་
32	line-end	57		མ་ལུས་ཕྱོགས་ཀྱི་སྟེ་ཕྱོགས་ཐམ་ཅད་ཕྱག་གཡས་མཆོག་སྦྱིན་གྱི་ཕྱ་བརྒྱ་མཛད་པའི་བྱས་གི་མཐ
33	line-end	42		བཅུ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། འགྲེལ་ངེར་བསྐོང་བས་རབ་ཏུ་དགའ་བ་། གཞན་ཟིལ་གྱིས་གནོན་བས
34	line-end	42		སྔགས་ཀྱི་བཤད་པ་སྟེ། བཞད་མོ་རབ་ཆུ་བཞད་པའི་ཏཱཧཏྟཱ་རེ་ཞེས་སོགས་ཀྱི་སྒྲ་ངར་པན་བཅུ་བཙ
35	line-end	34		བཅུ་གཅིག་ནི། ཕྱག་འཚལ། གང་ལ་ན། ས་གཞི་སྐྱོང་བདེ་ཕྱོགས་བཅུར་སོགས་རང་ཉིད་བལྟས་ཅིག་གས
36	line-end	36		ཞལ་ཁྲོ་གཉེར་གིས་བའི་ཁྲོ་མོའ་རྣམ་པར་བཞུགས་བའི་ཐུགས་ཀར་ཡི་གེ་ཧུ་གིས་ཚོན་བདེ་མོད་བར
37	line-end	26		བཅུ་གཉིས་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན།ཟླ་བའི་དུམ་བུས་ཏཾ་ཟླ་བ་ཕྱེད་པས་དབུ་བརྒྱན་ཅིང་དེ་ལ
38	line-end	39		གང་གི་དབུས་རལ་པའི་ཁྲོད་ན་སང་རྒྱས་འོད་དཔག་མེད་རིགས་བདག་གི་རྒུལ་དུ་བཞུགས་པ། ལས་དུས
39	line-end	29		བཅུ་གསུམ་པ། ཕྱག་འཚལ། གང་ལ་ན། བསྐལ་པའམ་སྟེ་བསྐལ་པ་འཇིག་པའི་དུས་ཀྱི་མེ་ལྟར་རབ་ཏུ་འ
40	line-end	25		ཞབས་གཡས་བརྐྱང་ཞིང་གཡོན་བསྐུམས་པའི་སྟར་ཀྱིས་བཞུགས་ནས་མི་མཐུན་ཕྱོགས་ཀྱི་དགྲའི་དཔུང
41	line-end	28		བཅུ་བཞི་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ས་གཞིའི་ངོས་ལ་སྡིགས་དང་བཅའ་བའི་གཡོན་པའི་ཕྱག་གི་མཐ
42	line-end	45		ཞལ་ཁྲོ་གཉེར་ཅན་། ཁྲོ་མོའི་རྣམ་བང་མཛད་པས་ཕྱག་གལ་པ་ཀྱི་མཐིལ་ན་ཡི་གེ་ཧཱུཾ་གི་འོད་འཕ
43	line-end	55		བཅོ་ལྔ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཟག་བ་མེད་པའི་བདེ་བའི་རང་གཞན་ཅན་ཡིན་བས་བདེ་མ། ཉོན་མ
44	line-end	4		སཱ་ཧཱ་མགེས་བ
45	ordinal-open	28		དང་པོ་བདག་ལྡན་པའི་སྔགས་ཀྱི་ཡི་གེས་གཞན་རྒྱུད་ཀྱི་སྡིག་པ་དང་སྒྲིབ་པ་ཆེན་པོ་ཐམས་ཅད་
46	line-end	44		བཅུ་དྲུག་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཐུགས་ཀར་འཁོར་ལོའི་ལྟེ་བར་ཏཾ་ཡིག་དང་རྩི་བས་རྣམས་ལ
47	line-end	69		ཨོཾ་ཏཱ་རེ་ཏུ་ཏཱ་རེ་ཏུརེ་སྦཱ་ཧཱ་ཞེས་པའི་ཡི་གི་བཅུ་པའི་སྔགས་ནི་ཞི་བའི་སྔགས་ཏེ། ཐུག
48	line-end	28		བཅུ་བདུན་པ་ནི། ཕྱག་འཚལ། གངལ་ན། ཏུ་རེ་ནི་མྱུར་མ་སྟེ་སྒྲོལ་མའི་ཞབས་ཀྱིས་བརྡབས་པས་ཡ
49	line-end	35		སྟོང་གསུམ་གྱི་ཕྱི་རོལ་ན་གནས་པའི་རི་རབ་མན་དྷ་ར་ཞེས་པ་ཡང་འཕགས་པར་བྱེད་ཅིང་འཇིག་རྟེ
50	line-end	27		བཅོ་བརྒྱད་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ལྷའི་ཡུལ་གྱི་བདུད་རྩའི་མཆོའི་རྣམ་པའི་རི་དྭགས་རྟ
51	terminal-particle	20		ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་ཀྱི་ཡི་གེས་ཏ་ཨོཾ་ཏཱ་རེ་ཏུདྷཱ་རེ་ཏུ་རེ་སྦཱ་ཧཱ། ཏཱ་རེ་པའོ།།
52	line-end	22		དེ་ལྟ་བུའི་སྔགས་བརྗོད་པས་བརྟན་པ་དང་གཡོ་བའི་དུག་རྣམས་མ་ལུས་པར་ནི་སེལ་བའི་སྒྲོལ་མ་
53	line-end	33		བཅུ་དགུ་པ། ཕྱག་འཚལ། གང་ལ་ན། ལྷའི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་ཚངས་དང་བརྒྱ་བྱན་སོགས་དང་།
54	line-end	24		ཀུན་ནས་སཱུ་ལྷའི་རྣམ་པ་དང་སྔགས་དགའ་བར་ཏེ་མཆོག་ཏུ་པ་དང་རྨི་ལམ་ངན་པ་ཐམས་ཅད་སྒྲོལ་མ་
55	line-end	28		ཕྱག་འཚལ། གང་ལ་ན། ཉི་མ་དང་ཟླ་བ་རྒྱས་པས་སྤྱན་གཡས་གཡོན་གཉིས་པོ་ལ་མཚོན་ཞིང་དེ་བས་འོད
56	line-end	29		ཧ་ར་གཉིས་བརྗོད་ཏུ་ཏཱ་ར་ཡིས་ཏེ་ཨོཾ་ཏཱ་རེ་། དེ་འདྲ་བའི་རིགས་སྔགས་ཀྱིས་ཤིན་ཏུ་དྲག་པ
57	line-end	43		ཉེར་གཅིག་ནི། ཕྱག་འཚལ། གང་ལ་ན། གསུང་ཐུགས་ཀྱི་གནམ་གསུམ་དུ་དེ་ཉིད་གསུམ་སྟེ་ཨོཾ་ཨཱ་ས
58	line-end	45		འབྱུང་པོ་ལ་སོགས་པའི་གདོན་དང་རོ་ལངས་དང་གནོད་སྦྱིན་ལ་སོགས་པའི་ཚོགས་རྣམས་དང་གནོད་པ་
59	line-end	18		རྩ་བའི་སྔགས་ཀྱི་ཞེས་སོགས་གཉིས་ནི་བསྟོད་པ་དང་ཕྱག་འཚལ་མཐར་ཕྱིན་པའི་ཚིག་གོ།
60	line-end	48		རྩ་བའི་སྔགས་ནི་སྔརཞི་ཁྲོའི་སྔགས་བསྟན་པ་རྣམས་ལ་རྗེ་བཙུན་གྲགས་རྒྱལ་འཆད་ཅིང་། ཁ་ཅིག
61	ordinal-open	62		གཉིས་པ་ནི་། ལྷ་མོ་སྒྲོལ་མ་ལ་གུས་པ་ཡང་དག་པ་དང་ལྡན་པའི་བློ་ལྡན་གང་གིས་རབ་ཏུ་དང་པས་
62	terminal-particle	32		དེ་མ་ཟད་ངན་འགྲོའི་རྒྱུ་སྡའི་པ་ཐམས་ཅད་རབ་ཏུ་ཞི་བ་སྟེ་ཟད་པར་འགྱུར་ཞིང་། འབྲས་བུ་ངན
63	terminal-particle	283		རྒྱལ་བ་བྱེ་བ་ཕྲག་བདུན་རྣམས་ཀྱིས།། མྱུར་དུ་དབང་འསྐུར་བར་འགྱུར་ལ། ཚེ་འདི་ཉིད་ལ་ཡང་
64	quote-close	25		རྗེ་བཙུན་སྒྲོལམ་འཕྲིན་ལས་ཀྱི་ལྷ་ཡིན་པས་རྒྱལ་བའི་འཕྲིན་ལས་དར་ཞིང་རྒྱས་པའི་ཆེད་དུ་
65	line-end	24		རབ་འབྱམས་རྒྱལ་བ་ཀུན་གྱི་མཁྱེན་བརྩེ་རྣམས་།། མཇས་སྡུལ་ལྷ་མོའི་གཟུགས་ཀྱིས་ངོམ་པ་གང་
66	verse-stanza	32		མང་གང་ལྗོན་པ་བསྐྱོད་པའི་ཟློས་གརལ།།↵དད་པའི་འདྲེན་བྱེད་བུང་བ་རབ་བཀོད་དེ། །↵ཉི་ཤུ་ཙ
67	terminal-particle	66		མཐའ་དག་འགྲོ་འདི་རྒྱལ་ཡུམ་དེབ་མ་དེའི།། དྲིན་ལས་ཆོས་སྐུའི་དཔྱིང་ལ་འཁྲིད་གྱུར་ཅིག། 
68	line-end	1		ཤུ།།
SUMMARY	quote-balance	0	MISMATCH	open=0 close=1
