index	trigger	syllables	flag	preview
16	terminal-particle	8		​ ཞེས་པ་འགྱུར་བཅོས་པ་གོ་བདེ་བའོ། །
17	line-end	1		​
18	terminal-particle	21		སྒྲ་ཇི་བཞིན་པ་མ་ཡིན་པ་ནི། འཇིག་རྟེན་གསུམ་མགོན་ཆོས་ཀྱི་སྐུ། །​ དེ་ལས་བྱུང་བ་ནི་གཟ
19	line-end	1		​
20	line-end	44		ཚིགས་བཅད་གཉིས་པ་ཕྱག་འཚལ་སྟོན་ཀའི་སོགས་ལ། སྟོན་ཀའི་ཟླ་བ་ཀུན་ཏུ་གང་བ་སྟེ། །​ཉ་གང་བ
21	terminal-particle	47		སྐར་མ་སྟོང་ཕྲག་མང་པོ་ཚོགས་པ་རྣམས་ཀྱི་སྟེ་ལྟ་བུའམ་དུ་མར་གྱེས་པས་རབ་ཏུ་ཕྱེ་ཞིང་འཕྲ
22	terminal-particle	36		​སྦས་དོན་ནི་སྟོན་ཟླ་ལྟ་བུའི་བྱང་ཆུབ་ཀྱི་སེམས་ནོར་བུ་ནས་སྤྱི་བོའི་བར་འཕོ་མེད་དུ་བ
23	line-end	1		​
24	line-end	38		ཚིགས་བཅད་གསུམ་པ་ཕྱག་འཚལ་གསེར་སྔོ་སོགས་ལ། །​གསེར་གྱི་ཡུ་བ་ཅན་མེ་ཏོག་སྔོ་བ་ཆུ་ལས་ས
25	line-end	7		སྦྱིན་པ་དང་བརྩོན་འགུས་དང་།
26	verse-stanza	13		དཀའ་ཐུབ་སྟེ་ཚུལ་ཁིམས་དང་། །↵​ཞི་བ་སྟེ་ཤེས་རབ་དང་། །
27	terminal-particle	109		​བཟོད་པ་དང་བསམ་གཏན་ཏེ་ཕ་རོལ་ཏུ་ཕྱིན་པ་དྲུག་ལ་མངའ་བརྙེས་པས། ཕར་ཕྱིན་ནི་ཁྱོད་ཀྱི་ས
28	line-end	1		​
29	quote-open	21		ཚིགས་བཅད་བཞི་པ་ཕྱག་འཚལ་དེ་བཞིན་སོགས་ལ། དེ་བཞིན་གཤེགས་པ་རྣམ་པར་སྣང་མཛད་ཀྱི་གཙུག་ག
30	line-end	1		​
31	line-end	49		ཕན་ཡོན་མཐའ་ཡས་པ་དང་ལྡན་ཞིང་མི་མཐུན་པའི་ཕྱོགས་ཐམས་ཅད་ལས་རྣམ་པར་རྒྱལ་བར་བྱེད་པའི་ར
32	terminal-particle	29		ཕ་རོལ་ཏུ་ཕྱིན་པ་བཅུ་མ་ལུས་པར་ཐོབ་པའི། །​རྒྱལ་བའི་སྲས་པོ་ས་བཅུའི་དབང་ཕྱུག་རྣམས་ཀྱ
33	line-end	12		​ཟབ་དོན་ལ་ལུགས་འབྱུང་ལུགས་བཟློག་གི་དགའ་བའི་ས་ནི། །
34	terminal-particle	20		​དཔལ་ལྡན་དེ་བཞིན་ཉིད་གཤེགས་ཤིང་། །​ དེ་བཞིན་སླར་ཡང་གཤེགས་པ་ཉིད། ཅེས་པ་ལྟར་དེ་བཞི
35	line-end	1		​
36	terminal-particle	48		- ཁམས་དང་རླུང་གི་ཚོགས་པ་གཙུག་གཏོར་དུ་ཐིམ་པས་སྤྱང་བྱ་མཐའ་ཡས་པ་ལས་རྣམ་པར་རྒྱལ་ཞིང་
37	line-end	16		​འདི་དང་གོང་གི་སྟོན་ཟླ་སོགས་སྦྱང་བས་ཏིང་ངེ་འཛིན་གི་ཡན་ལག་གོ། །
38	line-end	60		​ཚིགས་བཅད་ལྔ་པ་ཕྱག་འཚལ་ཏུ་ཏྟཱ་ར་སོགས་ལ་ཏུ་ཏྟཱ་རེ་དང་ཧཱུྃ་གི་སྔགས་ཀྱི་སྒྲས་འཇིག་ར
39	terminal-particle	111		འཇིག་རྟེན་བདུན་པོ་ཞབས་ཀྱི་འོག་ཏུ་མནན་པ་ལྟར་དབང་དུ་མཛད་ཅིང་། །​ཁྱོད་ཀྱིས་བྱིན་གྱི
40	line-end	1		​
41	terminal-particle	13		, སྦས་དོན་ནི་ཏུཏྟཱ་ར་ནི་གདུང་པ་སྟེ། གཏུམ་མོའི་མེས་གདུང་བའོ། །
42	terminal-particle	15		​ཧཱུྃ་གི་ཡི་གེ་ནི་མི་ཤིགས་པའི་སྒྲ་སྟེ་གཏུམ་མོ་ལས་བྱུང་བའོ། །
43	line-end	20		​འདོད་པ་ནི་གསང་བའི་འཁོར་ལོ་དང་། །​ཕྱོགས་ནི་དབུ་མའི་ནད་སྟེ་སྒྲ་དེས་གང་བ་དང་། །
44	verse-stanza	17		​ནམ་མཁའ་གང་མ་ནི་བརྗོད་བྲལ་ལོ། །↵​འཇིག་རྟེན་བདུན་ནི་རྩ་འཁོར་ལོ་ལྔ་དང་། །
45	terminal-particle	37		​མེ་རླུང་གི་འཁོར་ལོ་གཉིས་ཏེ་བདུན་གཏུམ་མོ་འབར་བ་ཞུ་པའི་ཀུན་དེས་གང་བ་དང་། །​ཀུན་ད་
46	line-end	1		​
47	line-end	10		ཚིག་བཅད་དྲུག་པ་ཕྱག་འཚལ་བརྒྱ་བྱིན་སོགས་ལ།
48	verse-stanza	25		བརྒྱ་བྱིན་ནི་ལྷའི་འགྲོ་བ་རྣམས་ཀྱི་རྒྱལ་པོའོ། །↵​མེ་ལྷ་ནི་དྲང་སྲོང་གི་གཙོ་བོའོ། །
49	line-end	14		​རླུང་ལྷ་ནི་འཇིག་རྟེན་གཟོའི་གནས་དང་བཀོད་པའི་ཁྱད་པར་བྱེད་པའོ། །
50	verse-stanza	13		​དྲག་པོ་དང་གཏོགས་འདོད་དང་། །↵​དྲང་སྲོང་ཉི་མའི་མདོག་དང་། །
51	line-end	37		​ཕྱྭ་ལ་སོགས་པ་བྱེད་པོའམ་དབང་ཕྱུག་ཏུ་གྲགས་པ་སྣ་ཚོགས་པ་ནི། སྣ་ཚོགས་དབང་ཕྱུག་སྟེ། འ
52	terminal-particle	18		འབྱུང་པོ་ནི་ཚོགས་ཀྱི་བདག་པོ་ལ་སོགས་པ་བགེགས་དང་ལོགས་པར་འདྲེན་པ་རྣམས་སོ། །
53	terminal-particle	39		​རོ་ལངས་ནི་རོ་ལངས་ཀྱི་ལས་བྱེད་པས་ལས་ཀྱི་མིང་བྱེད་པ་པོ་ལ་བཏགས་པ་སྟེ། །​ལྷའི་སྲིན་
54	terminal-particle	61		​དྲི་ཟ་ནི་སྣ་ཚོགས་ཤིང་རྟ་ལ་སོགས་པ་རྣམས་དང་། གནོད་སྦྱིན་ནི་རྣམ་ཐོས་བུ་ལ་སོགས་པ་གཏ
55	line-end	1		​
56	terminal-particle	31		, སྦས་དོན་ནི་བརྒྱ་བྱིན་སོགས་ལྔ་ནི་འབྱུང་བ་ལྔ་སྟེ། བརྒྱ་བྱིན་ནི་ས། མེ་ལྷ་ནི་མེ། ཚ
57	terminal-particle	12		​དེ་ལྟར་ཁམས་ལྔའི་རླུང་ཐིག་ལེར་ཐིམ་པ་ནི་མཆོད་པའོ། །
58	terminal-particle	24		​འབྱུང་པོ་རྩ། རོ་ལངས་ཐིག་ལེ། དྲི་ཟ་རླུང་། གནོད་སྦྱིན་རྣམ་རྟོག་སྟེ། དེ་དག་ཀྱང་ཐིག
59	line-end	8		​འདིས་ནི་འཇིག་པའི་ཡན་ལག་བསྟན་ནོ།
60	quote-open	33		ཚིག་བཅད་བདུན་པ་ཕྱག་འཚལ་ཏྲཊ་ཅེས་སོགས་ལ་ཏཊ་དང་ཕཊ་ཀྱི་གསང་སྔགས་ལ་སོགས་པ། འཕགས་མ་སྒྲ
61	line-end	22		​དྲག་པོའི་ལས་སྣ་ཚོགས་པར་བྱེད་པར་འགྱུར་ལ། དེ་ཡང་གཞན་ལ་ཕན་པའི་ཕྱིན་གདུལ་དཀའ་འདུལ་བ
62	verse-stanza	17		​གནོད་པའི་སྦྱོར་བ་ནི་མ་ཡིན་ནོ། །↵​རིག་སྔགས་དེ་ལྟ་བུའི་ཁད་པར་འགའ་ཞིག་ལས། །
63	line-end	19		​ཕ་རོལ་པོའི་བྱད་མ་རྣམས་ཀྱི་འཁྲུལ་འཁོར་དང་སྔགས་ཀྱི་སྟོབས་བཟློག་ཅིང་འཇོམས་པ་དང་།
64	line-end	5		ཁྲོ་མོའི་སྐུར་བསྟན་ཏེ།
65	verse-stanza	16		གཡས་བསྐུམ་གཡོན་བརྐྱང་ལ་སོགས་པའི་ཞབས་ཀྱིས། །↵​གདུག་པ་ཅན་རྣམས་མནན་པའི་ཚུལ་གྱིས། །
66	terminal-particle	47		​རིམས་དང་ནད་ཡམས་ལ་སོགས་པ་ཞི་བར་མཛད་ཅིང་། ཁྲོ་བས་འཁྲུགས་པའི་སྐུ་ལས་མེ་འབར་ཞིང་ཤིན
67	line-end	1		​
68	verse-stanza	17		, སྦས་དོན་ནི་ཏྲཊ་ཅེས་པ་ནི་དལ་བ། །↵​ཕཌ་ནི་འགས་པ་སྟེ་རྣམ་རྟོག་འཇོམས་པའོ། །
69	terminal-particle	67		​ཕ་རོལ་ལས་དང་ཉོན་མོངས་པའི་འཁུལ་འཁོར་དུས་སྦྱོར་བཅུ་གཉིས་ཀྱི་རླུང་སོགས་འགགས་པ་དང་།
70	terminal-particle	34		​དེ་ལས་གཏུམ་མོའི་མེ་འབར་བ་དང་། ཧཾ་ཡིག་ཞུ་བའི་ཆུ་འཁྲུགས་པ་དང་། སླར་ཡང་ཤིན་ཏུ་འབར་
71	line-end	1		​
72	line-end	37		ཚིག་བཅད་བརྒྱད་པ་ཕྱག་འཚལ་ཏུ་རེ་སོགས་ལ་ཨོཾ་ཏུ་རེ་སོགས་ཀྱི་རིག་སྔགས་ཟློས་པའི་མཐུས། 
73	line-end	13		དེས་ནི་བདུད་ཀྱི་དཔའ་བོ་སྟེ་དམག་དཔོན་རྣམས་འཇོམས་ཤིང་། །​
74	line-end	11		ཞལ་རས་ཆུ་སྐྱེས་ཁོ་གཉེར་དང་ལྡན་པར་མཛད་པས། །
75	verse-stanza	15		​བསྟན་པ་ལ་སྡང་བ་དང་། །↵​སེམས་ཅན་མང་པོ་ལ་འཚེ་བ་དང་། །
76	terminal-particle	23		​སྒྲུབ་པ་པོ་ལ་བར་དུ་གཅོད་པའི་དགྲ་རྣམས་གསོད་པ་མ་སྟེ། འཆི་བའམ་གནོད་པའི་བསམ་སྦྱོར་མ
77	line-end	1		​
78	terminal-particle	19		- དེའི་ནང་གི་དོན་ལ། བདུད་ཀྱི་དཔའ་བོ་འཇོམས་པ་ནི་ཕྱོགས་ལས་རྣམ་པར་རྒྱལ་བའི་སྤྱོད་པའ
79	terminal-particle	41		​ཁྲོ་གཉེར་ནི་ལྷའི་ཆས་སུ་ཞུགས་པ་མཚོན་ཏེ། དེས་ཀྱང་ཡེ་ཤེས་ཀྱི་སྐུ་གྲུབ་པ་མཚོན་པ་ཡིན
80	terminal-particle	36		​ཡེ་ཤེས་དང་ཡེ་ཤེས་ཀྱི་སྐུ་དེ་གཉིས་ཀྱིས་དགྲ་བོ་སྟེ་སྒྲིབ་པ་མ་ལུས་པ་བཅོམ་ནས། །​ཏུ་
81	terminal-particle	21		​འདི་ནི་ཏིང་ངེ་འཛིན་གྱི་ཡན་ལག་གྱི་འབྲས་བུ་ཀུན་ཏུ་འོད་ལ་སོགས་པའི་ས་བཅུ་གཉིས་སོ། །
82	line-end	1		​
83	line-end	103		ཚིགས་བཅད་དགུ་པ་ཕྱག་འཚལ་དཀོན་མཆོག་སོགས་ལ། དཀོན་མཆོག་གསུམ་མཚོན་པར་བྱེད་པ་ཨུཏྤ་ལའི་
84	terminal-particle	33		ཕྱོགས་ཀྱི་འཁོར་ལོ་སྟེ་ཕྱོགས་བཅུའི་ཞིང་ཁམས་མ་ལུས་པ། རང་གི་སྐུ་ལས་བྱུང་བའི་འོད་ཟེར
85	terminal-particle	23		​དེ་ཉིད་རྗེས་འཇུག་ལ་ནི། ཕྱག་རྒྱ་དེས་སྤྱན་དྲངས་ན་ཕྱོགས་བཅུའི་ཞིང་ནས་འོད་ཟེར་འཕོ་ཞ
86	line-end	1		​
87	terminal-particle	72		, སྦས་དོན་ནི། དཀོན་མཆོག་གསུམ་མཚོན་ནི་ཁུ་རྡུལ་རླུང་གསུམ་སྟེ། གཅིག་ཏུ་འདུས་པས་སོར་
88	line-end	1		​
89	verse-stanza	20		ཚིགས་བཅད་བཅུ་པ་ཕྱག་འཚལ་རབ་ཏུ་སོགས་ལ། །↵​འགྲོབ་རྣམས་རབ་ཏུ་དགའ་བ་བསྐྱེད་པའི་སྐུ་དང
90	line-end	21		​བརྗོད་ཅིང་མཛེས་པས་དབུ་རྒྱན་གི་ནོར་བུ་ལས་འོད་ཟེར་གྱི་ཕྲེང་བ་སྤེལ་ཞིང་འཕྲོ་བ་མདང་
91	terminal-particle	54		བཞད་པ་དང་རབ་ཏུ་ཆེར་བཞད་པ་དང་། །​ཨོཾ་ཏུཏྟཱ་རེ་ལ་སོགས་པའི་སྔགས་ཀྱི་སྒྲས་འཇིག་རྟེན་
92	line-end	1		​
93	line-end	82		སྦས་དོན་ནི། རབ་ཏུ་དགའ་བ་ལྷན་ཅིག་སྐྱེས་པའི་གཟི་བརྗིད་ཀྱི་འོད་ཟེར་ཀྱི་དབུ་ལ་བརྒྱན་
94	terminal-particle	64		ཚིགས་བཅད་བཅུ་གཅིག་པ་ཕྱག་འཚལ་ས་གཞི་སོགས་ལ་ལྷ་མོ་གང་གི་རིག་སྔགས་ཀྱིས་ས་གཞི་སྐྱོང་བ
95	line-end	1		​
96	quote-open	18		ཁྲོ་གཉེར་གཡོ་བ་སྟེ་ཁྲོ་མོའི་རིག་སྔགས་ཧཱུྃ་གི་ཡི་གེ་དང་བཅས་པའི་མཐུ་ལས། །
97	terminal-particle	42		​འགྲོ་བ་ཕོངས་བ་རྣམས་ཐམས་ཅད་དབུལ་ཞིང་ཕོངས་པའི་སྡུག་བསྔལ་མ་ལུས་པ་ལས་སྒྲོལ་ཞིང་ཞི་བ
98	line-end	1		​
99	line-end	44		སྦས་དོན་ནི། ས་གཞི་སྐྱོང་བ་ས་འོག་གི་བདག་པོའི་སྒྲས། རྡུལ་གི་དངས་མ། གཙུག་ཏོར་ནས་ནོར
100	verse-stanza	14		སྨིན་མཚམས་ཀྱི་ཐིག་ལེ་བརྒྱུད་དེ། །↵​གཙུག་ཏོར་གི་བར་དུ་བརྟན་པ་ནི། །
101	terminal-particle	17		​ནམ་མཁའི་མཛོད་ལ་སོགས་པའི་ཏིང་ངེ་འཛིན་སྒྲུབ་པའི་ཕྱིར་ཕོངས་པ་ལས་གྲོལ་བའོ། །
102	terminal-particle	22		​འདི་ནི་ཏིང་ངེ་འཛིན་གི་ཡན་ལག་གི་ཁད་ཆོས་དཀར་དམར་གི་འགྲོད་པ་སྟེང་འོག་ཏུ་འགག་ཚུལ་ལོ
103	line-end	1		​
104	quote-open	83		ཚིགས་བཅད་བཅུ་གཉིས་པ་ཕྱག་འཚལ་ཟླ་བའི་སོགས་ལ། ཟླ་བའི་དུམ་བུ་ནི་ཟླ་བ་ཕྱེད་པས་དབུ་བརྒ
105	terminal-particle	20		རྟག་ཏུ་རྒྱུན་མི་འཆད་པར་ཤིན་ཏུ་འོད་རབ་བྱེད་མ་སྟེ། འོད་ཀྱི་སྣང་བས་གསལ་བར་བྱེད་པའོ།
106	line-end	1		​
107	terminal-particle	25		, སྦས་དོན་ནི། གོང་སྔ་མའི་འཕྲོས་དེ་ཉིད་ལ་སྦྱར་ཏེ། ཟླ་བའི་དུམ་བུའི་དབུ་རྒྱན་ནི་བྱང
108	terminal-particle	49		​རལ་པའི་ཁྲོད་གནས་ནི་གྲིབ་མའི་ཚུལ་དུ་སྤྱི་བོར་བརྟན་པ། འོད་དཔག་མེད་ནི་དམར་ཆའི་དངས་
109	line-end	1		​
110	line-end	31		ཚིགས་བཅད་བཅུ་གསུམ་པ་ཕྱག་འཚལ་བསྐལ་པ་སོགས་ལ། །​བསྐལ་པ་ཐ་མ་སྟེ། །​འཇིག་དུས་ཀྱི་མེ་ལ
111	line-end	53		ནང་ཟག་མེད་ཀྱི་དགའ་བ་ལས་མ་གཡོས་བཞིན་དུ། །​གཡས་བརྐྱང་གཡོན་བསྐུམ་སོགས་དྲག་པོའི་སྟངས
112	terminal-particle	92		, ​སྦས་དོན་ནི། གཏུམ་མོ་ཡེ་ཤེས་ཀྱི་མེ་དུས་མཐའི་མེ་འབར་བ་ལྟ་བུ་སྟེ། ལུས་དང་སྣང་བ་ཐ
113	line-end	1		​
114	terminal-particle	31		ཚིགས་བཅད་བཅུ་བཞི་པ་ཕྱག་འཚལ་ས་གཞི་སོགས་ལ། རི་རབ་གླིང་དང་བཅས་པའི་ས་གཞི་ཆེན་པོའི་ངོ
115	line-end	7		​ཞབས་ཀྱིས་རྡུང་མ་ལས་དང་།
116	terminal-particle	55		ཞལ་རས་ཁོ་གཉེར་ཅན་དུ་མཛད་ཅིང་ཁྲོ་བའི་ཤུགས་ཀྱིས་ཧཱུྃ་ཞེས་ཤངས་ནས་འཇིགས་པའི་སྒྲ་བསྒྲ
117	line-end	1		​
118	terminal-particle	29		, དེ་ལས་འོག་བདུན་ནི། ས་གཞི་ཆེན་པོ་འདི་ཉིད་ལ། འོག་ཏུ་ཐོག་ཕུགས་རིམ་པ་བདུན་བཞིན་དུ་
119	terminal-particle	23		​ཁ་ཅིག་ནི་རི་རབ་ཀྱི་རྩེ་མོའི་ཁོངས་སེང་ནས་ཐུར་དུ་གཞལ་བ་ཡིན་ཟེར་ཡང་མི་ལེགས་པར་མངོན
120	terminal-particle	28		​དེ་ཡང་གཞི་དང་། ལྷག་པའི་གཞི་དང་། གཞི་མེད་པ་དང་། གཞི་ཉིད་དང་བཅུད་ཀྱི་གཞི་དང་། གཞི
121	terminal-particle	9		​ས་འོག་གི་འཇིག་རྟེན་ཆེན་པོ་རྣམས་སོ། །
122	line-end	1		​
123	terminal-particle	35		, སྦས་དོན་ནི། ས་གཞིའི་ངོས་ནི་ལྟེ་བའི་དཀྱིལ་འཁོར་ཏེ། དེ་ལ་གཏུམ་མོ་ཡེ་ཤེས་ཀྱི་མེ་ང
124	terminal-particle	52		​དེ་ཡང་ས་འོག་བདུན་ཏེ། དབུ་མའི་མས་སྣ་ན་ཚངས་པའི་མེ་སྤུལ་ལྟར་འཁིལ་བ་ལན་བདུན་པ། རབ་ཏ
125	line-end	1		​
126	line-end	104		ཚིགས་བཅད་བཅོ་ལྔ་པ་ཕྱག་འཚལ་བདེ་མ་སོགས་ལ། བཅོམ་ལྡན་འདས་མ་ཉིད་རྟག་ཏུ་བདེ་བ་དང་། དགེ
127	terminal-particle	41		གཞན་ཡང་ལྷ་མོ་ཉིད་ཀྱིས་གསུངས་པའི་རིག་སྔགས་སྭཱ་ཧཱ་དང་ཨོཾ་དང་ཡང་དག་པར་ལྡན་བདག་བཟླས་
128	terminal-particle	43		​འདིས་ཞི་བའི་ལས་ཀྱི་མཐའ་བསྒྱུར་བའི་སྔགས་སྭཱ་ཧཱ་ར་བཤད་ཅིང་། གོང་དུ་ཟློག་པ་ལ་ཏྲཊ་ད
129	line-end	1		​
130	terminal-particle	44		, འདིའི་ངེས་པའི་དོན་མཐར་ཐུག་པ་ནི། བདེ་མ་ནི་སོར་རྟོག་ཡེ་ཤེས། དགེ་མ་ནི་མེ་ལོང་ཡེ་ཤ
131	terminal-particle	35		​གསུང་གཞོམ་མེད་ཀྱི་སྒྲ་རིག་སྔགས་ཨོཾ་དང་སྭཱ་ཧཱ་ས་མཚོན་པ་མཐའ་ཡས་པར་ཤར་བས། སྡིག་པ་ཞ
132	line-end	1		​
133	line-end	71		ཚིགས་བཅད་བཅུ་དྲུག་པ་ཕྱག་འཚལ་ཀུན་ནས་སོགས་ལ། །​གྲུབ་པ་རིག་པ་འཛིན་པ་དང་། །​བྱང་ཆུབ་
134	terminal-particle	35		ཡི་གེ་བཅུ་པའི་ངག་སྟེ་སྔགས་ཀྱི་བཀོད་པ་ལས་བྱུང་བའི་ལྷ་མོ་ཁྱོད། རིག་པ་སྟེ་རིག་སྔགས་
135	terminal-particle	20		​འདིས་ནི་སྒྲོལ་མ་ཁྲོ་མོ་ལ་ས་བོན་ཧཱུྃ་དང་བསྙེན་པའི་སྔགས་ཡི་གེ་བཅུ་པར་བསྟན་ནོ། །
136	line-end	1		​
137	terminal-particle	31		, ངེས་དོན་ནི། །​ སྟོང་གཟུགས་ཕྱག་རྒྱ་ཆེན་པོའི་འོད་ཟེར་གྱིས་བསྐོར་བའི་རབ་དགའ་སྟེ་ག
138	terminal-particle	27		​ཅེས་པ་བསམ་གཏན་གྱི་ཡན་ལག་དང་། །​ཡི་གེ་བཅུ་ནི་གཡས་གཡོན་གི་དཀྱིལ་འཁོར་བཅུའི་ཆ་ཤས་འ
139	terminal-particle	39		​དེ་ཡང་ཡི་གེས་རླུང་མཚོན་ཞིང་། ཡི་གེའི་སྐད་དོད་ཨ་ཀྵར་འགྱུར་བ་མེད་པ་སྟེ། ཆོས་དབྱིང
140	line-end	1		​
141	terminal-particle	30		རིག་པ་ཧཱུྃ་གི་བརྡས་ནི། ཧཱུྃ་ཆ་ལྔ་པས་ཡེ་ཤེས་ལྔ་མཚོན་ཏེ་ཡེ་ཤེས་ལྔའི་རང་བཞིན་གི་ཐིག
142	terminal-particle	21		​དེ་ཡང་རྟགས་བཅུ་པོ་དེ་དག་གི་ཆོས་སུ་འཇོག་སྟེ་རླུང་དབུ་མར་བཀང་བ་ལས་བྱུང་བས་སོ། །
143	terminal-particle	32		​དེ་ལ་མཉམ་པར་འཇོག་པ་ནི་དོན་དམ་པའི་རིག་སྔགས་ཆེན་པོ་སྟེ་སྒྲོན་མ་ནི་སྟོང་གཟུགས་ཀྱི་
144	line-end	1		​
145	line-end	36		ཚིགས་བཅད་བཅུ་བདུན་པ་ཕྱག་འཚལ་ཏུ་རེ་སོགས་ཀྱི་དོན་ནི། ཏུ་རེ་ཞེས་པ་མྱུར་མ་སྟེ། འགོ་བ
146	terminal-particle	47		རིའི་རྒྱལ་པོ་རི་རབ་དང་། མནྡ་ར་ཞེས་བྱ་བའི་ར་དང་། རི་བོ་གངས་ཅན་ཞེས་བྱ་བ་དང་དབང་ཕྱུ
147	line-end	1		​
148	quote-open	5		བོད་དཔེ་ཕལ་ཆེར་ལས།
149	terminal-particle	54		འབིགས་བྱེད་ཅེས་འབྱུང་བ་ལྟར་ན། རིའི་རྒྱལ་པོ་འབིགས་བྱེད་དེ། གཞུང་འདིའི་རྒྱ་སྐད་མཐོ
150	line-end	1		​
151	terminal-particle	14		, ཧཱུྃ་གི་རྣམ་པའི་ཅེས་པ་ཧཱུྃ་ཀ་རེ་སྟེ་ཧཱུྃ་གི་ཡི་གེའོ། །
152	terminal-particle	23		​འཇིག་རྟེན་གསུམ་ན་ཞེས་པ་གཉིས་པའི་དོན་ལ་བདུན་པའི་ཚིག་སྟེ་གསུམ་པོ་ལ་གཡོ་བའི་བྱེད་པ
153	line-end	53		​འཇིག་རྟེན་གསུམ་སྐྱོད་པར་གྱུར་ན། རི་རབ་སོགས་སྨོས་པས་ཅི་ཞིག་བྱ་ཞེ་ན། སྤྱིར་འཇིག་ར
154	line-end	65		, ​སྦས་དོན་ནི། རི་རབ་ནི་ཚངས་པའི་རུས་པ། རི་གཞན་གཉིས་ནི་ཡིད་བཟང་མ་དང་དུང་ཅན་མ། གཡོ
155	line-end	43		​ཚིགས་བཅད་བཅོ་བརྒྱད་པ་ཕྱག་འཚལ་ལྷའི་སོགས་ལ། ལྷའི་མཚོ་སྟེ། ཡིད་ཀྱི་མཚོའམ་རིང་བུ་དལ
156	terminal-particle	35		དེའི་རིག་སྔགས་ཧ་ར་ཞེས་པ་ལན་གཉིས་བརྗོད་ཅིང་། མཐའ་བརྟེན་ཕཊ་ཀྱི་ཡི་གེ་དང་བཅས་པའི་སྔ
157	terminal-particle	27		​འདིས་ནི་ཟླ་བ་འཛིན་པའི་སྐུ་སྒོམས་ཏེ། སྔགས་ཀྱི་ཁྱད་པར་དེ་བཟླས་པས་སྤྲུལ་ལ་སོགས་པའི
158	terminal-particle	46		​ཧ་ར་ལན་གཉིས་བརྗོད་པའི་སྔགས་ནི། ཨོཾ་ན་མཿཏཱ་རེ་ན་མོ་ཧ་རེ་ཧཱུྃ་ཧ་རེ་སྭཱ་ཧཱ། ཞེས་པ་
159	terminal-particle	8		​ཞེས་པ་ནི་རྗེས་འཇུག་གི་གདོན་ནོ། །
160	line-end	1		​
161	terminal-particle	54		ངེས་པའི་དོན་དུ་ནི། ལྷ་ནི་ལུས་ལས་བྱུང་བ་སྟེ། དེའི་མཚོ་ནི་ལྷན་ཅིག་སྐྱེས་པའི་བདེ་བ་
162	line-end	37		​དེ་འདྲ་བའི་བདེ་སྟོང་གཉིས་སུ་མེད་པ་དེས་ནི། ཧ་ར་ཏེ་འཕྲོག་པ། ལན་གཉིས་བརྗོད་པའི་བརྡ
163	terminal-particle	50		​ཚིགས་བཅད་བཅུ་དགུ་པ་ཕྱག་འཚལ་ལྷའི་ཚོགས་རྣམས་སོགས་ལ། །​ལྷའི་ཚོགས་པ་སྟེ་འདོད་པའི་ཁམ
