index	trigger	syllables	flag	preview
63	line-end	9		ས་བཅུ་ནི། ས་དང་པོ་རབ་ཏུ་དགའ་བ།
64	ordinal-open	6		གཉིས་པ་དྲི་མ་མེད་པ།
65	ordinal-open	5		གསུམ་པ་འོད་བྱེད་པ།
66	ordinal-open	5		བཞི་པ་འོད་འཕྲོ་བ།
67	ordinal-open	5		ལྔ་པ་སྦྱངས་དཀའ་བ།
68	ordinal-open	6		དྲུག་པ་མངོན་དུ་གྱུར་པ།
69	ordinal-open	6		བདུན་པ་རིང་དུ་སོང་བ།
70	ordinal-open	5		བརྒྱད་པ་མི་གཡོ་བ།
71	ordinal-open	6		དགུ་པ་ལེགས་པའི་བློ་གྲོས།
72	ordinal-open	56		བཅུ་པ་ཀྱི་སྤྲིན་ནོ། ཕ་རོལ་ཕྱིན་པ་བཅུ་ནི། སྦྱིན་པ་དང་། ཚུལ་ཁྲིམས་དང་། བཟོད་པ་དང་།
73	line-end	96		གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་དམིགས་པ་ནི། པདྨ་དང་ཟླ་བའི་གདན་སྟེང་དུ་གཙུག་ཏོར་རྣམ་པར
74	line-end	70		གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཟབ་དོན་གསང་ལམ་ལྟར་ན་དེ་བཞིན་གཤེགས་པ་ནི་དགའ་
75	line-end	1		,
76	ordinal-open	118		བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ནི། དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་ནི་ཐེག་པ་རིམ་དགུའ
77	line-end	9		ལྔ་པ་དབང་སྡུད་རིགས་བྱེད་ལྷ་མོ་ནི།
78	line-end	30		ཕྱག་འཚལ་ཏུཏྟཱ་ར་ཧཱུྃ་ཡི་གེས། འདོད་དང་ཕྱོགས་དང་ནམ་མཁའ་གང་མ། འཇིག་རྟེན་བདུན་པོ་ཞབས
79	line-end	93		དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། རིགས་བྱེད་སྒྲོལ་མ་དམར་མོ་སྐུ་མཆོག་ཡིད་ལ་བསམ
80	line-end	54		ཁྱོད་ཀྱིས་འཇིག་རྟེན་བདུན་པོ་ཞབས་ཀྱིས་མནན་པ་ལྟར་དབང་དུ་བསྡུས་ཏེ། འཇིག་རྟེན་གསུམ་ག
81	line-end	61		འཇིག་རྟེན་བདུན་ནི་གྲགས་རྒྱལ་གྱིས་ནི། འགྲོ་བ་རྒྱུད་ལྔ་དང་ཁམས་གོང་མ་གཟུགས་དང་གཟུགས
82	line-end	92		གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་ཟླ་བའི་གདན་གྱི་སྟེང་དུ། རིགས་བྱེད་སྒྲོལ་མ་
83	line-end	1		,
84	ordinal-open	72		གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཏུཏྟཱ་ར་ནི་གདུང་བ་སྟེ་གཏུམ་མོའི་མེའོ། ཧཱུྃ་
85	line-end	55		དེས་ན་ཆོས་ཀྱི་དབྱིངས་ཀྱི་ངོ་བོ་གཏུམ་མོ། མེ་དཔུང་རབ་ཏུ་འབར་བས་བདེ་བའི་རང་གཟུགས་རི
86	line-end	1		,
87	ordinal-open	78		བཞི་པ་མཐར་ཐུག་དོན་རྫོགས་རིམ་མཚན་མེད་ནི། ཏུཏྟཱ་ར་ཧྰུྃ་ནི་གནས་ལུགས་ཆོས་དབྱིངས་བྱང་
88	line-end	91		ཀུན་གཞིའི་རྣམ་ཤེས་གཅིག་བསྡུས་ཏེ་ཡེ་ནས་ཟང་ཐལ་ཀ་དག་ཆོས་དབྱིངས་ཆེན་པོར་གྲོལ་བས་ན་གཟ
89	line-end	13		དྲུག་པ་གདོན་རིགས་རྣམ་པར་འཇོམས་པ་འཇིགས་བྱེད་ཆེན་མོ་ནི།
90	line-end	32		ཕྱག་འཚལ་བརྒྱ་བྱིན་མེ་ལྷ་ཚངས་པ། རླུང་ལྷ་སྣ་ཚོགས་དབང་ཕྱུག་མཆོད་མ། འབྱུང་པོ་རོ་ལངས་
91	line-end	40		དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཤར་གྱི་ཕྱོགས་སྐྱོང་ལྷའི་དབང་པོ་བརྒྱ་བྱིན་དང
92	line-end	89		ནུབ་བྱང་གི་བཟོ་དང་བཀོད་པའི་ཁྱད་པར་བྱེད་པ་པོ་ལྷ་དང་། སྣ་ཚོགས་དབང་ཕྱུག་ནི་ལྷོ་ཕྱོག
93	line-end	63		གཞན་ཡང་འབྱུང་པོ་ནི་བྱང་ཤར་དབང་ལྡན་གྱི་འཁོར་ཚོགས་ཀྱི་བདག་པོ་སོགས་བགེགས་དང་ལོག་འདྲ
94	line-end	65		གནོད་སྦྱིན་ནི་རྣམ་ཐོས་སྲས་སོགས་བྱང་ཕྱོགས་ནོར་གཏེར་བདག་པོ་ཚོགས་རྣམས་དང་བཅས་པ་སྟེ།
95	line-end	105		གཉིས་པ་སྤྱིའི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་དུ་འཇིགས་བྱེད་ཆེན
96	line-end	45		གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། བརྒྱ་བྱིན་ནི་ས་དང་། མེ་ལྷ་མེ་དང་། ཚངས་པ་
97	line-end	47		འབྱུང་པོ་རྩ་དང་། རོ་ལངས་ཐིག་ལེ་དང་། དྲི་ཟ་རླུང་དང་། གནོད་སྦྱིན་རྣམ་རྟོག་སྟེ། དེ་
98	line-end	1		,
99	ordinal-open	69		བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། ཡེ་ནས་འབྱུང་བ་ཆེན་པོ་ལྔ་དང་། དེ་ལས་ཕུང་པོ
100	line-end	78		རང་བྱུང་ཡེ་ཤེས་ཉག་གཅིག་གི་ཀློང་དུ་གདོད་ནས་འབྱུང་བ་ལྔ་ཡུམ་ཆེན་མོ་ལྔ། ཕུང་པོ་ལྔ་རྒ
101	line-end	16		བདུན་པ་དམག་དང་ཐོག་སེར་འཇོམས་མ་གཏུམ་མོ་གཞན་གྱིས་མི་ཐུབ་མ་ནི།
102	line-end	31		ཕྱག་འཚལ་ཏྲཊ་ཅེས་བྱ་དང་ཕཊ་ཅེས། ཕ་རོལ་འཕྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ། གཡས་བསྐུམ་གཡོན་བརྐ
103	line-end	74		དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཞི་བས་གདུལ་བར་མི་ནུས་པའི་སེམས་ཅན་རྣམས་ལ་གཞན
104	line-end	92		ཤེས་རབ་སྟོང་པ་ཉིད་དང་། དམིགས་མེད་སྙིང་རྗེ་ཆེན་པོས་སྲིད་ཞིའི་མཐའ་ལ་མི་གནས་པའི་བརྡ
105	line-end	1		,
106	ordinal-open	69		གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་ལ་གཏུམ་མོ་གཞན་གྱིས་མི་ཐུབ་མ།
107	line-end	55		གཡོན་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱ། སྙན་ཐད་ཨུཏྤལ་ཁ་བྱེ་བ་ཟེའུ་འབྲུའི་སྟེང་ན། རལ་གྲ
108	line-end	1		,
109	ordinal-open	72		གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། ཏྲཊ་ཅེས་དྲལ་བ་དང་། ཕཊ་ཅེས་གཅོད་པའམ་འགས་པ
110	line-end	92		དེ་གཉིས་དབུ་མའི་ཞབས་འོག་ཏུ་མནན་པ་ནི་དེ་གཉིས་ཀྱི་གཟུང་འཛིན་ལས་རླུང་དབུ་མར་བཀག་པར་
111	line-end	1		,
112	ordinal-open	71		བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ནི། ཏྲཊ་ཅེས་བྱ་བ་དང་ཕཊ་ཅེས་བྱ་བའི་སྒྲས་འཁོར་འདས་
113	line-end	66		འཁོར་བ་རུ་ལོག་འཁོར་བ་དོང་སྤྲུགས་ཀྱི་དྲག་ཤུལ་སྤྱོད་པའི་མེ་དཔུང་རབ་ཏུ་འབར་བས་སྲིད་
114	line-end	17		བརྒྱད་པ་གཞན་རྒོལ་མཚངས་འབྲུ་གཞོམ་པའི་སྒྲོལ་མ་གཞན་མི་རྒྱལ་བའི་དཔའ་མོ་ནི།
115	line-end	31		ཕྱག་འཚལ་ཏུ་རེ་འཇིགས་པ་ཆེན་མོ། བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ། ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ
116	line-end	63		དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཏུ་རེ་ཞེས་པ་ནི་མྱུར་མ་ཡིན་པས། གློག་ལྟར་མྱུར
117	line-end	40		བདུད་ཀྱི་དཔའ་བོ་ཤིན་ཏུ་འདུལ་དཀའ་བ་སེར་སྣ་ལ་སོགས་པའི་རྣམ་པར་རྟོག་པ་ཉོན་མོངས་བདུད་
118	line-end	107		ཡིད་འོང་ཆུ་སྐྱེས་ལྟ་བུ་ཞི་བའི་ཞལ་བཟང་བཞད་པ་ལས་ནི། སངས་རྒྱས་བསྟན་པ་དང་། སེམས་ཅན་ལ
119	line-end	1		,,
120	ordinal-open	99		གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་དུ། རྗེ་བཙུན་འཕགས་མ
121	line-end	109		གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་པ་ནི་འཁོར་བ
122	line-end	59		ཡང་གཅིག་ཏུ་ན་བདེ་སྟོང་གཉིས་མེད་ཡེ་ཤེས་ནི་སྐལ་དམན་སྐྲགས་པའི་ཕྱིར་འཇིགས་པ་ཆེན་མའོ།
123	line-end	1		,
124	ordinal-open	56		བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ་དང་། ཆུ་སྐ
125	quote-open	7		འཇམ་དཔལ་སྒྱུ་འཕྲུལ་དྲྭ་བ་ལས།
126	line-end	62		སྲོག་ཆེན་པོ་སྟེ་སྐྱེ་བ་མེད། ཞེས་གསུངས་པ་ལྟར། རིག་སྟོང་རང་བྱུང་རྫོགས་པ་ཆེན་པོའི་ཀ
127	line-end	17		དགུ་པ་འཇིགས་པའི་ཚོགས་ཐམས་ཅད་ལས་སྐྱོབ་པའི་སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མ་ནི།
128	line-end	31		ཕྱག་འཚལ་དཀོན་ཅོག་གསུམ་མཚོན་ཕྱག་རྒྱའི། སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ། མ་ལུས་ཕྱོག
129	line-end	54		དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱ་མཛུབ་མོ་དང་གུང་
130	line-end	88		ཕྱོགས་བཅུའི་ཞིང་གི་འགྲོ་བ་མ་ལུས་པ་འཇིགས་པ་ཆེན་པོ་བརྒྱད་ལ་སོགས་པའི་གནོད་པ་ལས་ཕྱོག
131	line-end	79		གཉིས་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་དུ་རྗེ་བཙུན་འཕགས་མ་སྒ
132	line-end	45		འཁོར་ལོ་འོད་ཟེར་འབར་བ་འཁྲུགས་ཤིང་། སྐུ་དང་འཁོར་ལོ་ལས་འོད་ཟེར་འཕྲོས་པས་འཁོར་བའི་འ
133	line-end	8		འཇིགས་པ་བརྒྱད་ཚན་གཉིས་གང་ཞེ་ན།
134	ordinal-open	108		དང་པོ་མ་རིག་པ་ཤུགས་རྒྱས་པས་ལས་རྒྱུ་འབྲས་ཁྱད་གསོད་ལོག་ཤེས་ཆང་གིས་མྱོས་པ་གཏི་མུག་ག
135	line-end	113		ཕན་ཚུན་འཐབ་རྩོད་རང་གཞན་ཆགས་སྡང་གི་གདུང་བས་དགེ་བའི་ནགས་ཚལ་བསྲེགས་པ་ཞེ་སྡང་མེའི་འཇ
136	line-end	92		གཉིས་པ་ཉེ་ཉོན་རྒྱགས་པ་དང་རྣམ་འཚེའི་རྒྱུས་འཕང་པའི་རྒྱལ་པོའི་ཆད་པའི་འཇིགས་པ་དང་། འ
137	line-end	1		,
138	ordinal-open	88		གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། དཀོན་མཆོག་གསུམ་མཚོན་ནི་ཁུ་རྡུལ་རླུང་གསུམ
139	line-end	1		,
140	ordinal-open	86		བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ལྟར་ན། ཡེ་ནས་སྒོ་གསུམ་སྣང་གྲགས་རིག་གསུམ་རྡོ་རྗེ་
141	line-end	17		བཅུ་པ་འཇིག་རྟེན་དབང་དུ་བྱེད་པའི་སྒྲོལ་མ་འཇིག་རྟེན་གསུམ་ལས་རྒྱལ་མ་ནི།
142	line-end	28		ཕྱག་འཚལ་རབ་ཏུ་དགའ་བ་བརྗིད་པའི། དབུ་རྒྱན་འོད་ཀྱི་ཕྲེང་སྤེལ་མ། བཞད་པ་རབ་བཞད་ཏུཏྟཱ་
143	line-end	47		དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། འགྲོ་བ་རྣམས་རབ་ཏུ་དགའ་བ་སྐྱེད་པར་བགྱིད་པའི་
144	line-end	82		གསུང་བཞད་པ་བརྒྱད་ཅན་གྱི་རིག་སྔགས་ཀྱི་སྒྲ་དབྱངས་རབ་ཏུ་བཞད་པའི་སྒྲ་ཏུཏྟཱ་ར་ཡིས་གཞན
145	line-end	61		གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་དུ་རྗེ་བཙུན་འཕགས་མ་
146	line-end	64		སྐུ་དང་རྒྱལ་མཚན་ལས་རབ་ཏུ་འོད་ཟེར་འཕྲོས་པས། འདོད་ལྷ་ཐམས་ཅད་དབང་དུ་བསྡུས་པ་དང་། གས
147	line-end	1		,
148	ordinal-open	120		གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། རབ་ཏུ་དགའ་བ་ལྷན་ཅིག་སྐྱེས་པའི་གཟི་བརྗིད་ཀྱི
149	line-end	1		,
