index	kind	syllables	preview
18	prose	78	, དེའི་དབུས་གཞིའི་རྩ་ཆེན་ཨ་ཝ་ཏི་སྐྱའོ། དེའི་གཡས་སུ་རོ་མ་དཀར་དང་། གཡོན་དུ་རྐྱང་མ་
19	prose	116	བྱང་ཆུབ་སེམས་དང་བརྩོན་འགྲུས་ཀྱིས་གཞུང་བསྲངས། ལམ་ཐབས་དང་ཤེས་རབ་གཉིས་ཀྱི་མིག་མི་ཟུ
20	prose	42	དེའང་ཀུན་མཁྱེན་ཀློང་ཆེན་པས། དེ་ལྟར་ས་བཅུའི་བགྲོད་པ་དེ་དག་ལས། དབུ་མར་རོ་རྐྱང་མདུད
21	prose	84	བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ཨ་ཏི་ཡོ་ག་ལྟར་ན། སྣང་སྲིད་འཁོར་འདས་ལམ་གསུམ་གྱི་ཆ
22	prose	100	ཕྱག་འཚལ་སྒྲོལ་མ་མྱུར་མ་དཔའ་མོ་སྤྱན་ནི་སྐད་ཅིག་གློག་དང་འདྲ་མ་ཞེས་པས་བསྟན་པའོ། ཞེས
23	prose	8	གཉིས་པ་བློ་གཏེར་དབྱངས་ཅན་མ་ནི།
24	prose	30	ཕྱག་འཚལ་སྟོན་ཀའི་ཟླ་བ་ཀུན་ཏུ། གང་བ་བརྒྱ་བརྩེགས་པའི་ཞལ་མ། སྐར་མ་སྟོང་ཕྲག་ཚོགས་པ་ར
25	prose	56	དང་པོ། ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ས་དང་ཆུ་རྡུལ་གྱིས་དབེན་པའི་སྟོན་ཀའི་ཟླ་བ་ཀ
26	prose	109	ཚད་མེད་པའི་མཁྱེན་གཉིས་སྐར་མ་སྟོང་ཕྲག་འཚོགས་པ་ལྟ་བུ་རྣམས་ཀྱིས་རབ་ཏུ་རྣམ་པར་ཕྱེ་བ་
27	prose	90	གཉིས་པ་སྤྱིའི་དོན་བསྐྱེད་རིམ་ལྟར་བཤད་ན། རང་ཉིད་མཁའ་འགྲོ་ཡེ་ཤེས་མཚོ་རྒྱལ་གསལ་བའི་
28	prose	72	སེམས་ཅན་ཐམས་ཅད་ཀྱི་རྨོངས་པ་མ་རིག་པའི་མུན་པ་ལྷག་མེད་དུ་སྐད་ཅིག་གིས་སེལ་བར་བྱེད་པའ
29	prose	69	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། སྟོན་ཟླ་ལྟ་བུའི་བྱང་ཆུབ་སེམས་སྤྱི་བོ་ནས་ནོར
30	prose	128	, བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ལྟར་ན། ངེས་དོན་རིག་སྟོང་བྱང་ཆུབ་སེམས་རང་བྱུང་ག
31	prose	9	གསུམ་པ་སེར་མོ་བསོད་ནམས་སྟོབས་བསྐྱེད་ནི།
32	prose	30	ཕྱག་འཚལ་གསེར་སྔོ་ཆུ་ནས་སྐྱེས་ཀྱི། པདྨས་ཕྱག་ན་རྣམ་པར་བརྒྱན་མ། སྦྱིན་པ་བརྩོན་འགྲུས
33	prose	46	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། སྐུ་མདོག་འཛམ་བུའི་ཆུ་བོའི་གསེར་ལྟར་སེར་ལ་མཛ
34	prose	105	རྒྱུ་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་། དེ་བཞིན་དུ་བརྩོན་འགྲུས་དང་། དཀའ་ཐུབ་སྟེ་ཚུལ་
35	prose	46	དེ་ལ་དབང་བཅུ་གང་ཞེ་ན། ཚེ་ལ་དབང་ཐོབ་པ་དང་། སེམས་ལ་དབང་ཐོབ་པ་དང་། དེ་བཞིན་དུ། ཡོ་བ
36	prose	102	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། གདན་པདྨ་དང་ཟླ་བའི་སྟེང་དུ་སེར་མོ་བསོད་ནམས་མཆོག
37	prose	75	, གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཆུ་སྐྱེས་གསང་བའི་པདྨ་དང་། ཕྱག་སྒྲ་ནི་རྡོ་
38	prose	81	, བདེ་བ་ལ་བདག་འཛིན་བྲལ་བའི་སྦྱིན་པ་སྟེ་ཕ་རོལ་ཕྱིན་པ་དྲུག་པོ་ཚང་བའི་རྒྱལ་སྲས་བྱང་
39	prose	68	, བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ལྟར་ན། པདྨ་ལྟར་གཟུང་འཛིན་དྲི་མ་རང་གར་སངས་པའི་ཡ
40	prose	50	དེའང་ཚངས་པ་ཁྱད་པར་སེམས་ཀྱིས་ཞུས་པའི་ཐེག་པ་ཆེན་པོའི་མདོ་ལས། མི་འཛིན་པ་ནི་སྦྱིན་པའ
41	prose	13	བཞི་པ་འཆི་མེད་ཚེ་སྒྲུབ་གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མ་ནི།
42	prose	31	ཕྱག་འཚལ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར། མཐའ་ཡས་རྣམ་པར་རྒྱལ་བར་སྤྱོད་མ། མ་ལུས་ཕ་རོལ་ཕ
43	prose	24	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་ལས་རིག་སྔགས་ཡེ་ཤ
44	prose	27	དགེ་བའི་མི་མཐུན་པའི་ཕྱོགས་ལས་དང་ཉོན་མོངས་པ་མཐའ་ཡས་པ་ལས་རབ་ཏུ་རྣམ་པར་རྒྱལ་བར་སྤྱོ
45	prose	91	ས་བཅུ་ལམ་ལྔའི་སྤངས་རྟོགས་མ་ལུས་པའི་ཡོངས་སུ་རྫོགས་པས་ཉོན་མོངས་དང་ཤེས་བྱའི་སྒྲིབ་ག
46	prose	100	ས་བཅུ་ནི། ས་དང་པོ་རབ་ཏུ་དགའ་བ། གཉིས་པ་དྲི་མ་མེད་པ། གསུམ་པ་འོད་བྱེད་པ། བཞི་པ་འོད་
47	prose	96	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་དམིགས་པ་ནི། པདྨ་དང་ཟླ་བའི་གདན་སྟེང་དུ་གཙུག་ཏོར་རྣམ་པར
48	prose	70	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཟབ་དོན་གསང་ལམ་ལྟར་ན་དེ་བཞིན་གཤེགས་པ་ནི་དགའ་
49	prose	118	, བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ནི། དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར་ནི་ཐེག་པ་རིམ་དག
50	prose	9	ལྔ་པ་དབང་སྡུད་རིགས་བྱེད་ལྷ་མོ་ནི།
51	prose	30	ཕྱག་འཚལ་ཏུཏྟཱ་ར་ཧཱུྃ་ཡི་གེས། འདོད་དང་ཕྱོགས་དང་ནམ་མཁའ་གང་མ། འཇིག་རྟེན་བདུན་པོ་ཞབས
52	prose	93	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། རིགས་བྱེད་སྒྲོལ་མ་དམར་མོ་སྐུ་མཆོག་ཡིད་ལ་བསམ
53	prose	54	ཁྱོད་ཀྱིས་འཇིག་རྟེན་བདུན་པོ་ཞབས་ཀྱིས་མནན་པ་ལྟར་དབང་དུ་བསྡུས་ཏེ། འཇིག་རྟེན་གསུམ་ག
54	prose	61	འཇིག་རྟེན་བདུན་ནི་གྲགས་རྒྱལ་གྱིས་ནི། འགྲོ་བ་རྒྱུད་ལྔ་དང་ཁམས་གོང་མ་གཟུགས་དང་གཟུགས
55	prose	92	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་ཟླ་བའི་གདན་གྱི་སྟེང་དུ། རིགས་བྱེད་སྒྲོལ་མ་
56	prose	72	, གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཏུཏྟཱ་ར་ནི་གདུང་བ་སྟེ་གཏུམ་མོའི་མེའོ། ཧཱུ
57	prose	55	དེས་ན་ཆོས་ཀྱི་དབྱིངས་ཀྱི་ངོ་བོ་གཏུམ་མོ། མེ་དཔུང་རབ་ཏུ་འབར་བས་བདེ་བའི་རང་གཟུགས་རི
58	prose	78	, བཞི་པ་མཐར་ཐུག་དོན་རྫོགས་རིམ་མཚན་མེད་ནི། ཏུཏྟཱ་ར་ཧྰུྃ་ནི་གནས་ལུགས་ཆོས་དབྱིངས་བྱ
59	prose	91	ཀུན་གཞིའི་རྣམ་ཤེས་གཅིག་བསྡུས་ཏེ་ཡེ་ནས་ཟང་ཐལ་ཀ་དག་ཆོས་དབྱིངས་ཆེན་པོར་གྲོལ་བས་ན་གཟ
60	prose	13	དྲུག་པ་གདོན་རིགས་རྣམ་པར་འཇོམས་པ་འཇིགས་བྱེད་ཆེན་མོ་ནི།
61	prose	32	ཕྱག་འཚལ་བརྒྱ་བྱིན་མེ་ལྷ་ཚངས་པ། རླུང་ལྷ་སྣ་ཚོགས་དབང་ཕྱུག་མཆོད་མ། འབྱུང་པོ་རོ་ལངས་
62	prose	40	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཤར་གྱི་ཕྱོགས་སྐྱོང་ལྷའི་དབང་པོ་བརྒྱ་བྱིན་དང
63	prose	89	ནུབ་བྱང་གི་བཟོ་དང་བཀོད་པའི་ཁྱད་པར་བྱེད་པ་པོ་ལྷ་དང་། སྣ་ཚོགས་དབང་ཕྱུག་ནི་ལྷོ་ཕྱོག
64	prose	63	གཞན་ཡང་འབྱུང་པོ་ནི་བྱང་ཤར་དབང་ལྡན་གྱི་འཁོར་ཚོགས་ཀྱི་བདག་པོ་སོགས་བགེགས་དང་ལོག་འདྲ
65	prose	65	གནོད་སྦྱིན་ནི་རྣམ་ཐོས་སྲས་སོགས་བྱང་ཕྱོགས་ནོར་གཏེར་བདག་པོ་ཚོགས་རྣམས་དང་བཅས་པ་སྟེ།
66	prose	105	གཉིས་པ་སྤྱིའི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་དུ་འཇིགས་བྱེད་ཆེན
67	prose	45	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། བརྒྱ་བྱིན་ནི་ས་དང་། མེ་ལྷ་མེ་དང་། ཚངས་པ་
68	prose	47	འབྱུང་པོ་རྩ་དང་། རོ་ལངས་ཐིག་ལེ་དང་། དྲི་ཟ་རླུང་དང་། གནོད་སྦྱིན་རྣམ་རྟོག་སྟེ། དེ་
69	prose	69	, བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། ཡེ་ནས་འབྱུང་བ་ཆེན་པོ་ལྔ་དང་། དེ་ལས་ཕུང་
70	prose	78	རང་བྱུང་ཡེ་ཤེས་ཉག་གཅིག་གི་ཀློང་དུ་གདོད་ནས་འབྱུང་བ་ལྔ་ཡུམ་ཆེན་མོ་ལྔ། ཕུང་པོ་ལྔ་རྒ
71	prose	16	བདུན་པ་དམག་དང་ཐོག་སེར་འཇོམས་མ་གཏུམ་མོ་གཞན་གྱིས་མི་ཐུབ་མ་ནི།
72	prose	31	ཕྱག་འཚལ་ཏྲཊ་ཅེས་བྱ་དང་ཕཊ་ཅེས། ཕ་རོལ་འཕྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ། གཡས་བསྐུམ་གཡོན་བརྐ
73	prose	74	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཞི་བས་གདུལ་བར་མི་ནུས་པའི་སེམས་ཅན་རྣམས་ལ་གཞན
74	prose	92	ཤེས་རབ་སྟོང་པ་ཉིད་དང་། དམིགས་མེད་སྙིང་རྗེ་ཆེན་པོས་སྲིད་ཞིའི་མཐའ་ལ་མི་གནས་པའི་བརྡ
75	prose	69	, གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་ལ་གཏུམ་མོ་གཞན་གྱིས་མི་ཐུབ་
76	prose	55	གཡོན་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱ། སྙན་ཐད་ཨུཏྤལ་ཁ་བྱེ་བ་ཟེའུ་འབྲུའི་སྟེང་ན། རལ་གྲ
77	prose	72	,གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། ཏྲཊ་ཅེས་དྲལ་བ་དང་། ཕཊ་ཅེས་གཅོད་པའམ་འགས་
78	prose	92	དེ་གཉིས་དབུ་མའི་ཞབས་འོག་ཏུ་མནན་པ་ནི་དེ་གཉིས་ཀྱི་གཟུང་འཛིན་ལས་རླུང་དབུ་མར་བཀག་པར་
79	prose	71	, བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ནི། ཏྲཊ་ཅེས་བྱ་བ་དང་ཕཊ་ཅེས་བྱ་བའི་སྒྲས་འཁོར་འད
80	prose	66	འཁོར་བ་རུ་ལོག་འཁོར་བ་དོང་སྤྲུགས་ཀྱི་དྲག་ཤུལ་སྤྱོད་པའི་མེ་དཔུང་རབ་ཏུ་འབར་བས་སྲིད་
81	prose	17	བརྒྱད་པ་གཞན་རྒོལ་མཚངས་འབྲུ་གཞོམ་པའི་སྒྲོལ་མ་གཞན་མི་རྒྱལ་བའི་དཔའ་མོ་ནི།
82	prose	31	ཕྱག་འཚལ་ཏུ་རེ་འཇིགས་པ་ཆེན་མོ། བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ། ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ
83	prose	63	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཏུ་རེ་ཞེས་པ་ནི་མྱུར་མ་ཡིན་པས། གློག་ལྟར་མྱུར
84	prose	40	བདུད་ཀྱི་དཔའ་བོ་ཤིན་ཏུ་འདུལ་དཀའ་བ་སེར་སྣ་ལ་སོགས་པའི་རྣམ་པར་རྟོག་པ་ཉོན་མོངས་བདུད་
85	prose	107	ཡིད་འོང་ཆུ་སྐྱེས་ལྟ་བུ་ཞི་བའི་ཞལ་བཟང་བཞད་པ་ལས་ནི། སངས་རྒྱས་བསྟན་པ་དང་། སེམས་ཅན་ལ
86	prose	99	,, གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་དུ། རྗེ་བཙུན་འཕག
87	prose	109	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་པ་ནི་འཁོར་བ
88	prose	59	ཡང་གཅིག་ཏུ་ན་བདེ་སྟོང་གཉིས་མེད་ཡེ་ཤེས་ནི་སྐལ་དམན་སྐྲགས་པའི་ཕྱིར་འཇིགས་པ་ཆེན་མའོ།
89	prose	56	, བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ་དང་། ཆུ་
90	prose	68	འཇམ་དཔལ་སྒྱུ་འཕྲུལ་དྲྭ་བ་ལས། སྲོག་ཆེན་པོ་སྟེ་སྐྱེ་བ་མེད། ཞེས་གསུངས་པ་ལྟར། རིག་སྟ
91	prose	17	དགུ་པ་འཇིགས་པའི་ཚོགས་ཐམས་ཅད་ལས་སྐྱོབ་པའི་སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མ་ནི།
92	prose	31	ཕྱག་འཚལ་དཀོན་ཅོག་གསུམ་མཚོན་ཕྱག་རྒྱའི། སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ། མ་ལུས་ཕྱོག
93	prose	54	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱ་མཛུབ་མོ་དང་གུང་
94	prose	88	ཕྱོགས་བཅུའི་ཞིང་གི་འགྲོ་བ་མ་ལུས་པ་འཇིགས་པ་ཆེན་པོ་བརྒྱད་ལ་སོགས་པའི་གནོད་པ་ལས་ཕྱོག
95	prose	79	གཉིས་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་དུ་རྗེ་བཙུན་འཕགས་མ་སྒ
96	prose	45	འཁོར་ལོ་འོད་ཟེར་འབར་བ་འཁྲུགས་ཤིང་། སྐུ་དང་འཁོར་ལོ་ལས་འོད་ཟེར་འཕྲོས་པས་འཁོར་བའི་འ
97	prose	115	འཇིགས་པ་བརྒྱད་ཚན་གཉིས་གང་ཞེ་ན། དང་པོ་མ་རིག་པ་ཤུགས་རྒྱས་པས་ལས་རྒྱུ་འབྲས་ཁྱད་གསོད་
98	prose	113	ཕན་ཚུན་འཐབ་རྩོད་རང་གཞན་ཆགས་སྡང་གི་གདུང་བས་དགེ་བའི་ནགས་ཚལ་བསྲེགས་པ་ཞེ་སྡང་མེའི་འཇ
99	prose	92	གཉིས་པ་ཉེ་ཉོན་རྒྱགས་པ་དང་རྣམ་འཚེའི་རྒྱུས་འཕང་པའི་རྒྱལ་པོའི་ཆད་པའི་འཇིགས་པ་དང་། འ
100	prose	88	, གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། དཀོན་མཆོག་གསུམ་མཚོན་ནི་ཁུ་རྡུལ་རླུང་གས
101	prose	86	, བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ལྟར་ན། ཡེ་ནས་སྒོ་གསུམ་སྣང་གྲགས་རིག་གསུམ་རྡོ་རྗ
102	prose	17	བཅུ་པ་འཇིག་རྟེན་དབང་དུ་བྱེད་པའི་སྒྲོལ་མ་འཇིག་རྟེན་གསུམ་ལས་རྒྱལ་མ་ནི།
103	prose	28	ཕྱག་འཚལ་རབ་ཏུ་དགའ་བ་བརྗིད་པའི། དབུ་རྒྱན་འོད་ཀྱི་ཕྲེང་སྤེལ་མ། བཞད་པ་རབ་བཞད་ཏུཏྟཱ་
104	prose	47	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། འགྲོ་བ་རྣམས་རབ་ཏུ་དགའ་བ་སྐྱེད་པར་བགྱིད་པའི་
105	prose	82	གསུང་བཞད་པ་བརྒྱད་ཅན་གྱི་རིག་སྔགས་ཀྱི་སྒྲ་དབྱངས་རབ་ཏུ་བཞད་པའི་སྒྲ་ཏུཏྟཱ་ར་ཡིས་གཞན
106	prose	61	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་དུ་རྗེ་བཙུན་འཕགས་མ་
107	prose	64	སྐུ་དང་རྒྱལ་མཚན་ལས་རབ་ཏུ་འོད་ཟེར་འཕྲོས་པས། འདོད་ལྷ་ཐམས་ཅད་དབང་དུ་བསྡུས་པ་དང་། གས
108	prose	120	, གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། རབ་ཏུ་དགའ་བ་ལྷན་ཅིག་སྐྱེས་པའི་གཟི་བརྗིད་ཀ
109	prose	92	, བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ལྟར་ན། རིག་པ་རང་བྱུང་གི་ཡེ་ཤེས་གོ་མྱོང་རྟོགས་པ
110	prose	14	བཅུ་གཅིག་པ་དབུལ་སེལ་ནོར་སྟེར་རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་ནི།
111	prose	31	ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས། ཐམས་ཅད་འགུགས་པར་ནུས་མ་ཉིད་མ། ཁྲོ་གཉེར་གཡོ་བའི
112	prose	73	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ས་གཞི་ཆེན་པོ་འདི་སྐྱོང་བའི་སའི་ལྷ་མོ་བརྟན་མ
113	prose	71	ཞི་མ་ཁྲོ་བརྗིད་ཅིང་ཆགས་པའི་ཁྲོ་གཉེར་གཡོ་བའི་ཐུགས་ཀའི་ཡི་གེ་ཧཱུྃ་ཡིག་གི་འོད་ཟེར་ག
114	prose	58	, གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་དུ་ནོར་སྟེར་རྗེ་བ
115	prose	51	འདོད་དགུ་འབྱུང་བའི་གཏེར་བུམ་བསྣམས་པ་སྐུ་དང་གསུང་དང་ཐུགས་ལས་རིག་སྔགས་ཡི་གེ་ཧཱུྃ་ག
116	prose	101	, གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ས་གཞི་སྐྱོང་བ་ས་འོག་གི་སྒྲས་རྡུལ་གྱི་དྭངས
117	prose	111	, བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། འཁོར་བའི་གཟུང་འཛིན་གཉིས་སྣང་གི་སྒྲིབ་པའ
118	prose	22	བཅུ་གཉིས་པ་ཆར་ཆུ་དང་བུ་དཔལ་དང་ཡུལ་གྲུ་བདེ་བར་བྱེད་པའི་བཀྲ་ཤིས་དོན་བྱེད་སྒྲོལ་མ་ན
119	prose	31	ཕྱག་འཚལ་ཟླ་བའི་དུམ་བུས་དབུ་རྒྱན། བརྒྱན་པ་ཐམས་ཅད་ཤིན་ཏུ་འབར་མ། རལ་པའི་ཁྲོད་ན་འོད་
120	prose	84	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཟླ་བའི་དུམ་བུ་སྟེ་ཟླ་བ་ཕྱེད་པས་དབུ་བརྒྱན་མཛ
121	prose	93	རེས་དཀའ་ཐུབ་ཅན་གྱི་སྐུར་བསྟན་ནས། དབུ་སྐྲ་བུང་བ་ལྟར་གནག་པའི་རལ་པའི་ཁྲོད་ན་སངས་རྒྱ
122	prose	121	, གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་བའི་སྟེང་ན། བཀྲ་ཤིས་དོན་བྱེད་འཕགས་མ་ས
123	prose	90	, གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཟླ་བའི་དུམ་བུས་དབུ་རྒྱན་ནི་བྱང་ཆུབ་ཀྱི་ཐི
124	prose	78	, བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། ཟླ་བའི་དུམ་བུའི་དབུ་རྒྱན་ནི་དབང་བཞི་པ་ད
125	prose	23	བཅུ་གསུམ་པ་དམག་སོགས་བར་ཆད་གཟུགས་ཅན་གཟུགས་མེད་ཀྱི་གཡུལ་ལས་རྒྱལ་བར་བྱེད་པའི་རྗེ་བཙ
126	prose	31	ཕྱག་འཚལ་བསྐལ་པ་ཐ་མའི་མེ་ལྟར། འབར་བའི་ཕྲེང་བའི་དབུས་ན་གནས་མ། གཡས་བརྐྱངས་གཡོན་བསྐུ
127	prose	40	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། བསྐལ་པ་ཐ་མ་འཇིགས་པའི་དུས་ཀྱི་མེ་ལྟར་ཡེ་ཤེས་
