index	trigger	syllables	flag	preview
48	line-end	30		ཕྱག་འཚལ་བརྒྱ་བྱིན་མེ་ལྷ་ཚངས་པ། རླུང་ལྷ་སྣ་ཚོགས་དབང་ཕྱུག་མཆོད་མ། འབྱུང་པོ་རོ་ལངས་
49	line-end	3		ཞེས་པ་སྟེ།
50	line-end	57		ཕྱག་འཚལ་ལོ། གང་ལ་ན། ཤར་གྱི་ཕྱོགས་སྐྱོང་བརྒྱ་བྱིན་དང་། ཤར་ལྷོའི་མེ་ལྷ་དང་། སྟེང་ག
51	line-end	51		དབང་ལྡན་གྱི་འཁོར་འབྱུང་པོ་རྣམས་དང་། སྲིན་པོའི་འཁོར་རོ་ལངས་རྣམས་དང་། བརྒྱ་བྱིན་གྱ
52	line-end	11		དྲུག་པ་ཕ་རོལ་འཇོམས་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
53	verse-stanza	22		ཕྱག་འཚལ་ཏྲཊ་ཅེས་བྱ་དང་ཕཊ་ཀྱིས།།↵ཕ་རོལ་འཁྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ།།↵གཡས་བསྐུམས་གཡོན
54	line-end	10		མེ་འབར་འཁྲུག་པ་ཤིན་ཏུ་འབར་མ ། ཞེས་པ་སྟེ།
55	terminal-particle	3		ཕྱག་འཚལ་ལོ། །
56	line-end	54		གང་ལ་ན། ཞལ་ནས་ཏྲཊ་(འདྲལ་བ་སྟེ་འཇོམས་པའོ)ཅེས་བྱ་བ་དང་ཕཊ་(འགས་པ་)ཅེས་བྱ་བའི་རིག་སྔ
57	line-end	53		གཡས་བསྐུམས་ཤིང་གཡོན་བརྐྱངས་པ་སྟོང་ཉིད་སྙིང་རྗེ་མཚོན་པའི་ཞབས་ཀྱི་འོག་ཏུ་བྱད་མ་དང་
58	line-end	20		ཞབས་ཞི་བའི་བཞུགས་ཚུལ་ཡིན་ཀྱང་མེ་འབར་བའི་དབུས་ན་བཞུགས་པ་ཅུང་ཟད་ཁྲོ་ཚུལ་ཙམ་མོ། །
59	terminal-particle	72		གཉིས་པ་ཁྲོ་མོའི་རྣམ་པའི་སྒོ་ནས་བསྟོད་པ་ལ་བདུན། བདུད་དང་སྒྲིབ་གཉིས་སྦྱོང་བའི་སྒོ་
60	ordinal-open	3		དང་པོ་ནི།
61	verse-stanza	29		ཕྱག་འཚལ་ཏུ་རེ་འཇིགས་པ་ཆེན་མོ།།↵བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ།།↵ཆུ་སྐྱེས་ཞལ་ནི་ཁ
62	line-end	3		ཞེས་པ་སྟེ།
63	terminal-particle	3		ཕྱག་འཚལ་ལོ། །
64	line-end	26		གང་ལ་ན། ཏུ་རེ་(མྱུར་མ་)ཞེས་སོགས་གསུང་གི་ང་རོ་དང་། འཇིགས་པ་ཆེན་མོ་སྟེ་ཤིན་ཏུ་དྲག་
65	line-end	19		བདུད་ཀྱི་ནང་ནས་གདུལ་དཀའ་བའི་དཔའ་བོ་ནི་ཉོན་མོངས་པའི་བདུད་བཞི་འཇོམས་པར་མཛད་མ།
66	terminal-particle	41		ཆུ་སྐྱེས་ཏེ་པདྨ་རྒྱས་པ་ལྟར་མཛེས་པའི་ཞལ་རས་ནི་ཁྲོ་གཉེར་དང་ལྡན་པའི་རྣམ་པར་མཛད་པ་དེ
67	line-end	21		འདིར་ཐར་པའི་དགྲ་ཉོན་སྒྲིབ་དང་། རྣམ་མཁྱེན་གྱི་དགྲ་ཤེས་སྒྲིབ་ལ་བྱས་ན་བསྡུས་དོན་དང་
68	line-end	13		གཉིས་པ་གཡས་གཡོན་གྱི་ཕྱག་མཚན་གྱི་སྒོ་ནས་བསྟོད་པ་ནི།
69	verse-stanza	29		ཕྱག་འཚལ་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱའི།།↵སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ།།↵མ་ལུས་ཕ
70	line-end	3		ཞེས་པ་སྟེ།
71	line-end	46		ཕྱག་འཚལ་ལོ། གང་ལ་ན། ཕྱག་གཡོན་པའི་མཐེབ་སྲིན་གྱིས་ཨུཏྤ་ལའིཡུ་བ་བཟུངས་ཤིང་། མཛུབ་མོ
72	line-end	71		མ་ལུས་པའི་ཕྱོགས་ཀྱི་ཆ་ཐམས་ཅད་ཕྱག་གཡས་པའི་མཆོག་སྦྱིན་གྱི་མཐིལ་འཁོར་ལོས་བརྒྱན་པ་ལས
73	line-end	12		གསུམ་པ་དབུ་རྒྱན་དང་བཞད་སྒྲའི་སྒོ་ནས་བསྟོད་པ་ནི།
74	verse-stanza	29		ཕྱག་འཚལ་རབ་ཏུ་དགའ་བ་བརྗིད་པའི།།↵དབུ་རྒྱན་འོད་ཀྱི་འཕྲེང་བ་སྤེལ་མ།།↵བཞད་པ་རབ་བཞད་ཏ
75	line-end	3		ཞེས་པ་སྟེ།
76	line-end	47		ཕྱག་འཚལ་ལོ། གང་ལ་ན། དད་ལྡན་རྣམས་ཀྱི་རེ་བ་བསྐོང་བས་རབ་ཏུ་དགའ་བ་བསྐྱེད་ཅིང་། མ་དད་
77	line-end	43		སྔགས་ཀྱི་བཞད་མོ་རབ་ཏུ་བཞད་པའི་སྒྲ་ཏུཏྟཱ་ར་ཞེས་སོགས་ཀྱིས་འདོད་ཁམས་ཀྱི་བདག་པོ་བདུད
78	line-end	14		བཞི་པ་ཕྱོགས་སྐྱོང་བཅུས་འཕྲིན་ལས་བསྒྲུབ་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
79	verse-stanza	29		ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས།།↵ཐམས་ཅད་འགུག་པར་ནུས་པ་ཉིད་མ།།↵ཁྲོ་གཉེར་གཡོ་བའ
80	line-end	3		ཞེས་པ་སྟེ།
81	line-end	34		ཕྱག་འཚལ་ལོ། གང་ལ་ན། ས་གཞི་སྐྱོང་བ་ཕྱོགས་སྐྱོང་བཅུ་དང་། དེ་དག་གི་འཁོར་གྱི་ཚོགས་རྣ
82	line-end	45		ཞལ་ཁྲོ་གཉེར་གཡོ་བའི་རྣམ་པར་བཞུགས་པའི་ཐུགས་ཀའི་ཡི་གེ་ཧཱུཾ་འོད་ཟེར་གྱི་ལྕགས་ཀྱུས་འ
83	line-end	10		ལྔ་པ་དབུ་རྒྱན་གྱི་སྒོ་ནས་བསྟོད་པ་ནི།
84	verse-stanza	29		ཕྱག་འཚལ་ཟླ་བའི་རྩེ་མོས་དབུ་རྒྱན།།↵བརྒྱན་པ་ཐམས་ཅད་ཤིན་ཏུ་འབར་མ།།↵རལ་པའི་ཁྲོད་ན་འོ
85	line-end	3		ཞེས་པ་སྟེ།
86	line-end	43		ཕྱག་འཚལ་ལོ། གང་ལ་ན། ཟླ་བའི་རྩེ་མོ་སྟེ་ཚེས་གཅིག་གི་ཟླ་བས་དབུ་ལ་བརྒྱན་ཅིང་། དེ་ལ་ས
87	line-end	41		གནག་ཅིང་སྣུམ་པའི་རལ་པའི་ཁྲོད་ན་སངས་རྒྱས་འོད་དཔག་མེད་རིགས་བདག་ཏུ་བཞུགས་པ་ལས་ཀྱང་ད
88	line-end	12		དྲུག་པ་དྲག་པོའི་བཞུགས་ཚུལ་གྱི་སྒོ་ནས་བསྟོད་པ་ནི།
89	verse-stanza	29		ཕྱག་འཚལ་བསྐལ་པ་ཐ་མའི་མེ་ལྟར།།↵འབར་བའི་འཕྲེང་བའི་དབུས་ན་གནས་མ།།↵གཡས་བརྐྱངས་གཡོན་བ
90	line-end	3		ཞེས་པ་སྟེ།
91	terminal-particle	3		ཕྱག་འཚལ་ལོ། །
92	line-end	28		གང་ལ་ན། བསྐལ་པ་ཐ་མའི་མེས་འཇིག་གི་དུས་ཀྱི་མེ་ལྟར་ཡེ་ཤེས་ཀྱི་མེ་དཔུང་འབར་བའི་འཕྲེང
93	line-end	43		དེ་ཡང་ཞབས་གཡས་བརྐྱངས་ཤིང་གཡོན་བསྐུམས་པའི་སྟབས་ཀྱིས་བཞུགས་ནས། སྒོ་ཀུན་ནས་ཆོས་ཀྱི་
94	line-end	14		བདུན་པ་ཧཱུཾ་ཡིག་ལས་འོད་ཟེར་འཕྲོ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
95	line-end	8		ཕྱག་འཚལ་ས་གཞིའི་ངོས་ལ་ཕྱག་གི།
96	verse-stanza	22		མཐིལ་གྱིས་བསྣུན་ཅིང་ཞབས་ཀྱིས་བརྡུང་མ།།↵ཁྲོ་གཉེར་ཅན་མཛད་ཡི་གེ་ཧཾ་གིས།།↵རིམ་པ་བདུན
97	line-end	3		ཞེས་པ་སྟེ།
98	line-end	36		ཕྱག་འཚལ་ལོ། གང་ལ་ན། རི་རབ་གླིང་དང་བཅས་པའི་ས་གཞི་ཆེན་པོའི་ངོས་ལ། སྡིགས་མཛུབ་དང་བཅ
99	line-end	93		དེ་ཡང་ཞལ་ཁྲོ་གཉེར་བསྡུས་པ་སོགས་ཤིན་ཏུ་དྲག་མོའི་རྣམ་པ་ཅན་དུ་མཛད་པའི་ཕྱག་ཞབས་ཀྱི་མ
100	line-end	11		གཉིས་པ་ཆོས་སྐུའི་རྣམ་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
101	verse-stanza	29		ཕྱག་འཚལ་བདེ་མ་དགེ་མ་ཞི་མ།།↵མྱ་ངན་འདས་ཞི་སྤྱོད་ཡུལ་ཉིད་མ།།↵སྭཱ་ཧྭ་ཨོཾ་དང་ཡང་དག་ལྡ
102	line-end	3		ཞེས་པ་སྟེ།
103	terminal-particle	3		ཕྱག་འཚལ་ལོ། །
104	line-end	64		གང་ལ་ན། འབྲས་བུ་སྡུག་བསྔལ་མེད་པས་བདེ་མ། །རྒྱུ་མི་དགེ་བ་མི་གསོག་པས་དགེ་མ། སྤང་བྱ་
105	line-end	79		ཞེས་པ་མཇུག་ཏུ་སྭཱ་ཧཱ་དང་། འགོར་ཨོཾ་དང་ཡང་དག་པར་ལྡན་པར་བྱས་པའི་ཡི་གེ་བཅུ་པ་ཉིད་ཚེ
106	terminal-particle	82		གསུམ་པ་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ལ་དྲུགཞི་ཁྲོའི་སྔགས་ཀྱི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བ
107	ordinal-open	3		དང་པོ་ནི།
108	verse-stanza	29		ཕྱག་འཚལ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི།།↵དགྲ་ཡི་ལུས་ནི་རབ་ཏུ་འགེམས་མ།།↵ཡི་གེ་བཅུ་པའི་ངག
109	line-end	3		ཞེས་པ་སྟེ།
110	terminal-particle	3		ཕྱག་འཚལ་ལོ། །
111	line-end	35		གང་ལ་ན། སྒོ་ཀུན་ནས་ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བ་ལ་རབ་ཏུ་དགའ་བའི་གདུལ་བྱའི་རྒྱུད་ཀྱི་ཕ
112	line-end	27		དེ་ཡང་ཞི་བ་ལ་ཐུགས་ཀར་ཏཾ་ཡིག་གི་མཐར་ཡི་གེ་བཅུ་པའི་ངག་སྟེ་སྔགས་ནི། ཨོཾ་ཏ་རེ་ཏུཏྟཱ་
113	verse-stanza	20		ཞེས་པ་ཡིན་པས་དེ་བཀོད་པའི་སྒོ་ནས་དང་། །↵ཁྲོ་མོ་ལ་ཐུགས་ཀར་རིག་པ་སྟེ་རིག་སྔགས། །
114	line-end	37		ཨོཾ་ན་མོ་ཏ་རེ། ན་མོ་ཧ་རེ་ཧཱུཾ་ཧ་རེ་སྭཱ་ཧཱ། ཞེས་པས་བསྐོར་བའི་དབུས་སུ་ཧཾ་ཡིག་བཀོད་
115	line-end	16		གཉིས་པ་ཁྲོ་མོས་ས་གསུམ་གཡོ་བའི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ནི།
116	verse-stanza	28		ཕྱག་འཚལ་ཏུ་རེའི་ཞབས་ནི་བརྡབས་པའི།།↵ཧཾ་གི་རྣམ་པའི་ས་བོན་ཉིད་མ།།↵རི་རབ་མནྡྲ་ར་དང་འ
117	line-end	3		ཞེས་པ་སྟེ།
118	terminal-particle	17		ཕྱག་འཚལ་ལོ། གང་ལ་ན། ཏུ་རེ་སྟེ་མྱུར་མའི་ཞབས་གཉིས་ནི་དྲག་ཏུ་བརྡབས་པས་སོ། །
119	terminal-particle	26		མྱུར་མ་དེ་ཇི་འདྲ་བ་ཞེ་ན་ཡི་གེ་ཧཱུཾ་གི་རྣམ་པ་ཅན་གྱི་ས་བོན་ལས་སྐྱེས་པའི་ཁྲོ་མོའི་བ
120	line-end	9		དེའི་ཞབས་བརྡབས་པས་ཅི་ཞིག་མཛད་ཅེ་ན།
121	line-end	53		རིའི་རྒྱལ་པོ་རི་རབ་དང་། རི་མནྟཱ་ར་དང་། རི་ནག་པོ་འབིགས་བྱེད་ལ་སོགས་པ་མདོར་ན་ས་འོག
122	line-end	16		གསུམ་པ་བརྟན་གཡོའི་དུག་རྣམས་སེལ་བའི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ནི།
123	verse-stanza	29		ཕྱག་འཚལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པའི།།↵རི་དྭགས་རྟགས་ཅད་ཕྱག་ན་བསྣམས་མ།།↵ཏྭ་ར་གཉིས་བརྗོད་ཕ
124	line-end	3		ཞེས་པ་སྟེ།
125	terminal-particle	3		ཕྱག་འཚལ་ལོ། །
126	line-end	41		གང་ལ་ན། ལྷའི་ཡིད་ཀྱི་མཚོ་ལྟར་དཀར་ཞིང་ཟླུམ་པའི་རྣམ་པ་ཅན་གྱི་ཟླ་བའི་དཀྱིལ་འཁོར་དབུ
127	line-end	38		ཏྭ་ར་གཉིས་བརྗོད་ཀྱིས་མཚོན་པའིཡི་གེ་བཅུ་པ་ལ་སྭཱཧཱའི་གནས་ཕཊ་ཀྱི་ཡི་གེ་བཏགས་པའི་སྔག
128	line-end	17		རྩོད་པ་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ནི།
129	verse-stanza	28		ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་རྣམས་རྒྱལ་པོ།།↵ལྷ་དང་མིའམ་ཅི་ཡིས་བསྟེན་མ།།↵ཀུན་ནས་གོ་ཆ་དགའ་བའ
130	line-end	3		ཞེས་པ་སྟེ།
131	terminal-particle	3		ཕྱག་འཚལ་ལོ། །
132	line-end	41		གང་ལ་ན། འདོད་གཟུགས་ཀྱི་ལྷའི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་བརྒྱ་བྱིན་དང་ཚངས་པ་སོགས་དང་། །
133	line-end	41		སྒོ་ཀུན་ནས་ལྷ་མོའི་སྐུ་བསྒོམ་པ་དང་སྔགས་བཟླ་བའི་གོ་ཆ་བགོས་པ་ལ་ཤིན་ཏུ་དགའ་བའི་གཟི་
134	line-end	14		ལྔ་པ་རིམས་ནད་སེལ་བའི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ནི།
135	verse-stanza	28		ཕྱག་འཚལ་ཉི་མ་ཟླ་བ་རྒྱས་པའི།།↵སྤྱན་གཉིས་པོ་ལ་འོད་རབ་གསལ་མ།།↵ཧཱ་ར་གཉིས་བརྗོད་ཏུཏྟཱ
136	line-end	3		ཞེས་པ་སྟེ།
137	terminal-particle	3		ཕྱག་འཚལ་ལོ། །
138	line-end	41		གང་ལ་ན། ཉི་མ་རྒྱས་པ་ལྟ་བུའི་ཁྲོ་མོའི་སྤྱན་གཡས་གཡོན་གཉིས་དང་། ཟླ་བ་རྒྱས་པ་ལྟ་བུའི
139	line-end	66		ངག་ཏུ་ཁྲོ་མོའི་སྔགས་ཧ་ར་(འཕྲོག་པ)གཉིས་བརྗོད་ཀྱིས་མཚོན་པའི། ཨོཾ་ན་མཿ ཏཱ་རེ་ན་མོ་ཧ
140	line-end	16		དྲུག་པ་གདོན་དང་རོ་ལངས་འཇོམས་པའི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ནི།
141	verse-stanza	29		ཕྱག་འཚལ་དེ་ཉིད་གསུམ་རྣམས་བཀོད་པས།།↵ཞི་བའི་མཐུ་དང་ཡང་དག་ལྡན་མ།།↵གདོན་དང་རོ་ལངས་གན
142	line-end	3		ཞེས་པ་སྟེ།
143	terminal-particle	3		ཕྱག་འཚལ་ལོ། །
144	line-end	64		གང་ལ་ན། སྒྲུབ་པ་པོ་ལྷ་མོའི་རྣལ་འབྱོར་ལ་གནས་པའི་སྤྱི་པོར་སྐུའི་དེ་ཉིད་ཨོཾ། མགྲིན་
145	line-end	64		ནམ་གྲུའི་གདོན་ལ་སོགས་པ་གདོན་བཅོ་བརྒྱད་དང་། རོ་ལངས་ཀྱི་ལས་རྦོད་གཏོང་ལ་སོགས་པའི་ངན
146	line-end	94		བཅོམ་ལྡན་འདས་མ་ཉིད་དང་ལྷན་ཅིག་ཏུ་བཞུགས་པའི་རྒྱལ་བ་སྤྲུལ་པའི་སྐུ་གྲངས་བྱེ་བ་ཕྲག་བ
147	line-end	19		ཞེས་པ་སྟེ་ཚིག་རྐང་བཞི་པ་ལ་འགྱུར་ཁ་ཅིག་ཏུ། མཐར་ཐུག་སངས་རྒྱས་གོ་འཕང་དེར་འགྲོ། །
148	line-end	5		ཞེས་པ་ལྟར་བཤད་དོ།
SUMMARY	quote-balance	0	OK	open=0 close=0
