index	kind	syllables	preview
19	prose	85	གསུམ་པ་དཔའ་མོ་སྟེ་སྙིང་སྟོབས་རྒྱས་པའི་ཆེ་བ་ནི། ཐོག་མར་སེམས་ཅན་གྱི་དོན་དུ་ཐུགས་བས
20	prose	122	ཇོ་ནང་པས་འདིའི་ལོ་རྒྱུས་འཆད་པ་ན། དེའི་ཚེ་དགེ་སློང་རྣམས་ཀྱིས་ཁྱེད་དགེ་བའི་རྩ་བ་འད
21	prose	67	འོ་ན་ལྷ་མོ་འདི་ལ་དེ་ལྟ་བུའི་སྒྲོལ་མྱུར་དཔའ་གསུམ་གྱི་ཡོན་ཏན་ལྡན་པའི་རྒྱུ་ཅི་ཞིག་ཡ
22	prose	92	དེ་བཞིན་འཇིག་རྟེན་གསུམ་མགོན་ཏེ་འཕགས་པ་སྤྱན་རས་གཟིགས་ཀྱིས་སེམས་ཅན་ཇི་ཙམ་འཁོར་བ་ལས
23	prose	82	དེའི་ཕྱིར་ན་སྒྲོལ་མྱུར་དཔའ་གསུམ་གྱི་ཡོན་ཏན་མངའོ་ཞེས་སྐབས་དོན་རྒྱུ་མཚན་ཡང་དག་གི་ས
24	prose	54	- དེ་དག་ཀྱང་རིམ་བཞིན་སྒྲོལ་མ། མྱུར་མ། དཔའ་མོ་ཞེས་གསུངས་པའི་དོན་དང་། དེ་བཞིན་སྤྱན
25	prose	100	, སྐབས་འདིའི་འཇིག་རྟེན་གསུམ་མགོན་ནི་སྤྱན་རས་གཟིགས་ཀྱི་མངོན་བརྗོད་ཀྱི་མཚན་དང་། འཇ
26	prose	102	སྐུ་མདོག་སོགས་ཉི་སྦས་ཀྱི་སྒྲུབ་ཐབས་ཀྱིས་ཁ་བསྐངས་ཏེ་འཆད་ན། ནམ་མཁའི་དཀྱིལ་ན་པདྨ་དམ
27	prose	10	ཉི་མ་སྦས་པས། མཁའ་དཀྱིལ་གསེར་མདོག་ཆུ་སྐྱེས་གདན། །
28	prose	8	ཞལ་གཅིག་ཕྱག་བརྒྱད་ཆོས་སྒྲོགས་དང་། །
29	prose	8	མདའ་གཞུ་འཁོར་ལོ་རལ་གྲི་དུང་། །
30	prose	7	རྡོ་རྗེ་ཞགས་བཅས་མེ་ཏོག་བརྒྱན། །
31	prose	4	ཅེས་གསུངས་པའི་ཕྱིར།
32	prose	18	འདི་ལ་ཉི་སྦས་ཀྱིས་འཕགས་མ་སྒྲོལ་མ་མྱུར་ཞིང་རབ་ཏུ་དཔའ་བ་ཞེས་བྱུང་།
33	prose	17	ཕྱག་འཚལ་གཉིས་པ་རྗེ་བཙུན་མ་དཀར་མོ་མདངས་ལྡན་མ་ལ་ཕྱག་འཚལ་བ་ནི།
34	prose	9	རྒྱུད་ལས། ཕྱག་འཚལ་སྟོན་ཀའི་ཟླ་བ་ཀུན་ཏུ། །
35	prose	8	གང་བ་བརྒྱ་ནི་བརྩེགས་པའི་ཞལ་མ། །
36	prose	15	སྐར་མ་སྟོང་ཕྲག་ཚོགས་པ་རྣམས་ཀྱིས།། རབ་ཏུ་ཕྱེ་བའི་འོད་རབ་འབར་མ། །
37	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
38	prose	106	, ཕྱག་འཚལ་ལོ། །གང་ལ་ན་རྗེ་བཙུན་མ་དཀར་མོ་མདངས་ལྡན་མ་ལའོ། །དད་ཅིང་ཕྱག་འཚལ་བའི་རྒྱུ
39	prose	113	འདིའི་སྐབས་སུ་འགྲེལ་མཛད་མཁན་དག་ནི། ལྷ་མོའི་ཞལ་ཟླ་བ་ལྟར་གསལ་བ་དང་། ཞལ་ལམ་སྐུ་ལས་ས
40	prose	112	དེས་ན་རབ་ཏུ་ཕྱེ་བ་ནི་དམིགས་ཕྱེ་བའི་དོན་དང་། དེ་ཡང་ཟླ་འོད་གསལ་ཞིང་འཕྲོ་བའི་བརྗིད་
41	prose	79	ཞལ་ཕྱག་དང་སྐུ་མདོག་ཕྱག་མཚོན་སོགས་ནི། ཞལ་གསུམ་ཕྱག་བཅུ་གཉིས་མ། རྩ་བའི་ཞལ་དཀར། གཡས་
42	prose	10	ཉི་མ་སྦས་པས། ཞལ་གསུམ་དཀར་སྔོ་གསེར་མདོག་ཅན། །
43	prose	8	བཅུ་གཉིས་ཕྱག་མངའ་མཉམ་གཞག་དང་། །
44	prose	7	ཁ་ཊཱཾ་འཁོར་ལོ་རིན་ཆེན་ཉིད། །
45	prose	7	རྡོ་རྗེ་མེ་ཏོག་ཕྲེང་འཛིན་གཡས། །
46	prose	7	རིལ་བ་ཨཏྤལ་དྲིལ་བུ་དང་། །
47	prose	7	བུམ་པ་དང་ནི་པོ་ཏི་གཡོན། །
48	prose	4	ཞེས་གསུངས་པའི་ཕྱིར།
49	prose	18	ཕྱག་འཚལ་གསུམ་པ་རྗེ་བཙུན་མ་ཕ་རོལ་ཕྱིན་མའི་སྒྲོལ་མ་ལ་ཕྱག་འཚལ་བ་ནི།
50	prose	9	རྒྱུད་ལས། ཕྱག་འཚལ་སེར་སྔོ་ཆུ་ནས་སྐྱེས་ཀྱིས། །
51	prose	7	པདྨས་ཕྱག་ནི་རྣམ་པར་བརྒྱན་མ། །
52	prose	8	སྦྱིན་པ་བརྩོན་འགྲུས་དཀའ་ཐུབ་ཞི་བ། །
53	prose	8	བཟོད་པ་བསམ་གཏན་སྤྱོད་ཡུལ་ཉིད་མ། །
54	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
55	prose	48	ཕྱག་འཚལ་ལོ། །གང་ལ་ན་རྗེ་བཙུན་མ་ཕ་རོལ་ཕྱིན་མའི་སྒྲོལ་མ་ལའོ། །དད་ཅིང་ཕྱག་འཚལ་བའི་ར
56	prose	65	ཐོག་མར་སྦྱིན་པ་དང་། བརྩོན་འགྲུས་དང་། ཚུལ་ཁྲིམས་ཀྱི་མི་མཐུན་ཕྱོགས་བསྲུང་དཀའ་ཞིང་ད
57	prose	73	ད་ལྟར་དེ་དག་མཐར་ཕྱིན་ཏེ་ཤེས་བྱ་ལ་བློ་གྲོས་ཡོངས་སུ་རྒྱས་པའི་རྟགས་སུ། སྲིན་མཛུབ་དང
58	prose	62	བསྟོད་ཚིག་ཏུ། བཀའ་ཐུབ་ཅེས་གསུངས་པ་ནི་ཚུལ་ཁྲིམས་ཀྱིས་ཉོན་མོངས་ཞི་བའི་དོན་དུ་འགྲེལ
59	prose	87	ཞལ་ཕྱག་དང་སྐུ་མདོག་ཕྱག་མཚོན་སོགས་ནི། སྐུ་མདོག་གསེར་གྱི་མདོག་ཅན་ཞལ་གཅིག་ཕྱག་བཅུ་མ
60	prose	10	ཉི་མ་སྦས་པས། པད་ཉིད་སྐྱིལ་ཀྲུང་གསེར་མདོག་ཅན། །
61	prose	7	གཅིག་མངའ་ཕྲེང་བ་རལ་གྲི་མདའ། །
62	prose	7	རྡོ་རྗེ་དབྱི་གུ་དར་དཔྱངས་ཞགས། །
63	prose	6	པདྨ་དྲིལ་བུ་གཞུ་འཛིན་བཅུའོ། །
64	prose	2	ཞེས་གསུངས།
65	prose	16	ཕྱག་འཚལ་བཞི་པ་རྗེ་བཙུན་མ་གཙུག་ཏོར་རྣམ་རྒྱལ་ལ་ཕྱག་འཚལ་བ་ནི །
66	prose	9	རྒྱུད་ལས། ཕྱག་འཚལ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར། །
67	prose	8	མཐའ་ཡས་རྣམ་པར་རྒྱལ་བ་སྤྱོད་མ། །
68	prose	15	མ་ལུས་ཕ་རོལ་ཕྱིན་པ་ཐོབ་པའི། རྒྱལ་བའི་སྲས་ཀྱིས་ཤིན་ཏུ་བསྟེན་མ། །
69	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
70	prose	47	ཕྱག་འཚལ་ལོ། །གང་ལ་ན་རྗེ་བཙུན་མ་གཙུག་ཏོར་རྣམ་རྒྱལ་ལའོ། །དད་ཅིང་ཕྱག་འཚལ་བའི་རྒྱུ་ཅ
71	prose	60	དེ་ཡང་སྐྱོན་བཅས་ཀྱི་ཚུལ་ལས་ལྡོག་སྟེ་ཉོན་མོངས་པ་དང་ཤེས་བྱའི་སྒྲུབ་པ་སོགས་མི་མཐུན་
72	prose	60	ཕ་རོལ་ཏུ་ཕྱིན་པ་བཅུ་ལས་གཅིག་ཀྱང་མ་ལུས་པ་ཐམས་ཅད་ལ་ཉམས་ལེན་ལྷག་པར་ཐོབ་པའི་རྒྱལ་བའི
73	prose	68	ཇོ་ནང་པས་དེ་བཞིན་གཤེགས་པ་རྣམ་པ་སྣང་མཛད་ཀྱི་དབུའི་གཙུག་ཏོར་ལས་རིག་སྔགས་ཀྱི་ཡེ་ཤེས
74	prose	48	ཕྱག་མཚན་སོགས་ནི། པདྨ་སེར་པོ་དང་ཟླ་བའི་དཀྱིལ་ན་སེམས་དཔའི་སྐྱིལ་མོ་ཀྲུང་གིས་བརྟན་པ
75	prose	10	ཉི་མ་སྦས་པས། གསེར་མདོག་ཆུ་སྐྱེས་རི་མོ་ཅན། །
76	prose	8	ཟག་མེད་ཆགས་མེད་རྣམ་གནོན་ཞིང་། །
77	prose	7	གསེར་རི་ལྟར་བརྗིད་ཕྱག་བཞི་མཛེས། །
78	prose	4	ཞེས་གསུངས་པའི་ཕྱིར།
79	prose	16	ཕྱག་འཚལ་ལྔ་པ་རྗེ་བཙུན་མ་ཧཱུཾ་སྒྲ་སྒྲོག་མ་ལ་ཕྱག་འཚལ་བ་ནི།
80	prose	15	རྒྱུད་ལས། ཕྱག་འཚལ་ཏུཏྟཱ་ར་ཧཱུཾ་ཡི་གེ ། འདོད་དང་ཕྱོགས་དང་ནམ་མཁའ་གང་མ། །
81	prose	8	འཇིག་རྟེན་གསུམ་པོ་ཞབས་ཀྱིས་མནན་ཏེ། །
82	prose	8	ལུས་པ་མེད་པར་འགུགས་པར་ནུས་མ། །
83	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
84	prose	69	ཕྱག་འཚལ་ལོ། །གང་ལ་ན། རྗེ་བཙུན་མ་ཧཱུཾ་སྒྲ་སྒྲོག་མ་ལའོ། །རྒྱུ་གང་གིས་ཕྱག་འཚལ་ཞེ་ན།
85	prose	49	, སྐུ་ཞབས་གཉིས་ཀྱིས་འཇིག་རྟེན་གསུམ་པོ་ལྕིད་ཀྱིས་མནན་ཞིང་གཅིག་ཀྱང་མ་ལུས་པ་དབང་དུ་
86	prose	108	བོད་དུ་དར་བའི་སྒྲོལ་མའི་དཔར་མ་རྣམས་སུ་འཇིག་རྟེན་བདུན་ཞེས་བྱུང་བ་ནི། ངན་སོང་གསུམ་
87	prose	29	རྗེ་བཙུན་མས་དངོས་སུ་རྗེས་སུ་གཟུང་བའི་སློབ་དཔོན་ཆེན་པོ་ཉི་མ་སྦས་པས་སྒྲོལ་མའི་སྒྲུ
88	prose	3	ཞེས་དང་།
89	prose	22	ཡང་སློབ་དཔོན་དེ་ཉིད་ཀྱིས་མཛད་པའི་སྒྲོལ་མའི་བསྟོད་པ་ལས་ཀྱང་། འཇིག་རྟེན་གསུམ་པོ་ཞབ
90	prose	9	ཞེས་དང་། མཐུ་ཆེན་སྔགས་ཀྱི་ཧཱུཾ་སྒྲ་ཡིས། །
91	prose	7	ཁམས་གསུམ་རྒྱས་འགེངས་སྲིད་གསུམ་གནོན། །
92	prose	2	ཞེས་
93	prose	76	གསུང་སྔ་ཕྱི་གསུམ་གྱི་ནང་དུ་མཐུན་པར་འཇིག་རྟེན་གསུམ་ཞེས་གསུངས་པ་ལས་བདུན་མི་འབྱུང་བ
94	prose	59	འདིའི་སྐུ་མདོག་ནི་སེར་པོ། ཟླ་བའི་གདན་གྱི་སྟེང་དུ་རྡོ་རྗེའི་སྐྱིལ་ཀྲུང་གིས་བཞུགས།
95	prose	11	ཉི་མ་སྦས་པས། ཟླ་སྟེང་རྡོ་རྗེའི་ཞབས་གནོན་ཅིང་། །
96	prose	7	སྐྱབས་སྦྱིན་གསེར་གྱི་པད་ལྕུག་འཛིན། །
97	prose	2	ཞེས་གསུངས།
98	prose	20	ཕྱག་འཚལ་དྲུག་པ་རྗེ་བཙུན་མ་འཇིག་རྟེན་གསུམ་ལས་རྣམ་པར་རྒྱལ་བ་ལ་ཕྱག་འཚལ་བ་ནི།
99	prose	9	རྒྱུད་ལས། ཕྱག་འཚལ་བརྒྱ་བྱིན་མེ་ལྷ་ཚངས་པ། །
100	prose	8	རླུང་ལྷ་སྣ་ཚོགས་དབང་ཕྱུག་མཆོད་མ། །
101	prose	9	འབྱུང་པོ་རོ་ལངས་དྲི་ཟ་རྣམས་དང་། །
102	prose	8	གནོད་སྦྱིན་ཚོགས་ཀྱིས་མདུན་ནས་བསྟོད་མ། །
103	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
104	prose	17	, ཕྱག་འཚལ་ལོ། །གང་ལ་ཞེ་ན། རྗེ་བཙུན་མ་འཇིག་རྟེན་གསུམ་ལས་རྣམ་པར་རྒྱལ་བ་ལའོ། །
105	prose	101	རྒྱུ་ཅིས་ཕྱག་འཚལ་ཞེ་ན། ལྷའི་དབང་པོ་བརྒྱ་སྦྱིན་དང་། ཕྱོགས་སྐྱོང་བཅུའི་ནང་ནས་ཤར་ལྷ
106	prose	43	སྐུ་མདོག་དམར་མོ། པདྨ་དམར་པོ་དང་ཉི་མའི་གདན་ལ་སེམས་དཔའི་སྐྱིལ་མོ་ཀྲུང་གིས་བཞུགས་པ།
107	prose	9	ཉི་མ་སྦས་པས། པདྨ་ཉི་མ་ལ་གནས་དམར། །
108	prose	7	ཞལ་གཅིག་ཕྱག་བཞི་རྡོ་རྗེ་གྲི། །
109	prose	7	སྡིགས་མཛུབ་ཞགས་བསྣམས་རྗེས་མཐུན་བསྒྲུབ། །
110	prose	2	ཅེས་གསུངས།
111	prose	16	ཕྱག་འཚལ་བདུན་པ་རྗེ་བཙུན་མ་གཞན་མཐུ་འཇོམས་མ་ལ་ཕྱག་འཚལ་བ་ནི།
112	prose	9	རྒྱུད་ལས། ཕྱག་འཚལ་ཏྲཊ་ཅེས་བྱ་དང་ཕཊ་ཀྱི། །
113	prose	8	ཕ་རོལ་འཁྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ། །
114	prose	8	གཡས་བསྐུམ་གཡོན་བརྐྱང་ཞབས་ཀྱིས་མནན་ཏེ། །
115	prose	8	མེ་འབར་འཁྲུགས་པ་ཤིན་ཏུ་འབར་མ། །
116	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
117	prose	69	ཕྱག་འཚལ་ལོ། །གང་ལ་ན། རྗེ་བཙུན་མ་གཞན་མཐུ་འཇོམས་མ་ལའོ། །རྒྱུ་གང་གིས་ཕྱག་འཚལ་ཞེ་ན། 
118	prose	65	བཞུགས་པའི་སྟངས་སྟབས་ཅུང་ཟད་ཁྲོ་བའི་ཉམས་ཅན་གཡས་བསྐུམ་ཞིང་གཡོན་བརྐྱང་པའི་ཚུལ་གྱིས་
119	prose	76	སྐུ་ལས་མེ་སྤུངས་འབར་ཞིང་ཤིན་ཏུ་འབར་བའི་ཁྲོད་ན་སྐུའི་རྣམ་འགྱུར་འཁྲུགས་པ་སྟེ་ཁྲོ་བ
120	prose	95	སྐུ་མདོག་སོགས་ནི། པདྨ་སེར་པོ་དང་ཉི་མའི་དཀྱིལ་འཁོར་ལ་གཡས་བསྐུམ་གཡོན་བརྐྱང་པས་བཞུག
121	prose	9	ཉི་མ་སྦས་པས། པདྨ་སེར་དང་ཉི་མ་ལ། །
122	prose	7	གཡས་བསྐུམ་གཡོན་བརྐྱང་སྟངས་སྟབས་མཛེས། །
123	prose	7	ཚམ་རྔམ་གནག་ཅིང་ཁྲོས་པའི་བཞིན། །
124	prose	7	ན་བཟའ་སེར་བསྣམས་ལྟོ་འགྲོས་བརྒྱན། །
125	prose	8	ཕྱག་བཞི་འཁོར་ལོ་རལ་གྲི་དང་། །
126	prose	7	སྐྱེ་གནས་སྟེང་ཞགས་སྡིག་མཛུབ་མཛད། །
127	prose	2	ཅེས་གསུངས།
128	prose	17	ཕྱག་འཚལ་བརྒྱད་པ་རྗེ་བཙུན་མ་བདུད་འཇོམས་དབང་སྟེར་མ་ལ་ཕྱག་འཚལ་བ་ནི།
129	prose	9	རྒྱུད་ལས། ཕྱག་འཚལ་ཏུ་རེ་འཇིགས་པ་ཆེན་མོ། །
130	prose	15	བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ། ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ་གཉེར་ལྡན་མཛད། །
131	prose	8	དགྲ་བོ་ཐམས་ཅད་མ་ལུས་གསོད་མ། །
132	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
133	prose	88	ཕྱག་འཚལ། གང་ལ་ན། རྗེ་བཙུན་མ་བདུད་འཇོམས་དབང་སྟེར་མ་ལའོ། །ཆེ་བའི་ཡོན་ཏན་གང་གི་སྒོ་
134	prose	120	- ཕྱིའི་འཇིགས་པ་ཆེན་མོ་བདུད་ཀྱི་དཔའ་བོ་སྟེ་གཙོ་བོ་དགའ་རབ་དབང་ཕྱུག་སོགས་དྲེགས་སྙེ
135	prose	103	རྐང་པ་ཕྱི་མ་གཉིས་ཀྱིས་དེ་ལྟར་བསྟན་ཚུལ་ནི། ཆུ་སྐྱེས་ནི་པདྨ་དང་། དེ་ཡང་མཛེས་པའི་དཔ
136	prose	36	- འགྲེལ་བྱེད་འགའ་ཞིག་གིས་སྐབས་འདིའི་འཇིགས་པ་ཆེན་མོ་ཁྲོ་མོ་ལ་བྱེད་གསུངས་པ་དང་། གཞ
137	prose	59	སྐུ་མདོག་ནི། གསེར་གྱི་མདོག་ཅན་ཞལ་གཅིག་ཕྱག་བཞི་མ། པདྨ་དམར་པོ་དང་ཟླ་བའི་སྟེང་ན་ཆུ་
138	prose	9	ཉི་མ་སྦས་པས། པདྨར་ཟླ་གདན་ཆུ་སྲིན་གདན། །
139	prose	18	གསེར་མདོག་སྐྱིལ་ཀྲུང་ཕྱེད་ཞལ་གཅིག ། ཨ་ཤྭ་ཀ་དང་རིན་ཆེན་མཆོག ། པདྨ་བུམ་ལས་དབང་མཆོག
140	prose	4	ཞེས་གསུངས་པའི་ཕྱིར།
141	prose	16	ཕྱག་འཚལ་དགུ་པ་འཕགས་མ་སྒྲོལ་མ་མཆོག་སྩོལ་མ་ལ་ཕྱག་འཚལ་བ་ནི།
142	prose	9	རྒྱུད་ལས། ཕྱག་འཚལ་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱའི། །
143	prose	8	སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ། །
144	prose	8	མ་ལུས་ཕྱོགས་ཀྱི་འཁོར་ལོ་བརྒྱན་པའི། །
145	prose	8	རང་གི་འོད་ཀྱི་ཚོགས་རྣམས་འཁྲུགས་མ། །
146	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
147	prose	11	ཕྱག་འཚལ། གང་ལ་ན། འཕགས་མ་སྒྲོལ་མ་མཆོག་སྩོལ་མ་ལའོ། །
148	prose	73	ཆེ་བའི་ཡོན་ཏན་གང་གིས་སྒོ་ནས་ཕྱག་འཚལ་ཞེ་ན། ཕྱག་གཡོན་པའི་མཐེབ་སྲིན་གཉིས་ཀྱིས་པདྨ་མ
149	prose	100	, དེ་བཞིན་མ་ལུས་ཕྱོགས་ཀྱི་འཁོར་ལོ་སྟེ་ཕྱོགས་བཞི་མཚམས་བཞི་སྟེང་འོག་གཉིས་ཏེ་ཕྱོགས་
150	prose	16	སློབ་དཔོན་ཉི་མ་སྦས་པའི་བསྟོད་པ་ལས། སངས་རྒྱས་ཆོས་ལས་ལེགས་སྐྱེས་ཤིང་། །
151	prose	7	དགེ་འདུན་ཀུན་སྐྱོང་བརྩེ་ཆེན་མ། །
152	prose	4	ཞེས་གསུངས་པའི་ཕྱིར།
153	prose	37	སྐབས་འདིའི་འོད་ཟེར་ནི། འགྲེལ་པ་འགའ་ཞིག་ལས། ཕྱག་གཡས་པའི་མཐིལ་གྱི་འཁོར་ལོའི་འོད་ཟེ
154	prose	21	སློབ་དཔོན་ཉི་མ་སྦས་པའི་བསྟོད་པ་ལས། ཕྱོགས་དང་ཕྱོགས་བྲལ་འཁོར་ལོའི་བདག ། རང་སྐྱེས་འ
155	prose	2	ཞེས་
156	prose	22	རང་ལས་སྐྱེས་པའི་འོད་ཟེར་ཡིན་པར་གསུངས་པ་ལས་ཕྱག་མཚན་གྱི་འོད་ཟེར་ཡིན་པར་མ་གསུངས་ཤིང
157	prose	63	ཁྱད་པར་དུ་སློབ་དཔོན་འདིས་ཕྱག་འཚལ་ཉེར་གཅིག་གི་སྒྲུབ་ཐབས་ལས། ཕྱག་དང་པོ་གཉིས་རབ་ཏུ་
158	prose	2	ཞེས་
159	prose	108	ཕྱག་གཡོན་པའི་གཉིས་པ་མ་གཏོགས་ཕྱག་མཚན་བཞེས་མེད་པ་དང་དེ་ཡང་མྱ་ངན་མེད་པའི་ཤིང་ཡིན་པ་
160	prose	9	ཉི་མ་སྦས་པས། པདྨ་དམར་དང་ཟླ་སྟེང་དུ། །
161	prose	6	བནྡུ་ལྟར་དམར་ཕྱག་བཞི་མ། །
162	prose	7	གཉིས་དང་གཉིས་ལས་རབ་དགའ་ཡི། །
163	prose	7	རང་བཞིན་མྱ་ངན་མེད་ཤིང་འཛིན། །
164	prose	4	ཞེས་གསུངས་པའི་ཕྱིར།
165	prose	19	ཕྱག་འཚལ་བཅུ་པ་རྗེ་བཙུན་མ་བདུད་དང་འཇིག་རྟེན་དབང་སྡུད་མ་ལ་ཕྱག་འཚལ་བ་ནི།
166	prose	22	རྒྱུད་ལས། ཕྱག་འཚལ་རབ་ཏུ་དགའ་བ་བརྗིད་པའི།། དབུ་རྒྱན་འོད་ཀྱི་ཕྲེང་བ་སྤེལ་མ། བཞད་པ་
167	prose	8	བདུད་དང་འཇིག་རྟེན་དབང་དུ་མཛད་མ། །
168	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
169	prose	114	ཕྱག་འཚལ། གང་ལ་ན། རྗེ་བཙུན་མ་བདུད་དང་འཇིག་རྟེན་དབང་སྡུད་མ་ལའོ། །ཆེ་བའི་ཡོན་ཏན་གང་
170	prose	98	བཞད་པ་རབ་བཞད་ཏུཏྟཱ་ར་ཡིས། །ཞེས་གསུངས་པས་ནི་བདུད་ཀྱི་མཐུ་ལ་མི་སྐྲག་པའི་ཉམས་སུ་ཧ་ཧ
171	prose	29	དབུ་ལ་རིགས་ལྔའི་དབུ་རྒྱན་གྱིས་བརྒྱན་པ་ནི། སྒྲོལ་བསྟོད་ཉི་ཤུ་རྩ་གཅིག་པའི་སྒྲུབ་ཐབ
172	prose	23	འདི་ལ་ཉི་མ་སྦས་པས་མྱ་ངན་སེལ་བའི་སྒྲོལ་མ་ཞེས་གསུངས་ལ། རྗེ་དགེ་འདུན་གྲུབ་པའང་འདིའི
173	prose	10	རྗེ་ཅོ་ནེ་པས། བདུད་དང་འཇིག་རྟེན་དབང་སྡུད་མ། །
174	prose	3	ཞེས་གསུངས་ལ།
175	prose	11	གཞན་དག །བདུད་དབང་སྡུད་མ་ཞེས་གསུངས་པའང་སྣང་ངོ་། །
176	prose	60	རྣམ་པ་ནི། སྐུ་མདོག་བྱི་རུའི་མདོག་ལྟ་བུའི་དམར་མོ། ཟླ་བ་དང་པད་མ་དམར་པོའི་གདན་སྟེང་
177	prose	15	ཉི་མ་སྦས་པས། པདྨར་ཟླ་སྟེང་བྱི་རུའི་མདོག ། ཞལ་གཅིག་ཕྱག་བཞི་དང་པོ་གཉིས། །
178	prose	7	སྤྱི་བོར་བཅིངས་དང་རལ་གྲི་འཕྱར། །
179	prose	7	ཨ་ཤྭ་ཀ་ཡི་ཡལ་ག་འཛིན། །
180	prose	4	ཞེས་གསུངས་པའི་ཕྱིར།
181	prose	23	ཕྱག་འཚལ་བཅུ་གཅིག་པ་རྗེ་བཙུན་མ་ཕོངས་པ་ཐམས་ཅད་ལས་ཀྱང་རྣམ་པར་སྒྲོལ་མ་ལ་ཕྱག་འཚལ་བ་ནི
182	prose	9	རྒྱུད་ལས། ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས། །
183	prose	8	ཐམས་ཅད་འགུགས་པར་ནུས་པ་ཉིད་མ། །
184	prose	8	ཁྲོ་གཉེར་གཡོ་བའི་ཡི་གེ་ཧཱུྃ་གིས། །
185	prose	8	ཕོངས་པ་ཐམས་ཅད་རྣམ་པར་སྒྲོལ་མ། །
186	prose	5	ཞེས་གསུངས་པའི་དོན་ནི།
187	prose	64	ཕྱག་འཚལ་ལོ། །གང་ལ་ན། རྗེ་བཙུན་མ་ཕོངས་པ་ཐམས་ཅད་ལས་ཀྱང་རྣམ་པར་སྒྲོལ་མ་ལའོ། །རྒྱུ་ཅ
188	prose	93	ཁྲོ་གཉེར་སྟེ་ཡིད་ཁྲོས་པའི་དབང་གིས་གདོང་ལ་གཉེར་མ་སྡུད་པའི་ཚུལ་མཛད་པ་དང་། གཡོ་བ་སྟ
