index	kind	syllables	preview
51	prose	80	ཡང་ཕྱག་གང་ལ་འཚལ་ན་ཕྱག་གཡོན་པའི་གུང་མཛུབ་མཐེའུ་ཆུང་གསུམ་བསྒྲེངས་བ་དེ་དཀོན་མཆོག་གས
52	prose	28	མ་ལུས་ཕྱོགས་བཅུའི་འཇིག་རྟེན་ཐམས་ཅད་ཀྱི་འཁོར་ལོའི་ཞིང་ཁམས་ཐམས་ཅད་གསལ་བར་བརྒྱན་པའི
53	prose	58	ཡང་ཕྱག་གང་ལ་འཚལ་ན་ནང་ཐུགས་རྒྱུད་ཟག་མེད་ཀྱི་རབ་ཏུ་དགའ་བས་རབ་ཏུ་གང་སྟེ་ཕྱི་སྐུ་ལ་ག
54	prose	60	འཇིག་རྟེན་འཁོར་བ་དབང་དུ་སྡུད་ཕྱིར་གསུང་གི་གད་མོ་བཞད་པ་དང་འཇིག་རྟེན་ལས་འདས་པ་དབང་
55	prose	32	ཡང་ཕྱག་གང་ལ་འཚལ་ན་ས་གཞི་སྐྱོང་བའི་སེམས་ཅན་དང་ཁྱད་པར་མི་ཡི་རྒྱལ་པོའི་ཚོགས་རྣམས། ཐ
56	prose	60	ཁྲོས་པའི་ཚུལ་གྱི་ཁྲོ་གཉེར་གཡོ་བའི་དགོས་འདོད་ཀུན་འབྱུང་གི་ཡི་གེ་ཧཱུཾ་ཡིག་དཔག་ཏུ་མ
57	prose	42	ཡང་ཕྱག་གང་ལ་འཚལ་ན་མཛེས་པའི་ཡོན་ཏན་ཟླ་བའི་དུམ་བུས་དབུ་རྒྱན་དང་། གཞན་ཡང་རིན་པོ་ཆེའ
58	prose	36	རལ་པའི་ཁྲོད་ན་སངས་རྒྱས་འོད་དཔག་མེད་ལས། རྟག་པར་ཤིན་ཏུ་ཚེ་བསོད་ནམས་ཡོན་ཏན་མངའ་ཐང་ཉ
59	prose	34	ཡང་ཕྱག་གང་ལ་འཚལ་ན་ནང་དུ་ཡེ་ཤེས་ཀྱི་སྒྲོན་མེ་འབར་བས་ཕྱི་རུ་ཁྲོ་ཚུལ་བསྐལ་པའི་དུས་ཀ
60	prose	56	གཡས་བརྐྱང་གཡོན་བསྐུམ་སོགས་དྲག་པོའི་སྟངས་སྟབས་སྣ་ཚོགས་པ་ཀུན་ནས་བསྐོར་བ་ལ་དགའ་བས། 
61	prose	35	ཡང་ཕྱག་གང་ལ་འཚལ་ན་གདུག་པ་ཅན་ལ་ཁྲོས་པའི་ཉམས་འགྱུར་གྱིས་རི་རབ་གླིང་དང་བཅས་པའི་ས་གཞ
62	prose	91	ཁྲོ་གཉེར་ཅན་མཛད་ཤངས་ནས་སྲིད་གསུམ་གཡོ་བའི་ཡི་གེ་ཧཱུྃ་གི་སྒྲས། དཔེར་ན་ཁང་པའི་ཐོག་ཕ
63	prose	61	ཡང་ཕྱག་གང་ལ་འཚལ་ན་འགྲོ་བ་མཐོ་རིས་ན་བཀོད་པའི་བདེ་མ་ཐར་པ་ལ་བཀོད་པའི་དགེ་མ་རྣམ་མཁྱེ
64	prose	84	ཁྱོད་ཀྱི་སྙིང་པོ་རིགས་སྔགས་ཏཱ་རེ་ཏུཏྟཱ་རེ་ལ་མཇུག་ན་སྭཱ་ཧཱ་དང་མགོ་ན་ཨོཾ་དང་ཡང་དག་
65	prose	42	ཡང་ཕྱག་གང་ལ་འཚལ་ན་རིག་འཛིན་གྲུབ་པ་དང་རྒྱལ་སྲས་སེམས་དཔའི་འཁོར་རྣམས་ཀྱིས་ཀུན་ནས་བས
66	prose	35	སྒྲོལ་མ་ཁྲོ་མོའི་བསྐྱེད་བཟླས་ལ་ཡི་གེ་བཅུ་པའི་ངག་ནི་བཀོད་པའི། རིག་པ་སྔགས་ལ་བསྐྱེད
67	prose	58	ཡང་ཕྱག་གང་ལ་འཚལ་ན་ཏུ་རེ་སྟེ་སྒྲོལ་མའི་སྐུ་རྫུ་འཕྲུལ་གྱི་ཆོ་འཕྲུལ་སྟོན་པའི་སྒོ་ནས
68	prose	80	རི་ཡི་རྒྱལ་པོ་དབུས་ཀྱི་རི་རབ་དང་ལྷ་དང་དྲང་སྲོང་ཆེན་པོ་རྣམས་ཀྱི་བཞུགས་གནས་མཐའི་རྒ
69	prose	59	ཡང་ཕྱག་གང་ལ་འཚལ་ན་སྒྲོལ་མའི་སྐུ་མདུན་མཁར་བསྒོམ་ཞིང་ཕྱག་མཚན་ལྷ་ཡི་མཚོ་དྭངས་མ་ཡི་ར
70	prose	66	ཨོཾ་ཏ་ར་ཏ་ར་ཕཊ། ཅེས་པ་རྒྱུད་ཀྱི་དངོས་བསྟན་ནམ་ཡང་ན་ཨོཾ་ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་ཕཊ་སྭ
71	prose	65	ཡང་ཕྱག་གང་ལ་འཚལ་ན་འདོད་ཁམས་དང་གཟུགས་ཁམས་ཀྱི་ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་ཚངས་པ་དང
72	prose	63	དུས་རྣམས་ཀུན་ནས་རང་གི་སྒོ་གསུམ་རྗེ་བཙུན་མའི་ལྷ་སྔགས་ཡེ་ཤེས་ཀྱི་གོ་ཆ་ལ་དགའ་བའི་གཟ
73	prose	86	ཡང་ཕྱག་གང་ལ་འཚལ་ན་ཉི་མ་དང་ཟླ་བ་ལྟ་བུའི་རྒྱས་པའི། སྤྱན་གཡས་ཉི་མ་ལྟ་བུའི་མེའི་འོད་
74	prose	90	ཨོཾ་ཧ་ར་ཧ་ར་ཏུཏྟཱ་རེ་སྭཱ་ཧཱ། ཞེས་པའི་བཟླས་བརྗོད་བཅས་དངོས་བསྟན་ལྟར་ཧ་ར་གཉིས་བརྗོད
75	prose	76	ཡང་ཕྱག་གང་ལ་འཚལ་ན་གོང་གསལ་གྱི་སྔགས་རྣམས་དང་ཁྱད་པར་ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་བདུན་པོ་ལ
76	prose	65	ནམ་གྲུ་ལ་སོགས་པའི་གདོན་ཆེན་བཅོ་བརྒྱད་ཀྱི་གདོན་དང་ཤ་ལངས་དང་ཁྲག་ལངས་དང་པགས་ལངས་དང་
77	prose	22	སངས་རྒྱས་ཀྱི་ཞལ་ནས། སེང་གེ་གླང་ཆེན་མེ་སྦྲུལ་ཆོམ་རྐུན་དང་། ལྕགས་སྒྲོག་རྒྱ་མཚོ་ཤ་ཟ
78	prose	9	ཞི་མཛད་ཟླ་བའི་འོད་ལྟར་མཛེས་མའི་སྐུ། །
79	prose	11	བཅོམ་ལྡན་སྒྲོལ་མ་ཡུམ་ལ་ཕྱག་འཚལ་ལོ།། ཞེས་དང་།
80	prose	10	སེང་གེ་སྟག་དང་གླང་པོ་མཚོ་ཆེན་དང་། །
81	prose	9	མེ་དང་འཆིང་བ་རྐུན་པོ་སྦྲུལ་གདུག་གི། །
82	prose	12	གནོད་པ་ཐམས་ཅད་རབ་ཏུ་འཇོམས་མཛད་མ། ཞེས་གསུངས་པ་
83	prose	21	ལྟར་འཇིགས་པ་བརྒྱད་དང་། གནོད་པ་ཐམས་ཅད་མྱུར་དུ་འཇོམས་པ་ཏུ་རེ་རབ་མཆོག་ཉིད་མ་དེ་ལའོ།
84	prose	41	དེ་ལྟར་སྒྲོལ་མ་ཉེར་གཅིག་ལ་དོན་དེ་ལྟ་བུའི་རྩ་བའི་སྔགས་ཡི་གེ་བཅུ་པ་ཉིད་ཀྱི་སྒོ་ནས་
85	prose	710	དེ་ལྟར་རྒྱུད་ཀྱི་དངོས་བསྟན་གོ་སླ་བར་བཤད་པ་ཡིན་ལ། གཞན་ཡང་སྦས་དོན་ལྟར་ན། རལ་པའི་ཁྲ
