index	trigger	syllables	flag	preview
87	line-end	8		བདུད་དང་འཇིག་རྟེན་དབང་དུ་མཛད་མ། །
88	line-end	3		ཞེས་པ་ལ།
89	line-end	39		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། སེམས་ཅན་རྣམས་རབ་ཏུ་དགའ་བ་སྐྱེད་བྱེད་མཚན་དཔེའི་སྐུ་དང་། ཀུན་ན
90	terminal-particle	57		གསུང་བཞད་པ་བརྒྱད་དང་ལྡན་པའི་རིག་སྔགས། ཧ་ཧཱ།ཧི་ཧི། ཧེ་ཧེ། ཧོ་ཧོའི་སྒྲ་དབྱངས་རབ་ཏུ
91	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ལོ།།
92	line-end	71		གསལ་འདེབས་ཚུལ་ནི། འཇིག་རྟེན་དབང་དུ་བྱེད་པའི་སྒྲོལ་མ་འཇིག་རྟེན་གསུམ་ལས་རྒྱལ་མ་འདི
93	line-end	8		ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས། །
94	line-end	8		ཐམས་ཅད་འགུགས་པར་ནུས་པ་ཉིད་མ། །
95	line-end	8		ཁྲོ་གཉེར་གཡོ་བའི་ཡི་གེ་ཧཱུཾ་གིས། །
96	line-end	7		ཕོངས་པ་ཐམས་རྣམ་པར་སྒྲོལ་མ། །
97	line-end	3		ཞེས་པ་ལ།
98	line-end	56		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ས་གཞི་ཆེན་པོ་འདི་སྐྱོང་བའི་ས་ཡི་ལྷ་མོ་དང་། ཀླུ་རྒྱལ་དགའ་བོ་ས
99	terminal-particle	49		ཁྲོ་གཉེར་གཡོ་བའི་ཐུགས་ཀའི་ཡི་གེ་ཧཱུཾ་གི་འོད་ཟེར་གྱིས་ལྷ་ཀླུ་མི་སོགས་ཀྱི་དཔལ་འབྱོ
100	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ལོ།།
101	line-end	68		གསལ་འདེབས་ཚུལ་ནི། དབུལ་ཕོངས་སེལ་བའི་ནོར་སྟེར་སྒྲོལ་མ་འདི་ཉིད་སྐུ་མདོག་དམར་གསེར་བ
102	line-end	8		ཕྱག་འཚལ་ཟླ་བའི་དུམ་བུས་དབུ་རྒྱན། །
103	line-end	15		བརྒྱན་པ་ཐམས་ཅད་ཤིན་ཏུ་འབར་མ། རལ་པའི་ཁྲོད་ན་འོད་དཔག་མེད་ལས། །
104	line-end	8		རྟག་པར་ཤིན་ཏུ་འོད་རབ་མཛད་མ། །
105	line-end	3		ཞེས་པ་ལ།
106	line-end	75		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཟླ་བའི་དུམ་བུ་ནི་ཟླ་བ་ཕྱེད་པ་སྟེ་དེས་དབུ་ཡི་རྒྱན་དུ་རབ་ཏུ་མཛ
107	quote-open	23		དབུ་སྐྲ་བུང་བ་ལྟར་གནག་པའི་རལ་པའི་ཁྲོད་ན་བདེ་ལྡན་ཞིང་མགོན་འོད་དཔག་ཏུ་མེད་པ་བཞུགས་
108	terminal-particle	60		དུས་རྟག་པར་མཐའ་ཡས་ཀྱི་འགྲོ་བ་རྣམས་ལ་ཤིན་ཏུ་འཁོར་གསུམ་དམིགས་པ་བྲལ་བའི་ཚད་མེད་པའི་
109	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ལོ། །
110	line-end	73		གསལ་འདེབས་ཚུལ་ནི། སྣོད་བཅུད་དགེ་ལེགས་ཀྱིས་བདེ་བར་བྱེད་པའི་འཕགས་མ་བཀྲ་ཤིས་དོན་གྲུ
111	line-end	8		ཕྱག་འཚལ་བསྐལ་པ་ཐ་མའི་མེ་ལྟར། །
112	line-end	8		འབར་བའི་ཕྲེང་བའི་དབུས་ན་གནས་མ། །
113	line-end	15		གཡས་བརྐྱངས་གཡོན་བརྐུམ་ཀུན་ནས་བསྐོར་དགའི། དགྲ་ཡི་དཔུང་ནི་རྣམ་པར་འཇོམས་མ། །
114	line-end	3		ཞེས་པ་ལ།
115	line-end	36		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། བསྐལ་པ༵་འཇིག་པའི་དུས་ཀྱི་མེ་ཆེན་པོ་ལྟར། ངོ་བོ་ཡེ་ཤེས་ལ་རྣམ་པ
116	terminal-particle	76		ཞབས་གཡས་བརྐྱངས་གཡོན་བསྐུམ་པའི་རོལ་སྟབས་ཅིར་ཡང་མ་ངེས་པ་དང་། བདུད་སྡེའི་ཚོགས་བཅོམ་
117	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ལོ། །
118	line-end	100		གསལ་འདེབས་ཚུལ་ནི། གཟུགས་ཅན་གཟུགས་མེད་ཀྱི་གཡུལ་དང་བར་ཆད་ལས་རྒྱལ་བར་བྱེད་མའི་སྒྲོལ
119	line-end	15		ཕྱག་འཚལ་ས་གཞིའི་ངོས་ལ་ཕྱག་གི། མཐིལ་གྱིས་བསྣུན་ཅིང་ཞབས་ཀྱིས་བརྡུངས་མ། །
120	line-end	8		ཁྲོ་གནེར་ཅན་མཛད་ཡི་གེ་ཧཱུྃ་གིས། །
121	line-end	8		རིམ་པ་བདུན་པོ་རྣམས་ནི་འགེམས་མ། །
122	line-end	3		ཞེས་པ་ལ།
123	line-end	44		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། རི་རབ་གླིང་བཞི་དང་བཅས་པའི་ས་གཞིའི་ངོས་ལ། ཟིལ་གྱིས་གནོན་པའི་ར
124	terminal-particle	80		ཞལ་ཁྲོ་གཉེར་གྱི་ཉམས་ཅན་དང་ལྡན་པར་མཛད་ནས། ཡི༷་གེ་ཧཱུཾ་གི་སྒྲ་རབ་ཏུ་སྒྲོགས་པས་འོད་
125	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ལོ། །
126	line-end	77		གསལ་འདེབས་ཚུལ་ནི། གདུག་ཅན་དམ་སྲི་བགེགས་རིགས་ཀྱི་གནོད་པ་འཇོམས་པའི་འཕགས་མ་ཁྲོ་གཉེར
127	line-end	8		ཕྱག་འཚལ་བདེ་མ་དགེ་མ་ཞི་མ། །
128	line-end	8		མྱ་ངན་འདས་ཞི་སྤྱོད་ཡུལ་ཉི་མ། །
129	line-end	9		སྭཱ་ཧཱ་ཨོཾ་དང་དང་ཡང་དག་ལྡན་པས། །
130	line-end	10		སྡིག་པ་ཆེན་པོ་འཇོམས་པ་ཉི་མ། ཞེས་པ་ལ།
131	terminal-particle	60		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། འབྲས་བུ་སྡུག་བསྔལ་ཟད་པས་བདེ་མ།དེའི་རྒྱུ་ལས་ཉོན་གྱི་ཀུན་འབྱུང
132	line-end	24		ཕྲིན་ལས་ཀྱི་ཆ་ནས་གདུལ་བྱ་རིགས་ཅན་སོ་སོ་དང་འཚམས་པའི་སྤྱོད་ཡུལ་ཅན་ཉིད་དུ་གྱུར་པའི་
133	terminal-particle	64		བཟླས་པའི་མཇུག་ཏུ་སྭཱ་ཧྭ་དང་ༀ་གྱིས་འགོ་བརྩམས་པའི་རྩ་བའི་རིག་སྔགས་བཅུ་དང་ཡང་དག་ལྡན
134	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ཡིན། །
135	line-end	59		གསལ་འདེབས་ཚུལ་ནི། སྡིག་སྒྲིབ་ཞི་བར་མཛད་པའི་སྒྲོལ་མ་འདི་ཉིད་སྐུ་མདོག་དཀར་མོ།པད་ཟླ
136	line-end	22		ཕྱག་འཚལ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི། དགྲ་ཡི་ལུས་ནི་རབ་ཏུ་འགེམས་མ། ཡི་གེ་བཅུ་པའི་ངག་ན
137	line-end	8		རིག་པ་ཧཱུཾ་ལས་སྒྲོལ་མ་ཉིད་མ། །
138	line-end	3		ཞེས་པ་ལ།
139	line-end	57		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། དྲང་སྲོང་དང་རིག་འཛིན།བྱང་ཆུབ་སེམས་དཔའི་ཚོགས་ཀྱིས་ཀུན་ནས་བསྐོ
140	terminal-particle	71		གཞན་ཡང་ཨཾ་ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་སྭཱ་ཧྭ་ཞེས་ཡི་གེ་བཅུ་པའི་གསུང་ངག་དེ་ནི། འབྲལ་མེད་
141	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ལོ། །
142	line-end	62		གསལ་འདེབས་ཚུལ་ནི། དགྲ་དང་བྱད་མའི་རིག་སྔགས་སྟོབས་གཞོམ་སྒྲོལ་མ་འདི་ཉིད་སྐུ་མདོག་དམ
143	line-end	8		ཕྱག་འཚལ་ཏུ་རེའི་ཞབས་ནི་བརྡབས་པས། །
144	line-end	14		ཧཱུྃ་གི་རྣམ་པའི་ས་བོན་ཉིད་མ། རི་རབ་མནྡཱ་ར་དང་འབིགས་བྱེད། །
145	line-end	10		འཇིག་རྟེན་གསུམ་རྣམས་གཡོ་བ་ཉིད་མ། ཞེས་པ་ལ།
146	line-end	44		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཏྱཱ་རེ་ཞེས་པ་མྱུར་མ་ཁྱེད་ཀྱི་ཞབས་མཐིལ་གཉིས་ནི་ས་ལ་བརྡབས་ཅིང་
147	line-end	51		རིའི་རྒྱལ་པོ་རི་རབ་དང་མནྡ་ར་དང་།རི་བོ་འབིགས་བྱེད་ཅེས་རི་བོ་གངས་ཅན་དང་། འཇིག་རྟེན
148	line-end	80		གསལ་འདེབས་ཚུལ་ནི། དགྲ་ཇག་ཆོམ་རྐུན་འཆིང་བའི་སྒྲོལ་མ་དཔག་མེད་གནོན་མ་འདི་ཉིད་སྐུ་མད
149	line-end	8		ཕྱག་འཚལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པའི། །
150	line-end	8		རི་དྭགས་རྟགས་ཅན་ཕྱག་ན་བསྣམས་མ། །
151	line-end	8		ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་ཀྱི་ཡི་གེས། །
152	line-end	10		དུག་རྣམས་མ་ལུས་པ་ནི་སེལ་མ། ཞེས་པ་ལ།
153	line-end	49		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ལྷ་ཡི་ཡུལ་གྱི་བདུད་རྩིའི་མཚོ་ཡི་རྣམ་པའི་དཀར་ཞིང་། དཀར་ཟླུམ་ག
154	terminal-particle	43		ཏཱ་ར་གཉིས་བརྗོད་པ་ཅན་གྱི་རིག་སྔགས་ཡི་གེ་བཅུ་པ་ལ་ཕཊ་ཀྱིས་བརྒྱན་པའི་ཡི་གེ་ཅན་གྱིས་
155	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ལོ། །
156	line-end	65		གསལ་འདེབས་ཚུལ་ནི། དུག་རིགས་ཞི་ཞིང་སྲུང་བའི་འཕགས་མ་རྨ་བྱ་ཆེན་མོ་འདི་ཉིད་སྐུ་མདོག་
157	line-end	8		ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་རྣམས་རྒྱལ་པོ། །
158	line-end	7		ལྷ་དང་མིའམ་ཅི་ཡིས་བསྟེན་མ། །
159	line-end	8		ཀུན་ནས་གོ་ཆ་དགའ་བས་བརྗིད་ཀྱིས། །
160	line-end	8		རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་མ། །
161	line-end	3		ཞེས་པ་ལ།
162	line-end	50		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། འདོད་གཟུགས་ཀྱི་ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་ཚངས་དང་བརྒྱ་བྱིན་
163	terminal-particle	53		འཕགས་མ་གདུགས་དཀར་མོས་ཀུན་ནས་བྱིན་གྱིས་བརླབས་པའི་སྔགས་དང་ཕྱག་རྒྱའི་གོ་ཆ་དགའ་བས་འཕ
164	line-end	4		ཞེས་ཚིག་འགྲེལ་ཡིན། །
165	line-end	71		གསལ་འདེབས་ཚུལ་ནི།རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་འཕགས་མ་མི་ཕམ་གདུགས་དཀར་མོ་འདི་ཉིད་ས
166	line-end	8		ཕྱག་འཚལ་ཉི་མ་ཟླ་བ་རྒྱས་པའི། །
167	line-end	8		སྤྱན་གཉིས་པོ་ལས་འོད་རབ་གསལ་མ། །
168	line-end	7		ཧ་ར་གཉིས་བརྗོད་ཏུཏྟཱ་ར་ཡིས། །
169	line-end	8		ཤིན་ཏུ་དྲག་པོའི་རིམས་ནད་སེལ་མ། །
170	line-end	3		ཞེས་པ་ལ།
171	line-end	43		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཉི་མ་དང་ཟླ་བ་རྒྱས་པ་ལྟ་བུའི་སྤྱན་གཉིས་པོ་ལས་འོད་ཟེར་རབ་ཏུ་འབ
172	terminal-particle	34		རྩ་བའི་རིག་སྔགས་བཅུ་པ་ལ་ཧཱ་ར་གཉིས་ལྡན་གྱི་བརྗོད་པ་ཏུཏྟཱ་ར་ཡིས་ཤིན་ཏུ་དྲག་པོའི་རི
173	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ལོ། །
174	line-end	62		གསལ་འདེབས་ཚུལ་ནི། རིམས་ནད་སེལ་བའི་འཕགས་མ་རི་ཁྲོད་ལོ་གྱོན་མ་འདི་ཉིད་སྐུ་མདོག་དཀར་
175	line-end	15		ཕྱག་འཚལ་དེ་ཉིད་གསུམ་རྣམས་བཀོད་པའི། ཞི་བའི་མཐུ་དང་ཡང་དག་ལྡན་མ། །
176	line-end	15		གདོན་དང་རོ་ལངས་གནོད་སྦྱིན་ཚོགས་རྣམས། འཇོམས་པ་ཏུ་རེ་རབ་མཆོག་ཉིད་མ། །
177	line-end	3		ཞེས་པ་ལ།
178	line-end	86		ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། སྒྲུབ་པ་པོ་རང་གི་སྤྱི་བོར་ཨོཾ་དཀར་པོ། མགྲིན་པར་གསུང་གི་ཨཱཿདམ
179	terminal-particle	45		གདོན་རིགས་བཅོ་བརྒྱད་སོགས་དང་རོ་ལང༵ས་འབྱུང་པོ།མདངས་འཕྲོག་པའི་གནོད་སྦྱིན་སོགས་ཀྱི་
180	line-end	6		ཞེས་པ་ནི་ཚིག་འགྲེལ་ལོ། །
