index	kind	syllables	preview
37	prose	64	ཚིགས་བཅད་བཅུ་གཅིག་པ་ཕྱག་འཚལ་ས་གཞི་སོགས་ལ་ལྷ་མོ་གང་གི་རིག་སྔགས་ཀྱིས་ས་གཞི་སྐྱོང་བ
38	prose	59	ཁྲོ་གཉེར་གཡོ་བ་སྟེ་ཁྲོ་མོའི་རིག་སྔགས་ཧཱུྃ་གི་ཡི་གེ་དང་བཅས་པའི་མཐུ་ལས། །​འགྲོ་བ་ཕ
39	prose	94	སྦས་དོན་ནི། ས་གཞི་སྐྱོང་བ་ས་འོག་གི་བདག་པོའི་སྒྲས། རྡུལ་གི་དངས་མ། གཙུག་ཏོར་ནས་ནོར
40	prose	102	ཚིགས་བཅད་བཅུ་གཉིས་པ་ཕྱག་འཚལ་ཟླ་བའི་སོགས་ལ། ཟླ་བའི་དུམ་བུ་ནི་ཟླ་བ་ཕྱེད་པས་དབུ་བརྒ
41	prose	73	, སྦས་དོན་ནི། གོང་སྔ་མའི་འཕྲོས་དེ་ཉིད་ལ་སྦྱར་ཏེ། ཟླ་བའི་དུམ་བུའི་དབུ་རྒྱན་ནི་བྱང
42	prose	31	ཚིགས་བཅད་བཅུ་གསུམ་པ་ཕྱག་འཚལ་བསྐལ་པ་སོགས་ལ། །​བསྐལ་པ་ཐ་མ་སྟེ། །​འཇིག་དུས་ཀྱི་མེ་ལ
43	prose	53	ནང་ཟག་མེད་ཀྱི་དགའ་བ་ལས་མ་གཡོས་བཞིན་དུ། །​གཡས་བརྐྱང་གཡོན་བསྐུམ་སོགས་དྲག་པོའི་སྟངས
44	prose	92	, ​སྦས་དོན་ནི། གཏུམ་མོ་ཡེ་ཤེས་ཀྱི་མེ་དུས་མཐའི་མེ་འབར་བ་ལྟ་བུ་སྟེ། ལུས་དང་སྣང་བ་ཐ
45	prose	37	ཚིགས་བཅད་བཅུ་བཞི་པ་ཕྱག་འཚལ་ས་གཞི་སོགས་ལ། རི་རབ་གླིང་དང་བཅས་པའི་ས་གཞི་ཆེན་པོའི་ངོ
46	prose	55	ཞལ་རས་ཁོ་གཉེར་ཅན་དུ་མཛད་ཅིང་ཁྲོ་བའི་ཤུགས་ཀྱིས་ཧཱུྃ་ཞེས་ཤངས་ནས་འཇིགས་པའི་སྒྲ་བསྒྲ
47	prose	86	, དེ་ལས་འོག་བདུན་ནི། ས་གཞི་ཆེན་པོ་འདི་ཉིད་ལ། འོག་ཏུ་ཐོག་ཕུགས་རིམ་པ་བདུན་བཞིན་དུ་
48	prose	86	, སྦས་དོན་ནི། ས་གཞིའི་ངོས་ནི་ལྟེ་བའི་དཀྱིལ་འཁོར་ཏེ། དེ་ལ་གཏུམ་མོ་ཡེ་ཤེས་ཀྱི་མེ་ང
49	prose	104	ཚིགས་བཅད་བཅོ་ལྔ་པ་ཕྱག་འཚལ་བདེ་མ་སོགས་ལ། བཅོམ་ལྡན་འདས་མ་ཉིད་རྟག་ཏུ་བདེ་བ་དང་། དགེ
50	prose	83	གཞན་ཡང་ལྷ་མོ་ཉིད་ཀྱིས་གསུངས་པའི་རིག་སྔགས་སྭཱ་ཧཱ་དང་ཨོཾ་དང་ཡང་དག་པར་ལྡན་བདག་བཟླས་
51	prose	78	, འདིའི་ངེས་པའི་དོན་མཐར་ཐུག་པ་ནི། བདེ་མ་ནི་སོར་རྟོག་ཡེ་ཤེས། དགེ་མ་ནི་མེ་ལོང་ཡེ་ཤ
52	prose	71	ཚིགས་བཅད་བཅུ་དྲུག་པ་ཕྱག་འཚལ་ཀུན་ནས་སོགས་ལ། །​གྲུབ་པ་རིག་པ་འཛིན་པ་དང་། །​བྱང་ཆུབ་
53	prose	54	ཡི་གེ་བཅུ་པའི་ངག་སྟེ་སྔགས་ཀྱི་བཀོད་པ་ལས་བྱུང་བའི་ལྷ་མོ་ཁྱོད། རིག་པ་སྟེ་རིག་སྔགས་
54	prose	95	, ངེས་དོན་ནི། །​ སྟོང་གཟུགས་ཕྱག་རྒྱ་ཆེན་པོའི་འོད་ཟེར་གྱིས་བསྐོར་བའི་རབ་དགའ་སྟེ་ག
55	prose	81	རིག་པ་ཧཱུྃ་གི་བརྡས་ནི། ཧཱུྃ་ཆ་ལྔ་པས་ཡེ་ཤེས་ལྔ་མཚོན་ཏེ་ཡེ་ཤེས་ལྔའི་རང་བཞིན་གི་ཐིག
56	prose	36	ཚིགས་བཅད་བཅུ་བདུན་པ་ཕྱག་འཚལ་ཏུ་རེ་སོགས་ཀྱི་དོན་ནི། ཏུ་རེ་ཞེས་པ་མྱུར་མ་སྟེ། འགོ་བ
57	prose	47	རིའི་རྒྱལ་པོ་རི་རབ་དང་། མནྡ་ར་ཞེས་བྱ་བའི་ར་དང་། རི་བོ་གངས་ཅན་ཞེས་བྱ་བ་དང་དབང་ཕྱུ
58	prose	58	བོད་དཔེ་ཕལ་ཆེར་ལས། འབིགས་བྱེད་ཅེས་འབྱུང་བ་ལྟར་ན། རིའི་རྒྱལ་པོ་འབིགས་བྱེད་དེ། གཞུ
59	prose	88	, ཧཱུྃ་གི་རྣམ་པའི་ཅེས་པ་ཧཱུྃ་ཀ་རེ་སྟེ་ཧཱུྃ་གི་ཡི་གེའོ། །​འཇིག་རྟེན་གསུམ་ན་ཞེས་པ་
60	prose	65	, ​སྦས་དོན་ནི། རི་རབ་ནི་ཚངས་པའི་རུས་པ། རི་གཞན་གཉིས་ནི་ཡིད་བཟང་མ་དང་དུང་ཅན་མ། གཡོ
61	prose	43	​ཚིགས་བཅད་བཅོ་བརྒྱད་པ་ཕྱག་འཚལ་ལྷའི་སོགས་ལ། ལྷའི་མཚོ་སྟེ། ཡིད་ཀྱི་མཚོའམ་རིང་བུ་དལ
62	prose	113	དེའི་རིག་སྔགས་ཧ་ར་ཞེས་པ་ལན་གཉིས་བརྗོད་ཅིང་། མཐའ་བརྟེན་ཕཊ་ཀྱི་ཡི་གེ་དང་བཅས་པའི་སྔ
63	prose	90	ངེས་པའི་དོན་དུ་ནི། ལྷ་ནི་ལུས་ལས་བྱུང་བ་སྟེ། དེའི་མཚོ་ནི་ལྷན་ཅིག་སྐྱེས་པའི་བདེ་བ་
64	prose	95	​ཚིགས་བཅད་བཅུ་དགུ་པ་ཕྱག་འཚལ་ལྷའི་ཚོགས་རྣམས་སོགས་ལ། །​ལྷའི་ཚོགས་པ་སྟེ་འདོད་པའི་ཁམ
65	prose	63	ལྷ་མོ་ཁྱོད་ཀྱིས་བྱིན་གིས་བརླབས་པའི་སྔགས་དང་ཕྱག་རྒྱའི་གོ་ཆ་དགའ་བ་དང་བདེ་བའི་རྒྱུ་
66	prose	104	, ངེས་པའི་དོན་དུ། ལྷ་ནི་དེ་བའི་སྒྲ་ལས་དེ་ཧ་བྷ་བ་སྟེ་ལུས་ལས་བྱུང་བ། ཡེ་ཤེས་ཀྱི་སྐ
67	prose	46	ཚིགས་བཅད་ཉི་ཤུ་པ་ཕྱག་འཚལ་ཉི་མ་སོགས་ལ། །​ཉི་མ་དང་ཟླ་བ་འོད་ཟེར་རབ་ཏུ་རྒྱས་པ་ལྟ་བུའ
68	prose	107	ངན་འགྲོ་ལ་སོགས་པ་སྡུག་བསྔལ་ཅན་གི་འགྲོ་བ་མཐའ་དག་བདེ་བ་ལ་འགོད་པར་མཛད་པ་སྟེ། ཧཱ་རའི
69	prose	118	, སྐབས་འདིར་སྤྱན་གཉིས་ཉི་ཟླ་འདྲ་བར་སྦྱར་བ་ནི། སྤྱན་གཡས་པའི་འོད་ཀྱི་ཉེ་བར་འཚེ་བ་ར
70	prose	93	, སྦས་དོན་ནི། །​ཉི་ཟླའི་བརྡས་ནང་གི་ཁུ་རྡུལ་གཉིས་ཡིན་ལ། །​དེ་ཡིས་ཡོངས་སུ་གང་བའི་ས
71	prose	30	ཚིགས་བཅད་ཉེར་གཅིག་པ་ཕྱག་འཚལ་དེ་ཉིད་གསུམ་རྣམས་སོགས་ལ། ཡི་གེའི་དོན་དང་། སྤྱིའི་དོན
72	prose	52	སྟོང་པ་ཉིད་དང་། མཚན་མ་མེད་པ་དང་། སྨོན་པ་མེད་པའི་དེ་ཁོ་ན་ཉིད་གསུམ་ལ། གདུལ་བྱའི་སེ
73	prose	114	གདོན་ནི་ནམ་གུའི་གདོན་ལ་སོགས་པ་གདོན་བཅོ་བརྒྱད་རྣམས་སོ། །​རོ་ལངས་ནི་རྩོ་ལངས་ཀྱི་ལས
74	prose	48	, གཉིས་པ་སྤྱིའི་དོན་ནི། སྒྲོལ་མའི་སྐུར་བསྐྱེད་པའི་བསམ་གཏན་ལ། གནས་གསུམ་དུ་ཡི་གེ་འ
75	prose	75	, གསུམ་པ་སྦས་དོན་ནི། དེ་ཉིད་གསུམ་སྣང་བ་དང་མཆེད་པ་དང་། ཉེ་བར་ཐོབ་པའོ། །​དེ་དག་བཀོ
76	prose	32	འདི་ལྟ་བུའི་རིགས་ནི། སྒོན་གསལ་ལས། འོད་གསལ་ནི་རབ་སྟོན་དང་། །​ ཟུང་དུ་འཇུག་པ་རབ་རྟ
77	prose	26	གསང་འདུས་འཕགས་སྐོར་བ་རྣམས་ཀྱི་རང་ལུགས་ལ། །​མཐར་ཐུག་གི་བཤད་པ་འདོད་ཀྱང་། །​སྤྱིར་ན
78	prose	67	བཞི་པ་མཐར་ཐུག་ནི། སྐུ་དང་གསུང་དང་ཐུགས་རྡོ་རྗེ་འདི་ཉིད་གསུམ་ནི། ཆོས་ཐམས་ཅད་ཀྱི་རང
79	prose	46	​གདོན་གྱི་གནོད་པ་དང་མཚུངས་པའི་སྡུག་བསྔལ་དང་། །​རོ་ལངས་ཀྱི་ལས་དང་མཚུངས་པའི་ལས་དང་
80	prose	78	ཅེས་པའི་དོན་ནོ། །​དེ་ལྟར་ན་རྒྱས་བཤད་སྒྲ་ཇི་བཞིན་པའི་ཚིག་འདི་རྣམས་ཀྱིས། བཅོམ་ལྡན་
81	prose	114	ངེས་དོན་འདི་རྣམས་ནི། ཟབ་ལམ་མཐར་ཐུག་རྡོ་རྗེའི་རྣལ་འབྱོར་ཡན་ལག་དྲུག་པ་དང་བསྟུན་ནས་
82	prose	117	གཞན་ཡང་ཉེ་བར་མཁོ་བའི་རྣམ་གྲངས་འདི་ལྟ་བུ་དག་ཀྱང་ཡོད་དེ། སྟོན་ཀའི་ཟླ་བ་སོགས་ཀྱིས་ཟ
83	prose	96	བསྐྱེད་རིམ་གི་ཕྱོགས་དང་། །​ཉི་མ་ཟླ་བ་རྒྱས་པའི་སོགས་ཀྱིས་ཆོ་ག་དང་། རྡུལ་ཚོན་སོགས་
84	prose	100	མེ་འབར་འཁྲུགས་མ་ཞེས་པ་དང་། །​འབར་བའི་ཕྲེང་བ་ཅེས་པ་དང་། །​འོད་རབ་འབར་མ་ཞེས་པ་དང་།
85	prose	28	འཇུག་གི་དོན་ལ་དེའི་འོག་ཏུ་བསྟོད་པའི་ཕན་ཡོན་བསྟན་པ་ཡིན་ཏེ། །​དེ་ལ་དང་པོར་རྩ་བའི་ས
86	prose	46	རྩ་སྔགས་ཀྱི་ཡི་གེ་བཅུ་པའི་སོ་ནས་བསྟོད་པ་དེ་འདི་ཉིད་ཡིན་པ་དང་། ཕྱག་འཚལ་ལོ་ཞེས་པ་ཉ
87	prose	121	དེ་ལ་རྩ་བའི་སྔགས་ཀྱི་དོན་ནི། ཨོཾ་ཞེས་བྱ་བ་མཆོག་གི་ཚངས་པ། ཆོས་ཀྱི་དབྱིངས་ཆོས་ཀྱི་
88	prose	1114	​ལས་སུ་བྱ་བ་བསྟོད་པའི་ཡུལ་ལྷ་མོ་སྟེ་བཅོམ་ལྡན་འདས་མ་ལའོ། །​བྱེད་པ་ནི་གུས་པ་ཡང་དག་
